CODE_DPTO,CODE_MUNICIPIO,DPTO,MUNICIPIO,LONGITUD,LATITUD
15,15109,BOYACA,BUENAVISTA,-73.9423004687,5.51242923727
15,15114,BOYACA,BUSBANZA,-72.8841622923,5.83139321087
15,15131,BOYACA,CALDAS,-73.865542982,5.55457589379
15,15135,BOYACA,CAMPOHERMOSO,-73.104168327,5.03166002315
15,15162,BOYACA,CERINZA,-72.9482718544,5.95603263546
15,15172,BOYACA,CHINAVITA,-73.3684756833,5.16748347348
15,15176,BOYACA,CHIQUINQUIRA,-73.8183869915,5.61412836353
15,15180,BOYACA,CHISCAS,-72.5016808693,6.5534158413
15,15183,BOYACA,CHITA,-72.471892654,6.18708569854
15,15185,BOYACA,CHITARAQUE,-73.4471010235,6.02742601824
15,15187,BOYACA,CHIVATA,-73.2825292916,5.55894934359
15,15189,BOYACA,CIENEGA,-73.296061354,5.40870037319
15,15204,BOYACA,COMBITA,-73.3239523652,5.63454905762
15,15212,BOYACA,COPER,-74.0454584503,5.47498409448
15,15215,BOYACA,CORRALES,-72.8447949701,5.82810438505
15,15218,BOYACA,COVARACHIA,-72.7389763109,6.50018289986
15,15223,BOYACA,CUBARA,-72.1079447106,6.99726745104
15,15224,BOYACA,CUCAITA,-73.4543383107,5.54445121651
15,15226,BOYACA,CUITIVA,-72.9659185304,5.58036631554
15,15232,BOYACA,CHIQUIZA,0.0,0.0
15,15236,BOYACA,CHIVOR,-73.366893755,4.88778166
15,15238,BOYACA,DUITAMA,-73.030610836,5.82298464605
15,15244,BOYACA,EL COCUY,-72.4447300399,6.40771564853
15,15248,BOYACA,EL ESPINO,-72.4970129087,6.48303062085
15,15272,BOYACA,FIRAVITOBA,-72.9933618342,5.66892506903
15,15276,BOYACA,FLORESTA,-72.9181118071,5.85952057405
15,15293,BOYACA,GACHANTIVA,-73.5490931245,5.75188848507
15,15296,BOYACA,GAMEZA,-72.8055270159,5.80233579091
15,15299,BOYACA,GARAGOA,-73.3644267841,5.08324283869
15,15317,BOYACA,GUACAMAYAS,-72.5008156901,6.45966545849
15,15322,BOYACA,GUATEQUE,-73.4712060695,5.0073212036
15,15325,BOYACA,GUAYATA,-73.4896957862,4.9671242815
15,15332,BOYACA,GUICAN DE LA SIERRA,-72.411765819,6.46285998881
15,15362,BOYACA,IZA,-72.9795593407,5.61157775921
15,15367,BOYACA,JENESANO,-73.3638083915,5.3857721813
15,15368,BOYACA,JERICO,-72.5711238428,6.14575069674
15,15377,BOYACA,LABRANZAGRANDE,-72.5777694431,5.56268780724
15,15380,BOYACA,LA CAPILLA,-73.4443470863,5.09568803762
15,15401,BOYACA,LA VICTORIA,-74.2343971323,5.5237945994
15,15403,BOYACA,LA UVITA,-72.5599870419,6.3162062521
15,15407,BOYACA,VILLA DE LEYVA,-73.5246858959,5.63265703354
15,15425,BOYACA,MACANAL,-73.3196492275,4.97246523201
15,15442,BOYACA,MARIPI,-74.0040590487,5.55008773144
15,15455,BOYACA,MIRAFLORES,-73.1456279863,5.19651615513
15,15464,BOYACA,MONGUA,-72.7981001021,5.75423927382
15,15466,BOYACA,MONGUI,-72.8492622931,5.72340786063
15,15469,BOYACA,MONIQUIRA,-73.5733706158,5.87633305531
15,15476,BOYACA,MOTAVITA,-73.3678389344,5.57770072028
15,15480,BOYACA,MUZO,-74.1027542999,5.53245722089
15,15491,BOYACA,NOBSA,-72.939853172,5.771042607
15,15494,BOYACA,NUEVO COLON,-73.4571348371,5.35514851706
15,15500,BOYACA,OICATA,-73.308404103,5.59523375635
15,15507,BOYACA,OTANCHE,-74.1809678964,5.65753554395
15,15511,BOYACA,PACHAVITA,-73.3969550834,5.14006205365
15,15514,BOYACA,PAEZ,-73.0525553002,5.09789282185
15,15516,BOYACA,PAIPA,-73.1179179167,5.77994168888
15,15518,BOYACA,PAJARITO,-72.7032202088,5.29364101567
15,15522,BOYACA,PANQUEBA,-72.4592015449,6.44307619932
15,15531,BOYACA,PAUNA,-73.97844971,5.65632422107
15,15533,BOYACA,PAYA,-72.4237755806,5.6257001331
15,15537,BOYACA,PAZ DE RIO,-72.7491433309,5.98764091396
15,15542,BOYACA,PESCA,-73.0508685115,5.55881131008
15,15550,BOYACA,PISBA,-72.4859425146,5.7216213544
15,15572,BOYACA,PUERTO BOYACA,-74.5877827354,5.97664715502
15,15580,BOYACA,QUIPAMA,-74.1800347561,5.52055370831
15,15599,BOYACA,RAMIRIQUI,-73.3348676913,5.4002211245
15,15600,BOYACA,RAQUIRA,-73.6325018712,5.53906792025
15,15621,BOYACA,RONDON,-73.2084727551,5.35740204136
15,15632,BOYACA,SABOYA,-73.7646637544,5.69773271604
15,15638,BOYACA,SACHICA,-73.5426340731,5.58359189812
15,15646,BOYACA,SAMACA,-73.4856416273,5.49231280648
15,15660,BOYACA,SAN EDUARDO,-73.0777254035,5.22409747529
15,15664,BOYACA,SAN JOSE DE PARE,-73.5453757662,6.01897480756
15,15667,BOYACA,SAN LUIS DE GACENO,-73.168359454,4.81969008637
15,15673,BOYACA,SAN MATEO,-72.5552600266,6.40168195892
15,15676,BOYACA,SAN MIGUEL DE SEMA,-73.7220038544,5.51808577641
15,15681,BOYACA,SAN PABLO DE BORBUR,-74.0699641591,5.65067434872
15,15686,BOYACA,SANTANA,-73.481231213,6.05741393498
15,15690,BOYACA,SANTA MARIA,-73.2635138961,4.85719292711
15,15693,BOYACA,SANTA ROSA DE VITERBO,-72.9824613082,5.87455316111
15,15696,BOYACA,SANTA SOFIA,-73.6027094257,5.71326789499
15,15720,BOYACA,SATIVANORTE,-72.7084627036,6.13113651918
15,15723,BOYACA,SATIVASUR,-72.7124418159,6.09317687278
15,15740,BOYACA,SIACHOQUE,-73.2446486951,5.51181744443
15,15753,BOYACA,SOATA,-72.6840262208,6.3319109478
15,15755,BOYACA,SOCOTA,-72.6366624073,6.04117646761
15,15757,BOYACA,SOCHA,-72.6919658568,5.99671302142
15,15759,BOYACA,SOGAMOSO,-72.9230476498,5.72568884872
15,15761,BOYACA,SOMONDOCO,-73.4333927745,4.985727338
15,15762,BOYACA,SORA,-73.4501549565,5.56684464415
15,15763,BOYACA,SOTAQUIRA,-73.2465867116,5.76498918403
15,15764,BOYACA,SORACA,-73.3328033775,5.50090450683
15,15774,BOYACA,SUSACON,-72.6902910831,6.23033660169
15,15776,BOYACA,SUTAMARCHAN,-73.6205898779,5.61978069759
15,15778,BOYACA,SUTATENZA,-73.4523142451,5.02298844106
15,15790,BOYACA,TASCO,-72.7810075025,5.90981708972
15,15798,BOYACA,TENZA,-73.4211738566,5.07677835138
15,15804,BOYACA,TIBANA,-73.396456268,5.31725075558
15,15806,BOYACA,TIBASOSA,-72.9994496769,5.74722853114
15,15808,BOYACA,TINJACA,-73.6468538952,5.57971084145
15,15810,BOYACA,TIPACOQUE,-72.693172676,6.418582881
15,15814,BOYACA,TOCA,-73.1847912527,5.56646952357
15,15816,BOYACA,TOGUI,-73.5136559101,5.93743780547
15,15820,BOYACA,TOPAGA,-72.832247594,5.76819800709
15,15822,BOYACA,TOTA,-72.9858969227,5.56050183137
15,15832,BOYACA,TUNUNGUA,-73.933158144,5.730577511
15,15835,BOYACA,TURMEQUE,-73.4918448747,5.32325210287
15,15837,BOYACA,TUTA,-73.2308547731,5.68880380751
15,15839,BOYACA,TUTAZA,-72.856038442,6.03261007719
15,15842,BOYACA,UMBITA,-73.4569158202,5.2211724175
15,15861,BOYACA,VENTAQUEMADA,-73.5224525403,5.36885763606
15,15879,BOYACA,VIRACACHA,-73.2969005657,5.43678857653
15,15897,BOYACA,ZETAQUIRA,-73.1709723341,5.28342464863
17,17001,CALDAS,MANIZALES,-75.4910467146,5.05768733557
17,17013,CALDAS,AGUADAS,-75.454871642,5.61024846724
17,17042,CALDAS,ANSERMA,-75.784340784,5.23647611674
17,17050,CALDAS,ARANZAZU,-75.4912889044,5.27119632374
17,17088,CALDAS,BELALCAZAR,-75.8119012073,4.99382148715
17,17174,CALDAS,CHINCHINA,-75.6074818919,4.98581250175
17,17272,CALDAS,FILADELFIA,-75.5624695597,5.29709791696
17,17380,CALDAS,LA DORADA,-74.6684167053,5.46047440177
17,17388,CALDAS,LA MERCED,-75.5465723441,5.3963721836
17,17433,CALDAS,MANZANARES,-75.1528372887,5.25570837762
17,17442,CALDAS,MARMATO,-75.6002457911,5.47400212843
17,17444,CALDAS,MARQUETALIA,-75.0530937905,5.29752541271
17,17446,CALDAS,MARULANDA,-75.2594017111,5.28433541214
17,17486,CALDAS,NEIRA,-75.5198428283,5.16670622135
17,17495,CALDAS,NORCASIA,-74.8895443807,5.57479382266
17,17513,CALDAS,PACORA,-75.4596225837,5.52717452159
17,17524,CALDAS,PALESTINA,-75.6244642214,5.01783945198
17,17541,CALDAS,PENSILVANIA,-75.1603002765,5.38327868783
17,17614,CALDAS,RIOSUCIO,-75.7020653762,5.42367236012
17,17616,CALDAS,RISARALDA,-75.7672745412,5.16419213427
17,17653,CALDAS,SALAMINA,-75.4872184576,5.40301872766
17,17662,CALDAS,SAMANA,-74.9922442639,5.41308071675
17,17665,CALDAS,SAN JOSE,-75.7920593314,5.08231096392
17,17777,CALDAS,SUPIA,-75.6496602648,5.44683429424
17,17867,CALDAS,VICTORIA,-74.9111571246,5.31741797231
17,17873,CALDAS,VILLAMARIA,-75.513760602,5.043806686
17,17877,CALDAS,VITERBO,-75.870613237,5.06266333127
18,18001,CAQUETA,FLORENCIA,-75.6085597398,1.61792408755
18,18029,CAQUETA,ALBANIA,-75.8783708545,1.328518696
18,18094,CAQUETA,BELEN DE LOS ANDAQUIES,-75.8724736813,1.41578334458
18,18150,CAQUETA,CARTAGENA DEL CHAIRA,-74.847245546,1.3331165659
18,18205,CAQUETA,CURILLO,-75.9192010073,1.03347658287
18,18247,CAQUETA,EL DONCELLO,-75.2835647468,1.67986937815
18,18256,CAQUETA,EL PAUJIL,-75.3261226748,1.57037091057
18,18410,CAQUETA,LA MONTANITA,-75.4364058573,1.4791703207
18,18460,CAQUETA,MILAN,-75.5069587121,1.29041194077
18,18479,CAQUETA,MORELIA,-75.7241445423,1.48661416104
18,18592,CAQUETA,PUERTO RICO,-75.1574899204,1.90893446756
18,18610,CAQUETA,SAN JOSE DEL FRAGUA,-75.9736270384,1.33009035894
18,18753,CAQUETA,SAN VICENTE DEL CAGUAN,-74.768675935,2.119492544
18,18756,CAQUETA,SOLANO,-75.2537069229,0.69897426193
18,18785,CAQUETA,SOLITA,-75.619734067,0.876668991021
18,18860,CAQUETA,VALPARAISO,-75.7065851397,1.19458258545
19,19001,CAUCA,POPAYAN,-76.5988923721,2.45994897276
19,19022,CAUCA,ALMAGUER,-76.8559227702,1.91336278103
19,19050,CAUCA,ARGELIA,-77.2494517909,2.2567543324
19,19075,CAUCA,BALBOA,-77.2158965955,2.04048647608
19,19100,CAUCA,BOLIVAR,-76.966314876,1.83741330862
19,19110,CAUCA,BUENOS AIRES,-76.64227784,3.01543022433
19,19130,CAUCA,CAJIBIO,-76.5708848354,2.62334023515
19,19137,CAUCA,CALDONO,-76.4844459642,2.79812829791
19,19142,CAUCA,CALOTO,-76.4084869367,3.03407175083
19,19212,CAUCA,CORINTO,-76.2613129114,3.17381378314
19,19256,CAUCA,EL TAMBO,-76.8107676072,2.45137293838
19,19290,CAUCA,FLORENCIA,-77.0725301404,1.68251705547
19,19300,CAUCA,GUACHENE,-76.3921808995,3.13415024191
19,19318,CAUCA,GUAPI,-77.8879701101,2.57134940647
19,19355,CAUCA,INZA,-76.0634951224,2.54918501375
19,19364,CAUCA,JAMBALO,-76.3238756382,2.7778396408
19,19392,CAUCA,LA SIERRA,-76.7632016273,2.17932480074
19,19397,CAUCA,LA VEGA,-76.7786274369,2.00178599421
19,19450,CAUCA,MERCADERES,-77.1641946504,1.7924236808
19,19455,CAUCA,MIRANDA,-76.2285628308,3.25456871367
19,19473,CAUCA,MORALES,-76.6292210027,2.75455782584
19,19513,CAUCA,PADILLA,-76.3132915458,3.22084946043
19,19532,CAUCA,PATIA,-77.053281163,2.06919819073
19,19533,CAUCA,PIAMONTE,-76.3270881401,1.11792823066
19,19573,CAUCA,PUERTO TEJADA,-76.4173065509,3.23329388435
19,19585,CAUCA,PURACE,-76.4553662405,2.38106122505
19,19622,CAUCA,ROSAS,-76.7403500133,2.26096996661
19,19693,CAUCA,SAN SEBASTIAN,-76.7693155247,1.83837093703
19,19698,CAUCA,SANTANDER DE QUILICHAO,-76.4853693048,3.0160508863
19,19701,CAUCA,SANTA ROSA,-76.5739728417,1.70241741098
19,19743,CAUCA,SILVIA,-76.3795694468,2.611815128
19,19780,CAUCA,SUAREZ,-76.6934495691,2.95970043631
19,19785,CAUCA,SUCRE,-76.9262768869,2.0382579101
19,19807,CAUCA,TIMBIO,-76.6842365775,2.34997651977
