COD_MUNICIPIO,MPNOM,LATITUD,LONGITUD,DP
25740,Sibaté,4.49261081381,-74.2578772349,25
25743,Silvania,4.3819448056,-74.4055246172,25
25745,Simijaca,5.5054287938,-73.8503228188,25
25754,Soacha,4.57939176705,-74.2154309452,25
25758,Sopó,4.91539965901,-73.9433295095,25
25769,Subachoque,4.92907887681,-74.1727096099,25
25772,Suesca,5.1035175118,-73.7982887059,25
25777,Supatá,5.06161647674,-74.2354038495,25
25779,Susa,5.45486633706,-73.8140048231,25
25781,Sutatausa,5.24748742315,-73.853153077,25
25785,Tabio,4.91720363832,-74.0961796864,25
25793,Tausa,5.19655208391,-73.8864782256,25
25797,Tena,4.65532786239,-74.3895411831,25
25799,Tenjo,4.87195981007,-74.1439551406,25
25805,Tibacuy,4.34859760533,-74.4526612198,25
25807,Tibirita,5.05227733692,-73.5045147407,25
25815,Tocaima,4.45927226504,-74.6363056249,25
25817,Tocancipá,4.96478385194,-73.9120940816,25
25823,Topaipí,5.33622359875,-74.3006326154,25
25839,Ubalá,4.74752288166,-73.5315000926,25
25841,Ubaque,4.4837999031,-73.9334633747,25
25843,Villa de San Diego de Ubaté,5.30754135963,-73.814345661,25
25845,Une,4.40245072334,-74.0251807261,25
25851,Útica,5.19058902078,-74.4831194836,25
25862,Vergara,5.11730960751,-74.3463679542,25
25867,Vianí,4.87520248858,-74.5613311936,25
25871,Villagómez,5.27302546567,-74.1951478206,25
25873,Villapinzón,5.2164390104,-73.5953530971,25
25875,Villeta,5.01279238093,-74.4697042298,25
25878,Viotá,4.43935379121,-74.5231620222,25
25885,Yacopí,5.45928242265,-74.3380248611,25
25898,Zipacón,4.75992897105,-74.3795933564,25
25899,Zipaquirá,5.02547142431,-73.9944757558,25
27001,Quibdó,,,27
27006,Acandí,8.51140193491,-77.2800957148,27
27025,Alto Baudó,,,27
27050,Atrato,,,27
27073,Bagadó,5.41055568413,-76.4152936715,27
27075,Bahía Solano,,,27
27077,Bajo Baudó,,,27
27099,Bojayá,,,27
27135,El Cantón del San Pablo,,,27
27150,Carmen del Darién,,,27
27160,Cértegui,5.37158958934,-76.6080268196,27
27205,Condoto,5.09100466095,-76.6506792768,27
27245,El Carmen de Atrato,5.89975011243,-76.1422304494,27
27250,El Litoral del San Juan,,,27
27361,Istmina,5.15394631811,-76.6851798282,27
27372,Juradó,7.10361916064,-77.7627510362,27
27413,Lloró,5.49791739086,-76.5450652111,27
27425,Medio Atrato,,,27
27430,Medio Baudó,,,27
27450,Medio San Juan,,,27
27491,Nóvita,4.95606296389,-76.609467281,27
27495,Nuquí,5.70952628172,-77.265866996,27
27580,Río Iró,,,27
27600,Río Quito,,,27
27615,Riosucio,7.43663369807,-77.1131097247,27
27660,San José del Palmar,4.89759308,-76.232848825,27
27745,Sipí,4.65120437592,-76.6444041851,27
27787,Tadó,5.26482627108,-76.5584839714,27
27800,Unguía,8.04406133438,-77.0925373837,27
27810,Unión Panamericana,,,27
41001,Neiva,2.93555887476,-75.2777314808,41
41006,Acevedo,1.80526386823,-75.8885349597,41
41013,Agrado,2.259730156,-75.7719044253,41
41016,Aipe,3.22359766887,-75.2390312259,41
41020,Algeciras,2.52244696827,-75.3153713579,41
41026,Altamira,2.06371185583,-75.7883602228,41
41078,Baraya,3.15255100755,-75.0544887925,41
41132,Campoalegre,2.6868370205,-75.325759412,41
41206,Colombia,3.37697664839,-74.8028152505,41
41244,Elías,2.01270035981,-75.9380188082,41
41298,Garzón,2.1964533881,-75.6270510273,41
41306,Gigante,2.38403102318,-75.5476811212,41
41319,Guadalupe,2.0241600111,-75.7570381788,41
41349,Hobo,2.58082594244,-75.4477305142,41
41357,Íquira,2.64935228705,-75.6345024698,41
41359,Isnos,,,41
41378,La Argentina,2.19824600615,-75.9797673085,41
41396,La Plata,2.3896474978,-75.8914521307,41
41483,Nátaga,2.54535125354,-75.8087812875,41
41503,Oporapa,2.02505692943,-75.9951786162,41
41518,Paicol,2.44954939456,-75.7729935935,41
41524,Palermo,2.88937485898,-75.4348239701,41
41530,Palestina,1.72344447572,-76.1330745868,41
41548,Pital,2.26668106868,-75.8040001118,41
41551,Pitalito,1.85297434352,-76.0490044984,41
41615,Rivera,2.77757018071,-75.258550208,41
41660,Saladoblanco,1.99319375367,-76.0447691689,41
41668,San Agustín,1.8810855128,-76.2703587983,41
41676,Santa María,2.93974915231,-75.5861244534,41
41770,Suaza,1.97584502137,-75.7950572711,41
41791,Tarqui,2.11132341997,-75.8235763181,41
41797,Tesalia,2.48605278998,-75.7298384859,41
41799,Tello,3.06753684585,-75.1387731609,41
41801,Teruel,2.74097042738,-75.5670364688,41
41807,Timaná,1.97422503882,-75.9320853384,41
41872,Villavieja,3.21883156581,-75.2171038079,41
41885,Yaguará,2.66469363692,-75.5180231181,41
44001,Riohacha,11.5287502128,-72.9114873118,44
44035,Albania,11.1516112258,-72.6123282482,44
44078,Barrancas,10.9586657579,-72.7935757813,44
44090,Dibulla,11.2715687878,-73.3076206855,44
44098,Distracción,10.8984720802,-72.8873913777,44
44110,El Molino,10.6535029819,-72.9267422648,44
44279,Fonseca,10.8866535788,-72.8462546857,44
44378,Hatonuevo,11.0687421081,-72.7590172472,44
44420,La Jagua del Pilar,10.5116713993,-73.0725613221,44
44430,Maicao,11.3783279454,-72.2419044542,44
44560,Manaure,11.7739428149,-72.4395863069,44
44650,San Juan del Cesar,10.7695782636,-73.0005931272,44
44847,Uribia,11.7146470766,-72.2647599261,44
44855,Urumita,10.5601686746,-73.0125081065,44
44874,Villanueva,10.6088113359,-72.9776225919,44
47001,Santa Marta,11.2047725963,-74.2002109893,47
47030,Algarrobo,10.1880372898,-74.061131388,47
47053,Aracataca,10.5897988592,-74.1867609537,47
47058,Ariguaní,,,47
47161,Cerro de San Antonio,10.3256533075,-74.8684730704,47
47170,Chibolo,10.0268400946,-74.6231370766,47
47189,Ciénaga,11.0066586077,-74.2412855651,47
47205,Concordia,10.2573102662,-74.833031377,47
47245,El Banco,9.0087359751,-73.9742847149,47
47258,El Piñón,10.4030943537,-74.8232919445,47
47268,El Retén,10.6106681998,-74.2684546741,47
47288,Fundación,10.5140917977,-74.1913417387,47
47318,Guamal,9.14438638111,-74.2236997384,47
47460,Nueva Granada,,,47
47541,Pedraza,10.1882048875,-74.9154587828,47
47545,Pijiño del Carmen,,,47
47551,Pivijay,10.4606939662,-74.6135180767,47
47555,Plato,9.79677054749,-74.784684214,47
47570,Puebloviejo,10.9948385981,-74.2824768666,47
47605,Remolino,10.7021709717,-74.716139312,47
47660,Sabanas de San Ángel,,,47
47675,Salamina,10.4912293928,-74.7941894058,47
47692,San Sebastián de Buenavista,9.24078172832,-74.3516789515,47
47703,San Zenón,9.24506385456,-74.4989888678,47
47707,Santa Ana,9.32429335632,-74.5668440377,47
47720,Santa Bárbara de Pinto,9.4322584701,-74.7046839218,47
47745,Sitionuevo,10.775407167,-74.7201694573,47
47798,Tenerife,9.8977882091,-74.8607737651,47
47960,Zapayán,,,47
47980,Zona Bananera,,,47
50001,Villavicencio,4.1238593011,-73.624562528,50
50006,Acacías,3.99012009704,-73.7659360698,50
50110,Barranca de Upía,4.56720152053,-72.9632757114,50
50124,Cabuyaro,4.28592465004,-72.7919811358,50
50150,Castilla la Nueva,3.82804244894,-73.6881308587,50
50223,Cubarral,3.79361967387,-73.8377386881,50
50226,Cumaral,4.26953744789,-73.4861069057,50
50245,El Calvario,4.35261856617,-73.7133268969,50
50251,El Castillo,3.56383333473,-73.7940123336,50
50270,El Dorado,3.7399977854,-73.8350177222,50
50287,Fuente de Oro,3.46287020088,-73.6179805402,50
50313,Granada,3.5466952856,-73.7057158517,50
50318,Guamal,3.88014002777,-73.7699625676,50
50325,Mapiripán,2.89643885969,-72.1356448716,50
50330,Mesetas,3.38325958558,-74.0443712626,50
50350,La Macarena,2.17821444079,-73.7870674795,50
50370,Uribe,3.23965331351,-74.3515437091,50
50400,Lejanías,3.52474093193,-74.0231951223,50
50450,Puerto Concordia,2.62308359227,-72.7600452582,50
50568,Puerto Gaitán,4.314485152,-72.083078729,50
50573,Puerto López,4.09340699377,-72.9574366102,50
50577,Puerto Lleras,3.27211893514,-73.3738481508,50
50590,Puerto Rico,2.93974329234,-73.2065146907,50
50606,Restrepo,4.26072972714,-73.5646064827,50
50680,San Carlos de Guaroa,3.71053695717,-73.2414110088,50
50683,San Juan de Arama,3.37372791392,-73.8758311729,50
50686,San Juanito,4.45818278703,-73.6767015182,50
50689,San Martín,3.70188012803,-73.6956173593,50
50711,Vistahermosa,3.1256671671,-73.7510280336,50
52001,Pasto,,,52
52019,Albán,,,52
52022,Aldana,0.882181786542,-77.7003576715,52
52036,Ancuya,1.2633075786,-77.5145167557,52
52051,Arboleda,,,52
52079,Barbacoas,1.67144343524,-78.1375768702,52
52083,Belén,1.59563639683,-77.0156674722,52
52110,Buesaco,1.38144599558,-77.1564755847,52
52203,Colón,,,52
52207,Consacá,1.20762916553,-77.4657291646,52
52210,Contadero,0.910459437261,-77.5494126615,52
52215,Córdoba,0.854572506919,-77.5178993163,52
52224,Cuaspud Carlosama,,,52
52227,Cumbal,0.906185196967,-77.7922761776,52
52233,Cumbitara,1.6468385371,-77.5781428707,52
52240,Chachagüí,1.36032207453,-77.2816959,52
52250,El Charco,2.48008913955,-78.1095349747,52
52254,El Peñol,1.45356662393,-77.4385211287,52
52256,El Rosario,1.74529986473,-77.334167969,52
52258,El Tablón de Gómez,1.42704940171,-77.0967278598,52
52260,El Tambo,1.4076491661,-77.3902057813,52
52287,Funes,1.00113044411,-77.4489750806,52
52317,Guachucal,0.959739983939,-77.7315945908,52
52320,Guaitarilla,1.12963027843,-77.5496855022,52
52323,Gualmatán,0.919672117789,-77.5686640969,52
52352,Iles,0.969202404611,-77.5209761227,52
52354,Imués,1.05513327782,-77.4961681198,52
52356,Ipiales,0.827735060636,-77.6463999012,52
52378,La Cruz,1.60134086722,-76.9705345817,52
52381,La Florida,1.299192798,-77.406436071,52
52385,La Llanada,1.47264363566,-77.5807206702,52
52390,La Tola,2.3982099715,-78.1903918916,52
52399,La Unión,1.60025484037,-77.1311540017,52
52405,Leiva,1.93451165112,-77.3062024933,52
52411,Linares,1.35078991287,-77.5237925292,52
52418,Los Andes,,,52
52427,Magüí,,,52
52435,Mallama,,,52
52473,Mosquera,2.5071274382,-78.4529721975,52
52480,Nariño,1.28897586144,-77.3579742048,52
52490,Olaya Herrera,,,52
52506,Ospina,1.05849067089,-77.5660692089,52
52520,Francisco Pizarro,,,52
52540,Policarpa,1.62734987378,-77.458755671,52
52560,Potosí,0.806342052071,-77.5727915178,52
52565,Providencia,1.2376869879,-77.596587745,52
52573,Puerres,0.885125369631,-77.5042106322,52
52585,Pupiales,0.867138527,-77.63350443,52
52612,Ricaurte,1.21293165479,-77.9954468866,52
52621,Roberto Payán,,,52
52678,Samaniego,1.33535141458,-77.5944553745,52
52683,Sandoná,1.28314414356,-77.4730451357,52
52685,San Bernardo,1.51370439814,-77.0475260871,52
52687,San Lorenzo,1.50333968093,-77.2152397164,52
52693,San Pablo,1.66942879125,-77.0139256051,52
52694,San Pedro de Cartago,1.55148084166,-77.1194170341,52
52696,Santa Bárbara,,,52
52699,Santacruz,,,52
52720,Sapuyes,1.03752383941,-77.6202980414,52
52786,Taminango,1.57004727576,-77.2802201494,52
52788,Tangua,1.0948780282,-77.3926919626,52
52835,San Andrés de Tumaco,,,52
52838,Túquerres,1.08519299564,-77.6168833378,52
52885,Yacuanquer,1.11579938415,-77.4004765826,52
54001,San José de Cúcuta,7.90558402069,-72.5080651202,54
54003,Ábrego,8.08178182803,-73.2217345921,54
54051,Arboledas,7.64297110663,-72.7988785326,54
54099,Bochalema,7.61216882308,-72.6470372457,54
54109,Bucarasica,8.04116298794,-72.8679545898,54
54125,Cácota,7.26870600207,-72.6420639099,54
54128,Cáchira,7.74089485038,-73.0487542769,54
54172,Chinácota,7.60295918667,-72.601158456,54
54174,Chitagá,7.1381248415,-72.665435191,54
54206,Convención,8.47037222338,-73.3372098547,54
54223,Cucutilla,7.53899847059,-72.7725742725,54
54239,Durania,7.71477918347,-72.6586018005,54
54245,El Carmen,8.51059912297,-73.4467003188,54
54250,El Tarra,8.57676937385,-73.0948482229,54
54261,El Zulia,7.93817417215,-72.6046120661,54
54313,Gramalote,0.0,0.0,54
54344,Hacarí,8.32170628125,-73.1459704225,54
54347,Herrán,7.50654351972,-72.4835192832,54
54377,Labateca,7.29833227871,-72.4958768009,54
54385,La Esperanza,7.63999106968,-73.3278977166,54
54398,La Playa,8.21263296004,-73.2386418368,54
54405,Los Patios,7.83324937685,-72.5057141873,54
54418,Lourdes,7.94542916211,-72.8323786178,54
54480,Mutiscua,7.30027741166,-72.7471428991,54
54498,Ocaña,8.24746216282,-73.355814925,54
54518,Pamplona,7.37284757284,-72.64768472,54
54520,Pamplonita,7.43674631412,-72.6392033235,54
54553,Puerto Santander,8.36094479506,-72.4103128587,54
54599,Ragonvalia,7.57786103871,-72.4767028257,54
54660,Salazar,,,54
54670,San Calixto,8.40242190738,-73.2085273768,54
54673,San Cayetano,7.87553332058,-72.6254110291,54
54680,Santiago,7.86567709707,-72.7162440314,54
54720,Sardinata,8.08202065536,-72.8007580493,54
54743,Silos,7.20479131268,-72.7570633326,54
54800,Teorama,8.43812602697,-73.287073938,54
54810,Tibú,8.63899279345,-72.7342132578,54
54820,Toledo,7.30770174274,-72.4819073532,54
54871,Villa Caro,7.91428193861,-72.9736512466,54
54874,Villa del Rosario,7.84748634411,-72.4700680064,54
63001,Armenia,4.535987208,-75.6807545438,63
63111,Buenavista,4.36002504159,-75.7395664635,63
63130,Calarcá,4.52148797904,-75.6455330683,63
63190,Circasia,4.61779473259,-75.6365262734,63
63212,Córdoba,4.39248649385,-75.6878697204,63
63272,Filandia,4.67414703386,-75.6586823883,63
63302,Génova,4.20651089858,-75.790631528,63
63401,La Tebaida,4.45365278508,-75.786460159,63
63470,Montenegro,4.56505578418,-75.7498287033,63
63548,Pijao,4.33504179687,-75.7033166279,63
63594,Quimbaya,4.62438412181,-75.7650742652,63
63690,Salento,4.63715372291,-75.5708458112,63
66001,Pereira,4.80532287092,-75.7190152322,66
66045,Apía,5.10652456009,-75.942359483,66
66075,Balboa,4.94900740381,-75.9586806381,66
66088,Belén de Umbría,5.20064515187,-75.868216089,66
66170,Dosquebradas,4.83402887527,-75.6761693197,66
66318,Guática,5.31536038013,-75.7990077966,66
66383,La Celia,5.00286711372,-76.0030868756,66
66400,La Virginia,4.89654777308,-75.8802026174,66
66440,Marsella,4.93556204249,-75.7385816147,66
66456,Mistrató,5.29706285959,-75.8828627404,66
66572,Pueblo Rico,5.22191328206,-76.0306678019,66
66594,Quinchía,5.34044152422,-75.7304104711,66
66682,Santa Rosa de Cabal,4.87640374593,-75.6234918103,66
66687,Santuario,5.07493802723,-75.9645220611,66
68001,Bucaramanga,7.11626842734,-73.1325976221,68
68013,Aguada,6.16224498637,-73.5232262196,68
68020,Albania,5.7589853512,-73.9140635028,68
68051,Aratoca,6.694438882,-73.0178497692,68
68077,Barbosa,5.93261018035,-73.6159986977,68
68079,Barichara,6.63423130708,-73.2230998455,68
68081,Barrancabermeja,7.06496573153,-73.8499567312,68
68092,Betulia,6.89952350256,-73.2836713462,68
68101,Bolívar,5.98895175043,-73.7713434117,68
68121,Cabrera,6.59226462461,-73.2465030679,68
68132,California,7.34788166378,-72.9463686609,68
68147,Capitanejo,6.52741643996,-72.6954661576,68
68152,Carcasí,6.6287276598,-72.627083427,68
68160,Cepitá,6.75351236838,-72.9735370615,68
68162,Cerrito,6.84027556538,-72.6950486627,68
68167,Charalá,6.28434433944,-73.1468716584,68
68169,Charta,7.28081908866,-72.9687942408,68
68176,Chimá,6.34435038365,-73.3737319916,68
68179,Chipatá,6.06252035758,-73.6371138841,68
68190,Cimitarra,6.32063022524,-73.9525715248,68
68207,Concepción,6.76883643116,-72.694595635,68
68209,Confines,6.35733168284,-73.2405558524,68
68211,Contratación,6.29055860254,-73.4744250645,68
68217,Coromoro,6.29499521987,-73.0408156038,68
68229,Curití,6.6051082188,-73.0693896277,68
68235,El Carmen de Chucurí,6.697907475,-73.511267745,68
68245,El Guacamayo,6.24512015463,-73.496894218,68
68250,El Peñón,6.05505062658,-73.8156489155,68
68255,El Playón,7.47071669899,-73.2028762556,68
68264,Encino,6.13741450884,-73.0987358142,68
68266,Enciso,6.66803370305,-72.6996509127,68
68271,Florián,5.80465898835,-73.9714235605,68
68276,Floridablanca,7.07236450273,-73.0990307075,68
68296,Galán,6.638415125,-73.2877642173,68
68298,Gámbita,5.94597839459,-73.3441797754,68
68307,Girón,7.07052391696,-73.1667133582,68
68318,Guaca,6.87656058399,-72.8563231479,68
68320,Guadalupe,6.24584325297,-73.4192939265,68
68322,Guapotá,6.30858560635,-73.3206973026,68
68324,Guavatá,5.95413334223,-73.7008028162,68
68327,Güepsa,6.02517506342,-73.5748541849,68
68344,Hato,6.543874338,-73.3082704431,68
68368,Jesús María,5.87654384542,-73.7833343323,68
68370,Jordán,,,68
68377,La Belleza,5.85955359883,-73.9656247433,68
68385,Landázuri,6.21874730469,-73.8110930176,68
68397,La Paz,6.17850468664,-73.5895994589,68
68406,Lebrija,7.11335571687,-73.2195525933,68
68418,Los Santos,6.75517251979,-73.1026597725,68
68425,Macaravita,6.50658059488,-72.5931111569,68
68432,Málaga,6.70305452003,-72.7323808831,68
68444,Matanza,7.32318040602,-73.0155652728,68
68464,Mogotes,6.47521108164,-72.9698135047,68
68468,Molagavita,6.6743545443,-72.8094754311,68
68498,Ocamonte,6.33999508462,-73.1225558791,68
68500,Oiba,6.26517211387,-73.2997849665,68
68502,Onzaga,6.34409903428,-72.8167547282,68
68522,Palmar,6.53778291763,-73.2910906977,68
68524,Palmas del Socorro,6.40613939878,-73.287762166,68
68533,Páramo,6.41659506947,-73.1703905871,68
68547,Piedecuesta,6.99735677431,-73.0545933904,68
68549,Pinchote,6.53206093514,-73.1729190191,68
68572,Puente Nacional,5.87796256489,-73.6781328396,68
68573,Puerto Parra,6.65080789008,-74.0560908372,68
68575,Puerto Wilches,7.349066143,-73.899334022,68
68615,Rionegro,7.26500895024,-73.150142083,68
68655,Sabana de Torres,7.39191179389,-73.4990518794,68
68669,San Andrés,6.81150917867,-72.8489688078,68
68673,San Benito,6.12666534773,-73.5091199864,68
68679,San Gil,6.55295530633,-73.1351665257,68
68682,San Joaquín,6.42755440169,-72.8676409519,68
68684,San José de Miranda,6.6589966561,-72.7336238268,68
68686,San Miguel,6.57562710592,-72.6441554258,68
68689,San Vicente de Chucurí,6.88037882713,-73.4110187818,68
68705,Santa Bárbara,6.99050924374,-72.9073349905,68
68720,Santa Helena del Opón,6.33964198008,-73.6167961577,68
68745,Simacota,6.44346957242,-73.3373665723,68
68755,Socorro,6.46385144732,-73.2611960328,68
68770,Suaita,6.10353145,-73.438416356,68
68773,Sucre,5.91874038228,-73.79097771,68
68780,Suratá,7.3665825175,-72.9842351772,68
68820,Tona,7.20140058159,-72.967024817,68
68855,Valle de San José,6.44778897572,-73.1437389075,68
68861,Vélez,6.010953449,-73.666299069,68
68867,Vetas,7.30980555024,-72.8710436133,68
68872,Villanueva,6.6700764461,-73.1743072555,68
68895,Zapatoca,6.81433905181,-73.2679103601,68
70001,Sincelejo,9.30233021687,-75.395481772,70
70110,Buenavista,9.31985711931,-74.9730193151,70
70124,Caimito,8.78932537693,-75.1171440547,70
70204,Coloso,,,70
70215,Corozal,9.31910061656,-75.2931493701,70
70221,Coveñas,9.4028636807,-75.6800839749,70
70230,Chalán,9.54535812429,-75.3126950363,70
70233,El Roble,9.10066970519,-75.1984347707,70
70235,Galeras,9.15967339965,-75.0494186572,70
70265,Guaranda,8.464847043,-74.538345419,70
70400,La Unión,8.85397531911,-75.2760559341,70
70418,Los Palmitos,9.3802289505,-75.268750942,70
70429,Majagual,8.54071408117,-74.6281041912,70
70473,Morroa,9.33132173665,-75.306200083,70
70508,Ovejas,9.52668815702,-75.2290829562,70
70523,Palmito,9.33310204871,-75.5412570386,70
70670,Sampués,9.18312851604,-75.3802942192,70
70678,San Benito Abad,8.92996976102,-75.0311600711,70
70702,San Juan de Betulia,,,70
70708,San Marcos,8.66194596532,-75.134084767,70
70713,San Onofre,9.7369328609,-75.5230283613,70
70717,San Pedro,9.39596570901,-75.0634845353,70
70742,San Luis de Sincé,,,70
70771,Sucre,8.81174045357,-74.7232228452,70
70820,Santiago de Tolú,9.52547457425,-75.5811043366,70
70823,Tolú Viejo,9.45183874964,-75.4408214257,70
73001,Ibagué,4.43280938914,-75.1953679078,73
73024,Alpujarra,3.39173454082,-74.932858783,73
73026,Alvarado,4.56734522829,-74.9535551796,73
73030,Ambalema,4.78263242067,-74.7644428804,73
73043,Anzoátegui,4.63175549718,-75.093777187,73
73055,Armero,5.03067791424,-74.8844145941,73
73067,Ataco,3.59063460119,-75.3825339259,73
73124,Cajamarca,4.436677041,-75.435485263,73
73148,Carmen de Apicalá,4.15094359506,-74.7163719929,73
73152,Casabianca,5.07846279395,-75.1209613635,73
73168,Chaparral,3.72306834875,-75.4807434103,73
73200,Coello,4.28728335548,-74.8984673202,73
73217,Coyaima,3.79803620302,-75.193878839,73
73226,Cunday,4.05925948571,-74.6922267118,73
73236,Dolores,3.53903159826,-74.8968518333,73
73268,Espinal,,,73
73270,Falan,5.12310402379,-74.9530204607,73
73275,Flandes,4.2763717138,-74.8187677213,73
73283,Fresno,5.15363945469,-75.0356196095,73
73319,Guamo,4.03100475679,-74.9681289601,73
73347,Herveo,5.08023410848,-75.1771319171,73
73349,Honda,5.2015089,-74.741577974,73
73352,Icononzo,4.17643908974,-74.5319791006,73
73408,Lérida,4.86202531088,-74.9106356889,73
73411,Líbano,4.92041843293,-75.0619532821,73
73443,Mariquita,5.19969320383,-74.8892907058,73
73449,Melgar,4.20394596681,-74.6409314721,73
73461,Murillo,4.87434134976,-75.1710222819,73
73483,Natagaima,3.62438908901,-75.0931111288,73
73504,Ortega,3.93491661562,-75.2226023939,73
73520,Palocabildo,5.1208856555,-75.02222013,73
73547,Piedras,4.54390984155,-74.8780727204,73
73555,Planadas,3.19765191111,-75.6439602657,73
73563,Prado,3.75101224596,-74.9274588097,73
73585,Purificación,3.8572509421,-74.9353707228,73
73616,Rioblanco,3.52986047716,-75.6443757976,73
73622,Roncesvalles,4.01159480735,-75.6059994575,73
73624,Rovira,4.2389330111,-75.2408706668,73
73671,Saldaña,3.92970073078,-75.0167694661,73
73675,San Antonio,3.9140451612,-75.4799125909,73
73678,San Luis,4.13371813034,-75.0957912296,73
73686,Santa Isabel,4.71359930225,-75.0979346338,73
73770,Suárez,4.04888384846,-74.831889635,73
73854,Valle de San Juan,4.19749423898,-75.1156695836,73
73861,Venadillo,4.71796619302,-74.9291695928,73
73870,Villahermosa,5.03045611726,-75.1177255467,73
73873,Villarrica,3.93692369495,-74.6002427195,73
76001,Cali,,,76
76020,Alcalá,4.67498960531,-75.779812612,76
76036,Andalucía,4.17172541604,-76.1679219749,76
76041,Ansermanuevo,4.79492075239,-75.9919821845,76
76054,Argelia,4.72695251407,-76.1199028275,76
76100,Bolívar,4.33784247096,-76.1835731619,76
76109,Buenaventura,3.87580334574,-77.0117477782,76
76111,Guadalajara de Buga,3.90082284434,-76.2989614887,76
76113,Bugalagrande,4.20833111175,-76.1568083286,76
76122,Caicedonia,4.33460564018,-75.8303183393,76
76126,Calima,,,76
76130,Candelaria,3.4077643196,-76.3464295384,76
76147,Cartago,4.758755097,-75.942264044,76
76233,Dagua,3.65666318922,-76.6889953357,76
76243,El Águila,4.90602658761,-76.0427931347,76
76246,El Cairo,4.76088330419,-76.2216047795,76
76248,El Cerrito,3.68425970818,-76.3117262705,76
76250,El Dovio,4.51045798809,-76.2370824654,76
76275,Florida,3.3239196011,-76.234503193,76
76306,Ginebra,3.72418135814,-76.2680666157,76
76318,Guacarí,3.76290954608,-76.3313674083,76
76364,Jamundí,3.25932906918,-76.5391224672,76
76377,La Cumbre,3.64944411346,-76.5679334087,76
76400,La Unión,4.53378338837,-76.0996048731,76
76403,La Victoria,4.52360126987,-76.0365293203,76
76497,Obando,4.57572205449,-75.9746885479,76
76520,Palmira,3.53234954501,-76.2985815873,76
76563,Pradera,3.41982721892,-76.2418197435,76
76606,Restrepo,3.82134249406,-76.5231163453,76
76616,Riofrío,4.15690638946,-76.2883093841,76
76622,Roldanillo,4.41359519174,-76.1522876963,76
76670,San Pedro,3.99499221389,-76.2285395519,76
76736,Sevilla,4.27071412891,-75.9316229697,76
76823,Toro,4.60808704867,-76.0768506524,76
76828,Trujillo,4.21205460862,-76.3188096264,76
76834,Tuluá,4.08526067539,-76.1977002572,76
76845,Ulloa,4.7036280475,-75.7378129291,76
76863,Versalles,4.57502307699,-76.1992067017,76
76869,Vijes,3.69858937984,-76.4419648892,76
76890,Yotoco,3.8612150819,-76.3824738774,76
76892,Yumbo,3.54003276229,-76.4992290977,76
76895,Zarzal,4.39262199427,-76.0708484414,76
81001,Arauca,7.07390170095,-70.748009803,81
81065,Arauquita,7.02698088637,-71.4267498586,81
81220,Cravo Norte,6.30345968824,-70.2035859163,81
81300,Fortul,6.79707707295,-71.7685562393,81
81591,Puerto Rondón,6.28146282154,-71.1033929512,81
81736,Saravena,6.95386030424,-71.8723328706,81
81794,Tame,6.45344199261,-71.7537617572,81
85001,Yopal,5.32761201728,-72.3969155417,85
85010,Aguazul,5.17269004261,-72.5463004198,85
85015,Chámeza,5.21431249951,-72.8702376042,85
85125,Hato Corozal,6.15617263862,-71.7649240225,85
85136,La Salina,6.12768708902,-72.3349588132,85
85139,Maní,4.81682498993,-72.2813966623,85
85162,Monterrey,4.87684630992,-72.8950348515,85
85225,Nunchía,5.63666390187,-72.1950710689,85
85230,Orocué,4.79026959264,-71.3385186268,85
85250,Paz de Ariporo,5.88003712521,-71.8909234158,85
85263,Pore,5.72773022764,-71.9928594902,85
85279,Recetor,5.22949241387,-72.7611443018,85
85300,Sabanalarga,4.85461982071,-73.0387237641,85
85315,Sácama,6.09697473148,-72.2502768792,85
85325,San Luis de Palenque,5.42230235915,-71.7324374971,85
85400,Támara,5.82982360982,-72.161823137,85
85410,Tauramena,5.01920691152,-72.7472511701,85
85430,Trinidad,5.41221523214,-71.6633415586,85
85440,Villanueva,4.61007185165,-72.9280536201,85
86001,Mocoa,1.1525800991,-76.6515068624,86
86219,Colón,1.18982685673,-76.9723019042,86
86320,Orito,0.663818348772,-76.8730276477,86
86568,Puerto Asís,0.505047577006,-76.4972710861,86
86569,Puerto Caicedo,0.6877836264,-76.6057791692,86
86571,Puerto Guzmán,0.962923612274,-76.408521789,86
86573,Puerto Leguízamo,-0.191870260599,-74.7824713482,86
86749,Sibundoy,1.20011541585,-76.9174823545,86
86755,San Francisco,1.17421702835,-76.8792415368,86
86757,San Miguel,,,86
86760,Santiago,1.14728349518,-77.0021350607,86
86865,Valle del Guamuez,,,86
86885,Villagarzón,1.02893997049,-76.6171636979,86
88001,San Andrés,12.578137767,-81.7071295349,88
88564,Providencia,,,88
91001,Leticia,-4.19844539201,-69.9415818923,91
91263,El Encanto (CD),-1.74739132356,-73.2075569171,91
91405,La Chorrera (CD),-1.4426934013,-72.7926097298,91
91407,La Pedrera (CD),-1.319313553,-69.588421017,91
91430,La Victoria (CD),,,91
91460,Miriti - Paraná (CD),,,91
91530,Puerto Alegría (CD),-1.00567390589,-74.014459938,91
91536,Puerto Arica (CD),-2.1470396022,-71.7521861992,91
91540,Puerto Nariño,-3.7804454367,-70.3645171446,91
91669,Puerto Santander (CD),-0.621185277532,-72.3842113772,91
91798,Tarapacá (CD),-2.8900847418,-69.7417700816,91
94001,Inírida,3.86662347201,-67.9186012392,94
