YEAR,MUNICIPIO,DPTO,CODE_DPTO,CODE_MUNICIPIO,CANTIDAD,POPULATION,LONGITUD,LATITUD
2021,GACHANCIPA,CUNDINAMARCA,25,25295,87,20150,-73.8734668101,4.99091874874
2019,GACHANCIPA,CUNDINAMARCA,25,25295,78,18264,-73.8734668101,4.99091874874
2020,GACHANCIPA,CUNDINAMARCA,25,25295,71,19376,-73.8734668101,4.99091874874
2018,GACHANCIPA,CUNDINAMARCA,25,25295,62,17026,-73.8734668101,4.99091874874
2016,GACHANCIPA,CUNDINAMARCA,25,25295,41,15147,-73.8734668101,4.99091874874
2017,GACHANCIPA,CUNDINAMARCA,25,25295,36,16012,-73.8734668101,4.99091874874
2022,GACHANCIPA,CUNDINAMARCA,25,25295,32,20784,-73.8734668101,4.99091874874
2021,RESTREPO,META,50,50606,87,18812,-73.5646064827,4.26072972714
2020,RESTREPO,META,50,50606,45,18658,-73.5646064827,4.26072972714
2017,RESTREPO,META,50,50606,41,17895,-73.5646064827,4.26072972714
2019,RESTREPO,META,50,50606,40,18474,-73.5646064827,4.26072972714
2016,RESTREPO,META,50,50606,40,17648,-73.5646064827,4.26072972714
2018,RESTREPO,META,50,50606,35,18268,-73.5646064827,4.26072972714
2022,RESTREPO,META,50,50606,29,18958,-73.5646064827,4.26072972714
2021,GUARNE,ANTIOQUIA,5,5318,84,59073,-75.4416535712,6.27802696108
2016,GUARNE,ANTIOQUIA,5,5318,67,52793,-75.4416535712,6.27802696108
2020,GUARNE,ANTIOQUIA,5,5318,67,58159,-75.4416535712,6.27802696108
2017,GUARNE,ANTIOQUIA,5,5318,56,53835,-75.4416535712,6.27802696108
2018,GUARNE,ANTIOQUIA,5,5318,55,55121,-75.4416535712,6.27802696108
2019,GUARNE,ANTIOQUIA,5,5318,35,56774,-75.4416535712,6.27802696108
2022,GUARNE,ANTIOQUIA,5,5318,27,59985,-75.4416535712,6.27802696108
2020,VILLAMARIA,CALDAS,17,17873,81,67429,-75.513760602,5.043806686
2019,VILLAMARIA,CALDAS,17,17873,80,66189,-75.513760602,5.043806686
2021,VILLAMARIA,CALDAS,17,17873,63,68020,-75.513760602,5.043806686
2016,VILLAMARIA,CALDAS,17,17873,53,62261,-75.513760602,5.043806686
2018,VILLAMARIA,CALDAS,17,17873,48,64652,-75.513760602,5.043806686
2017,VILLAMARIA,CALDAS,17,17873,44,63415,-75.513760602,5.043806686
2022,VILLAMARIA,CALDAS,17,17873,24,68625,-75.513760602,5.043806686
2019,TAURAMENA,CASANARE,85,85410,79,24445,-72.7472511701,5.01920691152
2020,TAURAMENA,CASANARE,85,85410,72,25173,-72.7472511701,5.01920691152
2021,TAURAMENA,CASANARE,85,85410,70,25410,-72.7472511701,5.01920691152
2017,TAURAMENA,CASANARE,85,85410,63,22946,-72.7472511701,5.01920691152
2016,TAURAMENA,CASANARE,85,85410,56,22402,-72.7472511701,5.01920691152
2018,TAURAMENA,CASANARE,85,85410,47,23527,-72.7472511701,5.01920691152
2022,TAURAMENA,CASANARE,85,85410,16,25573,-72.7472511701,5.01920691152
2021,REMEDIOS,ANTIOQUIA,5,5604,79,30094,-74.6980471636,7.02939076621
2019,REMEDIOS,ANTIOQUIA,5,5604,66,29061,-74.6980471636,7.02939076621
2018,REMEDIOS,ANTIOQUIA,5,5604,44,28415,-74.6980471636,7.02939076621
2020,REMEDIOS,ANTIOQUIA,5,5604,35,29629,-74.6980471636,7.02939076621
2017,REMEDIOS,ANTIOQUIA,5,5604,19,27869,-74.6980471636,7.02939076621
2022,REMEDIOS,ANTIOQUIA,5,5604,15,30559,-74.6980471636,7.02939076621
2016,REMEDIOS,ANTIOQUIA,5,5604,3,27530,-74.6980471636,7.02939076621
2017,SAN MARTIN,META,50,50689,78,26431,-73.6956173593,3.70188012803
2018,SAN MARTIN,META,50,50689,65,26707,-73.6956173593,3.70188012803
2016,SAN MARTIN,META,50,50689,40,26051,-73.6956173593,3.70188012803
2021,SAN MARTIN,META,50,50689,33,26718,-73.6956173593,3.70188012803
2019,SAN MARTIN,META,50,50689,26,26571,-73.6956173593,3.70188012803
2020,SAN MARTIN,META,50,50689,22,26499,-73.6956173593,3.70188012803
2022,SAN MARTIN,META,50,50689,14,26925,-73.6956173593,3.70188012803
2021,AGUSTIN CODAZZI,CESAR,20,20013,78,66019,-73.2383965158,10.040457318
2020,AGUSTIN CODAZZI,CESAR,20,20013,65,64676,-73.2383965158,10.040457318
2018,AGUSTIN CODAZZI,CESAR,20,20013,45,60768,-73.2383965158,10.040457318
2016,AGUSTIN CODAZZI,CESAR,20,20013,37,58086,-73.2383965158,10.040457318
2017,AGUSTIN CODAZZI,CESAR,20,20013,37,59134,-73.2383965158,10.040457318
2022,AGUSTIN CODAZZI,CESAR,20,20013,29,66979,-73.2383965158,10.040457318
2019,AGUSTIN CODAZZI,CESAR,20,20013,28,62864,-73.2383965158,10.040457318
2021,SILVANIA,CUNDINAMARCA,25,25743,77,24422,-74.4055246172,4.3819448056
2016,SILVANIA,CUNDINAMARCA,25,25743,62,20110,-74.4055246172,4.3819448056
2019,SILVANIA,CUNDINAMARCA,25,25743,44,22550,-74.4055246172,4.3819448056
2017,SILVANIA,CUNDINAMARCA,25,25743,42,20787,-74.4055246172,4.3819448056
2020,SILVANIA,CUNDINAMARCA,25,25743,42,23489,-74.4055246172,4.3819448056
2022,SILVANIA,CUNDINAMARCA,25,25743,23,25190,-74.4055246172,4.3819448056
2018,SILVANIA,CUNDINAMARCA,25,25743,22,21625,-74.4055246172,4.3819448056
2020,EL TAMBO,CAUCA,19,19256,77,53769,-76.8107676072,2.45137293838
2018,EL TAMBO,CAUCA,19,19256,48,53891,-76.8107676072,2.45137293838
2019,EL TAMBO,CAUCA,19,19256,47,53840,-76.8107676072,2.45137293838
2017,EL TAMBO,CAUCA,19,19256,44,53625,-76.8107676072,2.45137293838
2016,EL TAMBO,CAUCA,19,19256,42,53446,-76.8107676072,2.45137293838
2021,EL TAMBO,CAUCA,19,19256,22,54198,-76.8107676072,2.45137293838
2022,EL TAMBO,CAUCA,19,19256,7,54629,-76.8107676072,2.45137293838
2021,GIGANTE,HUILA,41,41306,75,24929,-75.5476811212,2.38403102318
2020,GIGANTE,HUILA,41,41306,65,24726,-75.5476811212,2.38403102318
2017,GIGANTE,HUILA,41,41306,38,24383,-75.5476811212,2.38403102318
2018,GIGANTE,HUILA,41,41306,30,24583,-75.5476811212,2.38403102318
2016,GIGANTE,HUILA,41,41306,22,24276,-75.5476811212,2.38403102318
2019,GIGANTE,HUILA,41,41306,19,24634,-75.5476811212,2.38403102318
2022,GIGANTE,HUILA,41,41306,11,25127,-75.5476811212,2.38403102318
2019,LA UNION,NARINO,52,52399,75,31803,-77.1311540017,1.60025484037
2020,LA UNION,NARINO,52,52399,46,31751,-77.1311540017,1.60025484037
2021,LA UNION,NARINO,52,52399,33,31744,-77.1311540017,1.60025484037
2018,LA UNION,NARINO,52,52399,31,31858,-77.1311540017,1.60025484037
2017,LA UNION,NARINO,52,52399,28,31785,-77.1311540017,1.60025484037
2016,LA UNION,NARINO,52,52399,17,31456,-77.1311540017,1.60025484037
2022,LA UNION,NARINO,52,52399,4,31778,-77.1311540017,1.60025484037
2021,CAMPOALEGRE,HUILA,41,41132,74,31614,-75.325759412,2.6868370205
2020,CAMPOALEGRE,HUILA,41,41132,63,31357,-75.325759412,2.6868370205
2016,CAMPOALEGRE,HUILA,41,41132,45,30772,-75.325759412,2.6868370205
2018,CAMPOALEGRE,HUILA,41,41132,42,31087,-75.325759412,2.6868370205
2019,CAMPOALEGRE,HUILA,41,41132,35,31195,-75.325759412,2.6868370205
2017,CAMPOALEGRE,HUILA,41,41132,34,30926,-75.325759412,2.6868370205
2022,CAMPOALEGRE,HUILA,41,41132,29,31865,-75.325759412,2.6868370205
2017,YARUMAL,ANTIOQUIA,5,5887,74,41029,-75.4188327746,6.96387109143
2016,YARUMAL,ANTIOQUIA,5,5887,71,40691,-75.4188327746,6.96387109143
2021,YARUMAL,ANTIOQUIA,5,5887,54,43340,-75.4188327746,6.96387109143
2019,YARUMAL,ANTIOQUIA,5,5887,51,42116,-75.4188327746,6.96387109143
2020,YARUMAL,ANTIOQUIA,5,5887,46,42678,-75.4188327746,6.96387109143
2018,YARUMAL,ANTIOQUIA,5,5887,40,41542,-75.4188327746,6.96387109143
2022,YARUMAL,ANTIOQUIA,5,5887,31,44009,-75.4188327746,6.96387109143
2017,PUERTO COLOMBIA,ATLANTICO,8,8573,74,47674,-74.851963055,11.022939949
2020,PUERTO COLOMBIA,ATLANTICO,8,8573,64,53649,-74.851963055,11.022939949
2016,PUERTO COLOMBIA,ATLANTICO,8,8573,58,46638,-74.851963055,11.022939949
2021,PUERTO COLOMBIA,ATLANTICO,8,8573,55,54621,-74.851963055,11.022939949
2018,PUERTO COLOMBIA,ATLANTICO,8,8573,50,49264,-74.851963055,11.022939949
2019,PUERTO COLOMBIA,ATLANTICO,8,8573,46,51695,-74.851963055,11.022939949
2022,PUERTO COLOMBIA,ATLANTICO,8,8573,28,55269,-74.851963055,11.022939949
2018,TIBASOSA,BOYACA,15,15806,74,12940,-72.9994496769,5.74722853114
2017,TIBASOSA,BOYACA,15,15806,60,12680,-72.9994496769,5.74722853114
2020,TIBASOSA,BOYACA,15,15806,33,13396,-72.9994496769,5.74722853114
2019,TIBASOSA,BOYACA,15,15806,33,13196,-72.9994496769,5.74722853114
2021,TIBASOSA,BOYACA,15,15806,28,13493,-72.9994496769,5.74722853114
2016,TIBASOSA,BOYACA,15,15806,27,12499,-72.9994496769,5.74722853114
2022,TIBASOSA,BOYACA,15,15806,2,13579,-72.9994496769,5.74722853114
2021,ORTEGA,TOLIMA,73,73504,73,34416,-75.2226023939,3.93491661562
2020,ORTEGA,TOLIMA,73,73504,60,34320,-75.2226023939,3.93491661562
2016,ORTEGA,TOLIMA,73,73504,38,34451,-75.2226023939,3.93491661562
2019,ORTEGA,TOLIMA,73,73504,31,34453,-75.2226023939,3.93491661562
2017,ORTEGA,TOLIMA,73,73504,22,34429,-75.2226023939,3.93491661562
2018,ORTEGA,TOLIMA,73,73504,22,34607,-75.2226023939,3.93491661562
2022,ORTEGA,TOLIMA,73,73504,20,34494,-75.2226023939,3.93491661562
2016,ICONONZO,TOLIMA,73,73352,73,11764,-74.5319791006,4.17643908974
2017,ICONONZO,TOLIMA,73,73352,40,11852,-74.5319791006,4.17643908974
2021,ICONONZO,TOLIMA,73,73352,40,11926,-74.5319791006,4.17643908974
2020,ICONONZO,TOLIMA,73,73352,36,11893,-74.5319791006,4.17643908974
2018,ICONONZO,TOLIMA,73,73352,26,11887,-74.5319791006,4.17643908974
2019,ICONONZO,TOLIMA,73,73352,24,11891,-74.5319791006,4.17643908974
2022,ICONONZO,TOLIMA,73,73352,10,11953,-74.5319791006,4.17643908974
2017,LIBANO,TOLIMA,73,73411,73,37023,-75.0619532821,4.92041843293
2021,LIBANO,TOLIMA,73,73411,72,36332,-75.0619532821,4.92041843293
2019,LIBANO,TOLIMA,73,73411,68,36432,-75.0619532821,4.92041843293
2018,LIBANO,TOLIMA,73,73411,62,36773,-75.0619532821,4.92041843293
2016,LIBANO,TOLIMA,73,73411,62,37293,-75.0619532821,4.92041843293
2020,LIBANO,TOLIMA,73,73411,58,36231,-75.0619532821,4.92041843293
2022,LIBANO,TOLIMA,73,73411,37,36414,-75.0619532821,4.92041843293
2021,SEGOVIA,ANTIOQUIA,5,5736,72,39990,-74.701588722,7.07963898594
2020,SEGOVIA,ANTIOQUIA,5,5736,63,39379,-74.701588722,7.07963898594
2019,SEGOVIA,ANTIOQUIA,5,5736,56,38692,-74.701588722,7.07963898594
2017,SEGOVIA,ANTIOQUIA,5,5736,46,37171,-74.701588722,7.07963898594
2018,SEGOVIA,ANTIOQUIA,5,5736,40,37900,-74.701588722,7.07963898594
2022,SEGOVIA,ANTIOQUIA,5,5736,29,40607,-74.701588722,7.07963898594
2016,SEGOVIA,ANTIOQUIA,5,5736,27,36605,-74.701588722,7.07963898594
2018,LA VEGA,CUNDINAMARCA,25,25402,71,16986,-74.331153833,4.993079959
2019,LA VEGA,CUNDINAMARCA,25,25402,58,17830,-74.331153833,4.993079959
2021,LA VEGA,CUNDINAMARCA,25,25402,37,19382,-74.331153833,4.993079959
2020,LA VEGA,CUNDINAMARCA,25,25402,36,18642,-74.331153833,4.993079959
2017,LA VEGA,CUNDINAMARCA,25,25402,30,16198,-74.331153833,4.993079959
2016,LA VEGA,CUNDINAMARCA,25,25402,15,15561,-74.331153833,4.993079959
2022,LA VEGA,CUNDINAMARCA,25,25402,12,19992,-74.331153833,4.993079959
2021,LA JAGUA DE IBIRICO,CESAR,20,20400,71,52015,-73.3342269159,9.56388783532
2022,LA JAGUA DE IBIRICO,CESAR,20,20400,42,52771,-73.3342269159,9.56388783532
2020,LA JAGUA DE IBIRICO,CESAR,20,20400,28,50946,-73.3342269159,9.56388783532
2018,LA JAGUA DE IBIRICO,CESAR,20,20400,12,46722,-73.3342269159,9.56388783532
2017,LA JAGUA DE IBIRICO,CESAR,20,20400,9,44961,-73.3342269159,9.56388783532
2016,LA JAGUA DE IBIRICO,CESAR,20,20400,6,43661,-73.3342269159,9.56388783532
2019,LA JAGUA DE IBIRICO,CESAR,20,20400,5,49052,-73.3342269159,9.56388783532
2019,TORIBIO,CAUCA,19,19821,69,36016,-76.2703068212,2.95299012669
2018,TORIBIO,CAUCA,19,19821,40,35218,-76.2703068212,2.95299012669
2021,TORIBIO,CAUCA,19,19821,30,36994,-76.2703068212,2.95299012669
2017,TORIBIO,CAUCA,19,19821,15,34322,-76.2703068212,2.95299012669
2020,TORIBIO,CAUCA,19,19821,12,36694,-76.2703068212,2.95299012669
2016,TORIBIO,CAUCA,19,19821,7,33386,-76.2703068212,2.95299012669
2022,TORIBIO,CAUCA,19,19821,5,37289,-76.2703068212,2.95299012669
2021,RAMIRIQUI,BOYACA,15,15599,69,10147,-73.3348676913,5.4002211245
2020,RAMIRIQUI,BOYACA,15,15599,60,10076,-73.3348676913,5.4002211245
2018,RAMIRIQUI,BOYACA,15,15599,55,9887,-73.3348676913,5.4002211245
2019,RAMIRIQUI,BOYACA,15,15599,46,9988,-73.3348676913,5.4002211245
2017,RAMIRIQUI,BOYACA,15,15599,24,9820,-73.3348676913,5.4002211245
2016,RAMIRIQUI,BOYACA,15,15599,24,9676,-73.3348676913,5.4002211245
2022,RAMIRIQUI,BOYACA,15,15599,8,10212,-73.3348676913,5.4002211245
2021,PUERTO GAITAN,META,50,50568,69,43974,-72.083078729,4.314485152
2019,PUERTO GAITAN,META,50,50568,63,42677,-72.083078729,4.314485152
2017,PUERTO GAITAN,META,50,50568,52,40428,-72.083078729,4.314485152
2020,PUERTO GAITAN,META,50,50568,44,43605,-72.083078729,4.314485152
2018,PUERTO GAITAN,META,50,50568,38,41513,-72.083078729,4.314485152
2016,PUERTO GAITAN,META,50,50568,23,39240,-72.083078729,4.314485152
2022,PUERTO GAITAN,META,50,50568,21,44314,-72.083078729,4.314485152
2021,GALAPA,ATLANTICO,8,8296,69,68235,-74.8703439389,10.9191614915
2018,GALAPA,ATLANTICO,8,8296,56,60708,-74.8703439389,10.9191614915
2019,GALAPA,ATLANTICO,8,8296,56,64260,-74.8703439389,10.9191614915
2020,GALAPA,ATLANTICO,8,8296,54,67021,-74.8703439389,10.9191614915
2022,GALAPA,ATLANTICO,8,8296,31,69045,-74.8703439389,10.9191614915
2016,GALAPA,ATLANTICO,8,8296,30,56946,-74.8703439389,10.9191614915
2017,GALAPA,ATLANTICO,8,8296,23,58493,-74.8703439389,10.9191614915
2020,SAN MARCOS,SUCRE,70,70708,68,60566,-75.134084767,8.66194596532
2016,SAN MARCOS,SUCRE,70,70708,65,55506,-75.134084767,8.66194596532
2018,SAN MARCOS,SUCRE,70,70708,65,57672,-75.134084767,8.66194596532
2017,SAN MARCOS,SUCRE,70,70708,61,56471,-75.134084767,8.66194596532
2019,SAN MARCOS,SUCRE,70,70708,53,59254,-75.134084767,8.66194596532
2021,SAN MARCOS,SUCRE,70,70708,42,61412,-75.134084767,8.66194596532
2022,SAN MARCOS,SUCRE,70,70708,16,62044,-75.134084767,8.66194596532
2016,ARACATACA,MAGDALENA,47,47053,68,38193,-74.1867609537,10.5897988592
2017,ARACATACA,MAGDALENA,47,47053,36,38877,-74.1867609537,10.5897988592
2021,ARACATACA,MAGDALENA,47,47053,35,42128,-74.1867609537,10.5897988592
2020,ARACATACA,MAGDALENA,47,47053,22,41492,-74.1867609537,10.5897988592
2018,ARACATACA,MAGDALENA,47,47053,18,39857,-74.1867609537,10.5897988592
2019,ARACATACA,MAGDALENA,47,47053,12,40726,-74.1867609537,10.5897988592
2022,ARACATACA,MAGDALENA,47,47053,4,42545,-74.1867609537,10.5897988592
2019,TIMBIO,CAUCA,19,19807,68,35895,-76.6842365775,2.34997651977
2021,TIMBIO,CAUCA,19,19807,65,36584,-76.6842365775,2.34997651977
2020,TIMBIO,CAUCA,19,19807,51,36287,-76.6842365775,2.34997651977
2016,TIMBIO,CAUCA,19,19807,40,35004,-76.6842365775,2.34997651977
2018,TIMBIO,CAUCA,19,19807,37,35479,-76.6842365775,2.34997651977
2017,TIMBIO,CAUCA,19,19807,37,35164,-76.6842365775,2.34997651977
2022,TIMBIO,CAUCA,19,19807,24,36875,-76.6842365775,2.34997651977
2020,MONTERREY,CASANARE,85,85162,67,18009,-72.8950348515,4.87684630992
2016,MONTERREY,CASANARE,85,85162,60,16867,-72.8950348515,4.87684630992
2017,MONTERREY,CASANARE,85,85162,46,17093,-72.8950348515,4.87684630992
2018,MONTERREY,CASANARE,85,85162,39,17537,-72.8950348515,4.87684630992
2019,MONTERREY,CASANARE,85,85162,38,17797,-72.8950348515,4.87684630992
2021,MONTERREY,CASANARE,85,85162,33,18175,-72.8950348515,4.87684630992
2022,MONTERREY,CASANARE,85,85162,13,18292,-72.8950348515,4.87684630992
2020,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,67,12829,-74.3514505895,4.61613464307
2019,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,42,12340,-74.3514505895,4.61613464307
2018,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,30,11870,-74.3514505895,4.61613464307
2016,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,21,11109,-74.3514505895,4.61613464307
2021,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,16,13339,-74.3514505895,4.61613464307
2017,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,15,11428,-74.3514505895,4.61613464307
2022,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,25,25645,6,13758,-74.3514505895,4.61613464307
2020,COCORNA,ANTIOQUIA,5,5197,67,14833,-75.1854817244,6.05830616761
2021,COCORNA,ANTIOQUIA,5,5197,48,15063,-75.1854817244,6.05830616761
2019,COCORNA,ANTIOQUIA,5,5197,38,15042,-75.1854817244,6.05830616761
2016,COCORNA,ANTIOQUIA,5,5197,22,15873,-75.1854817244,6.05830616761
2017,COCORNA,ANTIOQUIA,5,5197,14,15667,-75.1854817244,6.05830616761
2018,COCORNA,ANTIOQUIA,5,5197,11,15444,-75.1854817244,6.05830616761
2022,COCORNA,ANTIOQUIA,5,5197,5,15296,-75.1854817244,6.05830616761
2019,TUQUERRES,NARINO,52,52838,67,44650,-77.6168833378,1.08519299564
2021,TUQUERRES,NARINO,52,52838,45,44565,-77.6168833378,1.08519299564
2020,TUQUERRES,NARINO,52,52838,43,44575,-77.6168833378,1.08519299564
2018,TUQUERRES,NARINO,52,52838,39,44729,-77.6168833378,1.08519299564
2016,TUQUERRES,NARINO,52,52838,30,44460,-77.6168833378,1.08519299564
2017,TUQUERRES,NARINO,52,52838,29,44649,-77.6168833378,1.08519299564
2022,TUQUERRES,NARINO,52,52838,26,44614,-77.6168833378,1.08519299564
2019,ARJONA,BOLIVAR,13,13052,66,71837,-75.3444876588,10.256630539
2020,ARJONA,BOLIVAR,13,13052,62,73730,-75.3444876588,10.256630539
2016,ARJONA,BOLIVAR,13,13052,54,67351,-75.3444876588,10.256630539
2021,ARJONA,BOLIVAR,13,13052,51,74819,-75.3444876588,10.256630539
2017,ARJONA,BOLIVAR,13,13052,51,68165,-75.3444876588,10.256630539
2018,ARJONA,BOLIVAR,13,13052,46,69503,-75.3444876588,10.256630539
2022,ARJONA,BOLIVAR,13,13052,15,75615,-75.3444876588,10.256630539
2016,CAJAMARCA,TOLIMA,73,73124,66,18498,-75.435485263,4.436677041
2019,CAJAMARCA,TOLIMA,73,73124,44,18443,-75.435485263,4.436677041
2020,CAJAMARCA,TOLIMA,73,73124,40,18442,-75.435485263,4.436677041
2021,CAJAMARCA,TOLIMA,73,73124,36,18494,-75.435485263,4.436677041
2017,CAJAMARCA,TOLIMA,73,73124,35,18517,-75.435485263,4.436677041
2018,CAJAMARCA,TOLIMA,73,73124,31,18471,-75.435485263,4.436677041
2022,CAJAMARCA,TOLIMA,73,73124,6,18535,-75.435485263,4.436677041
2020,TENJO,CUNDINAMARCA,25,25799,65,24096,-74.1439551406,4.87195981007
2019,TENJO,CUNDINAMARCA,25,25799,48,23052,-74.1439551406,4.87195981007
2018,TENJO,CUNDINAMARCA,25,25799,38,21935,-74.1439551406,4.87195981007
2021,TENJO,CUNDINAMARCA,25,25799,29,25053,-74.1439551406,4.87195981007
2016,TENJO,CUNDINAMARCA,25,25799,27,19931,-74.1439551406,4.87195981007
2017,TENJO,CUNDINAMARCA,25,25799,19,20825,-74.1439551406,4.87195981007
2022,TENJO,CUNDINAMARCA,25,25799,8,25841,-74.1439551406,4.87195981007
2016,SALDANA,TOLIMA,73,73671,65,14513,-75.0167694661,3.92970073078
2020,SALDANA,TOLIMA,73,73671,45,14473,-75.0167694661,3.92970073078
2019,SALDANA,TOLIMA,73,73671,37,14450,-75.0167694661,3.92970073078
2021,SALDANA,TOLIMA,73,73671,33,14514,-75.0167694661,3.92970073078
2017,SALDANA,TOLIMA,73,73671,31,14446,-75.0167694661,3.92970073078
2018,SALDANA,TOLIMA,73,73671,30,14435,-75.0167694661,3.92970073078
2022,SALDANA,TOLIMA,73,73671,15,14546,-75.0167694661,3.92970073078
2016,EL ROSAL,CUNDINAMARCA,25,25260,65,19963,-74.2630068618,4.85053609442
2021,EL ROSAL,CUNDINAMARCA,25,25260,37,25757,-74.2630068618,4.85053609442
2020,EL ROSAL,CUNDINAMARCA,25,25260,29,24768,-74.2630068618,4.85053609442
2018,EL ROSAL,CUNDINAMARCA,25,25260,24,22065,-74.2630068618,4.85053609442
2019,EL ROSAL,CUNDINAMARCA,25,25260,22,23417,-74.2630068618,4.85053609442
2022,EL ROSAL,CUNDINAMARCA,25,25260,21,26567,-74.2630068618,4.85053609442
2017,EL ROSAL,CUNDINAMARCA,25,25260,20,20874,-74.2630068618,4.85053609442
2016,AGUAZUL,CASANARE,85,85010,65,35532,-72.5463004198,5.17269004261
2021,AGUAZUL,CASANARE,85,85010,57,38360,-72.5463004198,5.17269004261
2017,AGUAZUL,CASANARE,85,85010,47,36210,-72.5463004198,5.17269004261
2018,AGUAZUL,CASANARE,85,85010,37,36915,-72.5463004198,5.17269004261
2020,AGUAZUL,CASANARE,85,85010,37,38010,-72.5463004198,5.17269004261
2019,AGUAZUL,CASANARE,85,85010,30,37513,-72.5463004198,5.17269004261
2022,AGUAZUL,CASANARE,85,85010,26,38607,-72.5463004198,5.17269004261
2021,CAJIBIO,CAUCA,19,19130,62,43183,-76.5708848354,2.62334023515
2018,CAJIBIO,CAUCA,19,19130,58,42014,-76.5708848354,2.62334023515
2016,CAJIBIO,CAUCA,19,19130,53,41704,-76.5708848354,2.62334023515
2017,CAJIBIO,CAUCA,19,19130,48,41879,-76.5708848354,2.62334023515
2019,CAJIBIO,CAUCA,19,19130,47,42439,-76.5708848354,2.62334023515
2020,CAJIBIO,CAUCA,19,19130,36,42833,-76.5708848354,2.62334023515
2022,CAJIBIO,CAUCA,19,19130,22,43527,-76.5708848354,2.62334023515
2016,ROVIRA,TOLIMA,73,73624,62,21808,-75.2408706668,4.2389330111
2017,ROVIRA,TOLIMA,73,73624,59,21800,-75.2408706668,4.2389330111
2019,ROVIRA,TOLIMA,73,73624,52,21556,-75.2408706668,4.2389330111
2018,ROVIRA,TOLIMA,73,73624,46,21674,-75.2408706668,4.2389330111
2021,ROVIRA,TOLIMA,73,73624,45,21551,-75.2408706668,4.2389330111
2020,ROVIRA,TOLIMA,73,73624,31,21491,-75.2408706668,4.2389330111
2022,ROVIRA,TOLIMA,73,73624,14,21600,-75.2408706668,4.2389330111
2021,EL PASO,CESAR,20,20250,62,41715,-73.741788511,9.66847095606
2020,EL PASO,CESAR,20,20250,32,40858,-73.741788511,9.66847095606
2022,EL PASO,CESAR,20,20250,21,42322,-73.741788511,9.66847095606
2019,EL PASO,CESAR,20,20250,12,39365,-73.741788511,9.66847095606
2018,EL PASO,CESAR,20,20250,11,37531,-73.741788511,9.66847095606
2016,EL PASO,CESAR,20,20250,2,34570,-73.741788511,9.66847095606
2017,EL PASO,CESAR,20,20250,2,35831,-73.741788511,9.66847095606
2021,SAN PABLO,BOLIVAR,13,13670,62,29165,-73.9241717171,7.47671911473
2020,SAN PABLO,BOLIVAR,13,13670,31,28741,-73.9241717171,7.47671911473
2016,SAN PABLO,BOLIVAR,13,13670,29,26436,-73.9241717171,7.47671911473
2018,SAN PABLO,BOLIVAR,13,13670,29,27190,-73.9241717171,7.47671911473
2017,SAN PABLO,BOLIVAR,13,13670,28,26697,-73.9241717171,7.47671911473
2019,SAN PABLO,BOLIVAR,13,13670,18,28043,-73.9241717171,7.47671911473
2022,SAN PABLO,BOLIVAR,13,13670,6,29476,-73.9241717171,7.47671911473
2021,COTA,CUNDINAMARCA,25,25214,61,38469,-74.1027271672,4.81298461
2020,COTA,CUNDINAMARCA,25,25214,45,36992,-74.1027271672,4.81298461
2018,COTA,CUNDINAMARCA,25,25214,44,32691,-74.1027271672,4.81298461
2017,COTA,CUNDINAMARCA,25,25214,41,30816,-74.1027271672,4.81298461
2016,COTA,CUNDINAMARCA,25,25214,32,29221,-74.1027271672,4.81298461
2019,COTA,CUNDINAMARCA,25,25214,28,34948,-74.1027271672,4.81298461
2022,COTA,CUNDINAMARCA,25,25214,11,39679,-74.1027271672,4.81298461
2016,ARMERO,TOLIMA,73,73055,61,12940,-74.8844145941,5.03067791424
2020,ARMERO,TOLIMA,73,73055,46,12038,-74.8844145941,5.03067791424
2021,ARMERO,TOLIMA,73,73055,33,12072,-74.8844145941,5.03067791424
2017,ARMERO,TOLIMA,73,73055,24,12707,-74.8844145941,5.03067791424
2022,ARMERO,TOLIMA,73,73055,16,12099,-74.8844145941,5.03067791424
2018,ARMERO,TOLIMA,73,73055,15,12696,-74.8844145941,5.03067791424
2019,ARMERO,TOLIMA,73,73055,14,12335,-74.8844145941,5.03067791424
2021,PACHO,CUNDINAMARCA,25,25513,61,26828,-74.156116064,5.13694532224
2020,PACHO,CUNDINAMARCA,25,25513,53,25803,-74.156116064,5.13694532224
2019,PACHO,CUNDINAMARCA,25,25513,44,25046,-74.156116064,5.13694532224
2016,PACHO,CUNDINAMARCA,25,25513,28,23140,-74.156116064,5.13694532224
2022,PACHO,CUNDINAMARCA,25,25513,27,27672,-74.156116064,5.13694532224
2017,PACHO,CUNDINAMARCA,25,25513,24,23660,-74.156116064,5.13694532224
2018,PACHO,CUNDINAMARCA,25,25513,23,24413,-74.156116064,5.13694532224
2020,TIMANA,HUILA,41,41807,61,22070,-75.9320853384,1.97422503882
2021,TIMANA,HUILA,41,41807,55,22251,-75.9320853384,1.97422503882
