YEAR,MUNICIPIO,DPTO,CODE_DPTO,CODE_MUNICIPIO,CANTIDAD,POPULATION,LONGITUD,LATITUD
2019,BOGOTA,BOGOTA,11,11001,36179,7592871,-74.106715324,4.64993705899
2020,BOGOTA,BOGOTA,11,11001,35924,7743955,-74.106715324,4.64993705899
2018,BOGOTA,BOGOTA,11,11001,33853,7412566,-74.106715324,4.64993705899
2017,BOGOTA,BOGOTA,11,11001,32514,7337449,-74.106715324,4.64993705899
2021,BOGOTA,BOGOTA,11,11001,31976,7834167,-74.106715324,4.64993705899
2016,BOGOTA,BOGOTA,11,11001,25252,7300918,-74.106715324,4.64993705899
2022,BOGOTA,BOGOTA,11,11001,11359,7901653,-74.106715324,4.64993705899
2019,MEDELLIN,ANTIOQUIA,5,5001,10111,2483545,-75.5760017134,6.24858636743
2020,MEDELLIN,ANTIOQUIA,5,5001,9462,2533424,-75.5760017134,6.24858636743
2021,MEDELLIN,ANTIOQUIA,5,5001,9333,2573220,-75.5760017134,6.24858636743
2018,MEDELLIN,ANTIOQUIA,5,5001,8265,2427129,-75.5760017134,6.24858636743
2016,MEDELLIN,ANTIOQUIA,5,5001,7890,2351077,-75.5760017134,6.24858636743
2017,MEDELLIN,ANTIOQUIA,5,5001,6103,2385018,-75.5760017134,6.24858636743
2022,MEDELLIN,ANTIOQUIA,5,5001,2803,2612958,-75.5760017134,6.24858636743
2021,SOACHA,CUNDINAMARCA,25,25754,2778,783632,-74.2154309452,4.57939176705
2020,SOACHA,CUNDINAMARCA,25,25754,2603,753548,-74.2154309452,4.57939176705
2019,SOACHA,CUNDINAMARCA,25,25754,2285,709276,-74.2154309452,4.57939176705
2017,SOACHA,CUNDINAMARCA,25,25754,1522,618820,-74.2154309452,4.57939176705
2018,SOACHA,CUNDINAMARCA,25,25754,1431,660179,-74.2154309452,4.57939176705
2016,SOACHA,CUNDINAMARCA,25,25754,1132,583007,-74.2154309452,4.57939176705
2022,SOACHA,CUNDINAMARCA,25,25754,1094,808288,-74.2154309452,4.57939176705
2019,VILLAVICENCIO,META,50,50001,2142,538824,-73.624562528,4.1238593011
2021,VILLAVICENCIO,META,50,50001,2087,549922,-73.624562528,4.1238593011
2020,VILLAVICENCIO,META,50,50001,2029,545302,-73.624562528,4.1238593011
2017,VILLAVICENCIO,META,50,50001,1967,521700,-73.624562528,4.1238593011
2016,VILLAVICENCIO,META,50,50001,1786,512462,-73.624562528,4.1238593011
2018,VILLAVICENCIO,META,50,50001,1553,531275,-73.624562528,4.1238593011
2022,VILLAVICENCIO,META,50,50001,814,554173,-73.624562528,4.1238593011
2016,BUCARAMANGA,SANTANDER,68,68001,2078,562123,-73.1325976221,7.11626842734
2021,BUCARAMANGA,SANTANDER,68,68001,1894,614269,-73.1325976221,7.11626842734
2020,BUCARAMANGA,SANTANDER,68,68001,1886,607428,-73.1325976221,7.11626842734
2017,BUCARAMANGA,SANTANDER,68,68001,1814,570253,-73.1325976221,7.11626842734
2018,BUCARAMANGA,SANTANDER,68,68001,1747,581130,-73.1325976221,7.11626842734
2019,BUCARAMANGA,SANTANDER,68,68001,1592,595635,-73.1325976221,7.11626842734
2022,BUCARAMANGA,SANTANDER,68,68001,447,618967,-73.1325976221,7.11626842734
2021,BARRANQUILLA,ATLANTICO,8,8001,1958,1297082,-74.8132169683,10.9783195607
2019,BARRANQUILLA,ATLANTICO,8,8001,1937,1243056,-74.8132169683,10.9783195607
2020,BARRANQUILLA,ATLANTICO,8,8001,1610,1274250,-74.8132169683,10.9783195607
2016,BARRANQUILLA,ATLANTICO,8,8001,1585,1167555,-74.8132169683,10.9783195607
2018,BARRANQUILLA,ATLANTICO,8,8001,1476,1206319,-74.8132169683,10.9783195607
2017,BARRANQUILLA,ATLANTICO,8,8001,1424,1180860,-74.8132169683,10.9783195607
2022,BARRANQUILLA,ATLANTICO,8,8001,798,1312473,-74.8132169683,10.9783195607
2019,IBAGUE,TOLIMA,73,73001,1832,536087,-75.1953679078,4.43280938914
2016,IBAGUE,TOLIMA,73,73001,1777,520856,-75.1953679078,4.43280938914
2021,IBAGUE,TOLIMA,73,73001,1579,542724,-75.1953679078,4.43280938914
2020,IBAGUE,TOLIMA,73,73001,1486,541101,-75.1953679078,4.43280938914
2018,IBAGUE,TOLIMA,73,73001,1298,529635,-75.1953679078,4.43280938914
2017,IBAGUE,TOLIMA,73,73001,1156,525076,-75.1953679078,4.43280938914
2022,IBAGUE,TOLIMA,73,73001,540,543949,-75.1953679078,4.43280938914
2016,POPAYAN,CAUCA,19,19001,1816,310409,-76.5988923721,2.45994897276
2019,POPAYAN,CAUCA,19,19001,1737,321991,-76.5988923721,2.45994897276
2017,POPAYAN,CAUCA,19,19001,1663,314054,-76.5988923721,2.45994897276
2018,POPAYAN,CAUCA,19,19001,1594,318059,-76.5988923721,2.45994897276
2021,POPAYAN,CAUCA,19,19001,1294,328139,-76.5988923721,2.45994897276
2020,POPAYAN,CAUCA,19,19001,1290,325477,-76.5988923721,2.45994897276
2022,POPAYAN,CAUCA,19,19001,500,330750,-76.5988923721,2.45994897276
2017,NEIVA,HUILA,41,41001,1568,352999,-75.2777314808,2.93555887476
2021,NEIVA,HUILA,41,41001,1340,367400,-75.2777314808,2.93555887476
2020,NEIVA,HUILA,41,41001,1332,364408,-75.2777314808,2.93555887476
2016,NEIVA,HUILA,41,41001,1234,349048,-75.2777314808,2.93555887476
2019,NEIVA,HUILA,41,41001,1122,361049,-75.2777314808,2.93555887476
2018,NEIVA,HUILA,41,41001,880,357392,-75.2777314808,2.93555887476
2022,NEIVA,HUILA,41,41001,342,370318,-75.2777314808,2.93555887476
2019,BELLO,ANTIOQUIA,5,5088,1511,538527,-75.5546673053,6.33406558292
2021,BELLO,ANTIOQUIA,5,5088,1192,560831,-75.5546673053,6.33406558292
2018,BELLO,ANTIOQUIA,5,5088,1073,522264,-75.5546673053,6.33406558292
2020,BELLO,ANTIOQUIA,5,5088,1063,552154,-75.5546673053,6.33406558292
2017,BELLO,ANTIOQUIA,5,5088,821,510031,-75.5546673053,6.33406558292
2016,BELLO,ANTIOQUIA,5,5088,779,499621,-75.5546673053,6.33406558292
2022,BELLO,ANTIOQUIA,5,5088,435,569488,-75.5546673053,6.33406558292
2016,BARRANCABERMEJA,SANTANDER,68,68081,1507,198513,-73.8499567312,7.06496573153
2019,BARRANCABERMEJA,SANTANDER,68,68081,1111,207494,-73.8499567312,7.06496573153
2017,BARRANCABERMEJA,SANTANDER,68,68081,999,200583,-73.8499567312,7.06496573153
2018,BARRANCABERMEJA,SANTANDER,68,68081,853,203537,-73.8499567312,7.06496573153
2021,BARRANCABERMEJA,SANTANDER,68,68081,809,213061,-73.8499567312,7.06496573153
2020,BARRANCABERMEJA,SANTANDER,68,68081,757,210729,-73.8499567312,7.06496573153
2022,BARRANCABERMEJA,SANTANDER,68,68081,253,214689,-73.8499567312,7.06496573153
2020,TUNJA,BOYACA,15,15001,1459,179263,-73.3554896602,5.5399515492
2021,TUNJA,BOYACA,15,15001,1447,180568,-73.3554896602,5.5399515492
2016,TUNJA,BOYACA,15,15001,1434,167207,-73.3554896602,5.5399515492
2019,TUNJA,BOYACA,15,15001,1387,176347,-73.3554896602,5.5399515492
2017,TUNJA,BOYACA,15,15001,1305,169883,-73.3554896602,5.5399515492
2018,TUNJA,BOYACA,15,15001,1127,172548,-73.3554896602,5.5399515492
2022,TUNJA,BOYACA,15,15001,349,181710,-73.3554896602,5.5399515492
2021,PEREIRA,RISARALDA,66,66001,1372,480803,-75.7190152322,4.80532287092
2016,PEREIRA,RISARALDA,66,66001,1246,459033,-75.7190152322,4.80532287092
2019,PEREIRA,RISARALDA,66,66001,1098,472406,-75.7190152322,4.80532287092
2017,PEREIRA,RISARALDA,66,66001,1086,462668,-75.7190152322,4.80532287092
2020,PEREIRA,RISARALDA,66,66001,930,477027,-75.7190152322,4.80532287092
2018,PEREIRA,RISARALDA,66,66001,786,467269,-75.7190152322,4.80532287092
2022,PEREIRA,RISARALDA,66,66001,490,485373,-75.7190152322,4.80532287092
2021,SANTA MARTA,MAGDALENA,47,47001,1270,546979,-74.2002109893,11.2047725963
2017,SANTA MARTA,MAGDALENA,47,47001,1229,486246,-74.2002109893,11.2047725963
2019,SANTA MARTA,MAGDALENA,47,47001,1162,521239,-74.2002109893,11.2047725963
2020,SANTA MARTA,MAGDALENA,47,47001,1071,538612,-74.2002109893,11.2047725963
2018,SANTA MARTA,MAGDALENA,47,47001,948,499192,-74.2002109893,11.2047725963
2016,SANTA MARTA,MAGDALENA,47,47001,938,477190,-74.2002109893,11.2047725963
2022,SANTA MARTA,MAGDALENA,47,47001,519,552391,-74.2002109893,11.2047725963
2019,MONTERIA,CORDOBA,23,23001,1231,498858,-75.8732573059,8.75981523965
2021,MONTERIA,CORDOBA,23,23001,1012,509558,-75.8732573059,8.75981523965
2020,MONTERIA,CORDOBA,23,23001,837,505334,-75.8732573059,8.75981523965
2018,MONTERIA,CORDOBA,23,23001,793,490935,-75.8732573059,8.75981523965
2016,MONTERIA,CORDOBA,23,23001,786,478806,-75.8732573059,8.75981523965
2017,MONTERIA,CORDOBA,23,23001,635,484400,-75.8732573059,8.75981523965
2022,MONTERIA,CORDOBA,23,23001,346,512994,-75.8732573059,8.75981523965
2016,SOLEDAD,ATLANTICO,8,8758,1117,568201,-74.7848339582,10.9101742784
2021,SOLEDAD,ATLANTICO,8,8758,793,677070,-74.7848339582,10.9101742784
2019,SOLEDAD,ATLANTICO,8,8758,792,638065,-74.7848339582,10.9101742784
2017,SOLEDAD,ATLANTICO,8,8758,756,583036,-74.7848339582,10.9101742784
2020,SOLEDAD,ATLANTICO,8,8758,679,665021,-74.7848339582,10.9101742784
2018,SOLEDAD,ATLANTICO,8,8758,616,603999,-74.7848339582,10.9101742784
2022,SOLEDAD,ATLANTICO,8,8758,256,685106,-74.7848339582,10.9101742784
2019,ITAGUI,ANTIOQUIA,5,5360,1079,283794,-75.6120815283,6.174929734
2021,ITAGUI,ANTIOQUIA,5,5360,1020,294551,-75.6120815283,6.174929734
2020,ITAGUI,ANTIOQUIA,5,5360,808,289994,-75.6120815283,6.174929734
2018,ITAGUI,ANTIOQUIA,5,5360,636,276744,-75.6120815283,6.174929734
2017,ITAGUI,ANTIOQUIA,5,5360,488,271038,-75.6120815283,6.174929734
2016,ITAGUI,ANTIOQUIA,5,5360,406,266257,-75.6120815283,6.174929734
2022,ITAGUI,ANTIOQUIA,5,5360,296,299098,-75.6120815283,6.174929734
2021,VALLEDUPAR,CESAR,20,20001,1006,544134,-73.2593904181,10.4604806696
2020,VALLEDUPAR,CESAR,20,20001,878,532956,-73.2593904181,10.4604806696
2019,VALLEDUPAR,CESAR,20,20001,595,513685,-73.2593904181,10.4604806696
2018,VALLEDUPAR,CESAR,20,20001,473,490075,-73.2593904181,10.4604806696
2022,VALLEDUPAR,CESAR,20,20001,418,552048,-73.2593904181,10.4604806696
2017,VALLEDUPAR,CESAR,20,20001,400,474596,-73.2593904181,10.4604806696
2016,VALLEDUPAR,CESAR,20,20001,323,463923,-73.2593904181,10.4604806696
2016,SINCELEJO,SUCRE,70,70001,882,268622,-75.395481772,9.30233021687
2021,SINCELEJO,SUCRE,70,70001,814,298062,-75.395481772,9.30233021687
2018,SINCELEJO,SUCRE,70,70001,655,277773,-75.395481772,9.30233021687
2019,SINCELEJO,SUCRE,70,70001,641,286635,-75.395481772,9.30233021687
2020,SINCELEJO,SUCRE,70,70001,622,293951,-75.395481772,9.30233021687
2017,SINCELEJO,SUCRE,70,70001,603,272534,-75.395481772,9.30233021687
2022,SINCELEJO,SUCRE,70,70001,208,301126,-75.395481772,9.30233021687
2016,PIEDECUESTA,SANTANDER,68,68547,841,161847,-73.0545933904,6.99735677431
2017,PIEDECUESTA,SANTANDER,68,68547,365,165817,-73.0545933904,6.99735677431
2021,PIEDECUESTA,SANTANDER,68,68547,309,185020,-73.0545933904,6.99735677431
2020,PIEDECUESTA,SANTANDER,68,68547,289,182959,-73.0545933904,6.99735677431
2018,PIEDECUESTA,SANTANDER,68,68547,274,170625,-73.0545933904,6.99735677431
2019,PIEDECUESTA,SANTANDER,68,68547,263,177586,-73.0545933904,6.99735677431
2022,PIEDECUESTA,SANTANDER,68,68547,97,186435,-73.0545933904,6.99735677431
2021,FUSAGASUGA,CUNDINAMARCA,25,25290,829,160296,-74.3754601635,4.33667468248
2020,FUSAGASUGA,CUNDINAMARCA,25,25290,555,154143,-74.3754601635,4.33667468248
2019,FUSAGASUGA,CUNDINAMARCA,25,25290,363,146556,-74.3754601635,4.33667468248
2022,FUSAGASUGA,CUNDINAMARCA,25,25290,332,165340,-74.3754601635,4.33667468248
2016,FUSAGASUGA,CUNDINAMARCA,25,25290,301,125010,-74.3754601635,4.33667468248
2017,FUSAGASUGA,CUNDINAMARCA,25,25290,281,131214,-74.3754601635,4.33667468248
2018,FUSAGASUGA,CUNDINAMARCA,25,25290,224,138498,-74.3754601635,4.33667468248
2020,GIRON,SANTANDER,68,68307,780,171904,-73.1667133582,7.07052391696
2021,GIRON,SANTANDER,68,68307,724,173841,-73.1667133582,7.07052391696
2018,GIRON,SANTANDER,68,68307,612,160403,-73.1667133582,7.07052391696
2019,GIRON,SANTANDER,68,68307,557,166843,-73.1667133582,7.07052391696
2017,GIRON,SANTANDER,68,68307,544,156057,-73.1667133582,7.07052391696
2016,GIRON,SANTANDER,68,68307,543,152478,-73.1667133582,7.07052391696
2022,GIRON,SANTANDER,68,68307,211,175170,-73.1667133582,7.07052391696
2016,DUITAMA,BOYACA,15,15238,780,118852,-73.030610836,5.82298464605
2017,DUITAMA,BOYACA,15,15238,619,120573,-73.030610836,5.82298464605
2019,DUITAMA,BOYACA,15,15238,588,124780,-73.030610836,5.82298464605
2018,DUITAMA,BOYACA,15,15238,565,122436,-73.030610836,5.82298464605
2020,DUITAMA,BOYACA,15,15238,552,126670,-73.030610836,5.82298464605
2021,DUITAMA,BOYACA,15,15238,514,127592,-73.030610836,5.82298464605
2022,DUITAMA,BOYACA,15,15238,127,128400,-73.030610836,5.82298464605
2019,MANIZALES,CALDAS,17,17001,688,440608,-75.4910467146,5.05768733557
2020,MANIZALES,CALDAS,17,17001,557,446160,-75.4910467146,5.05768733557
2021,MANIZALES,CALDAS,17,17001,531,450074,-75.4910467146,5.05768733557
2016,MANIZALES,CALDAS,17,17001,466,425208,-75.4910467146,5.05768733557
2018,MANIZALES,CALDAS,17,17001,395,434403,-75.4910467146,5.05768733557
2017,MANIZALES,CALDAS,17,17001,394,429333,-75.4910467146,5.05768733557
2022,MANIZALES,CALDAS,17,17001,171,454077,-75.4910467146,5.05768733557
2016,FLORIDABLANCA,SANTANDER,68,68276,683,280553,-73.0990307075,7.07236450273
2021,FLORIDABLANCA,SANTANDER,68,68276,655,311365,-73.0990307075,7.07236450273
2017,FLORIDABLANCA,SANTANDER,68,68276,636,285508,-73.0990307075,7.07236450273
2019,FLORIDABLANCA,SANTANDER,68,68276,582,300730,-73.0990307075,7.07236450273
2018,FLORIDABLANCA,SANTANDER,68,68276,533,291935,-73.0990307075,7.07236450273
2020,FLORIDABLANCA,SANTANDER,68,68276,519,307896,-73.0990307075,7.07236450273
2022,FLORIDABLANCA,SANTANDER,68,68276,172,313745,-73.0990307075,7.07236450273
2020,CHIA,CUNDINAMARCA,25,25175,654,149570,-74.0503469604,4.86606490054
2021,CHIA,CUNDINAMARCA,25,25175,505,155541,-74.0503469604,4.86606490054
2017,CHIA,CUNDINAMARCA,25,25175,442,124575,-74.0503469604,4.86606490054
2019,CHIA,CUNDINAMARCA,25,25175,245,141308,-74.0503469604,4.86606490054
2022,CHIA,CUNDINAMARCA,25,25175,174,160435,-74.0503469604,4.86606490054
2018,CHIA,CUNDINAMARCA,25,25175,170,132181,-74.0503469604,4.86606490054
2016,CHIA,CUNDINAMARCA,25,25175,126,118119,-74.0503469604,4.86606490054
2021,DOSQUEBRADAS,RISARALDA,66,66170,617,225554,-75.6761693197,4.83402887527
2019,DOSQUEBRADAS,RISARALDA,66,66170,496,220771,-75.6761693197,4.83402887527
2020,DOSQUEBRADAS,RISARALDA,66,66170,488,223782,-75.6761693197,4.83402887527
2016,DOSQUEBRADAS,RISARALDA,66,66170,466,211592,-75.6761693197,4.83402887527
2017,DOSQUEBRADAS,RISARALDA,66,66170,424,214163,-75.6761693197,4.83402887527
2018,DOSQUEBRADAS,RISARALDA,66,66170,392,217178,-75.6761693197,4.83402887527
2022,DOSQUEBRADAS,RISARALDA,66,66170,152,227696,-75.6761693197,4.83402887527
2019,FACATATIVA,CUNDINAMARCA,25,25269,545,148001,-74.3502169563,4.81303164667
2018,FACATATIVA,CUNDINAMARCA,25,25269,468,139441,-74.3502169563,4.81303164667
2021,FACATATIVA,CUNDINAMARCA,25,25269,421,162205,-74.3502169563,4.81303164667
2020,FACATATIVA,CUNDINAMARCA,25,25269,370,155978,-74.3502169563,4.81303164667
2017,FACATATIVA,CUNDINAMARCA,25,25269,295,131825,-74.3502169563,4.81303164667
2016,FACATATIVA,CUNDINAMARCA,25,25269,277,125326,-74.3502169563,4.81303164667
2022,FACATATIVA,CUNDINAMARCA,25,25269,178,167309,-74.3502169563,4.81303164667
2021,MOSQUERA,CUNDINAMARCA,25,25473,508,156680,-74.2193416046,4.70701024824
2020,MOSQUERA,CUNDINAMARCA,25,25473,414,150665,-74.2193416046,4.70701024824
2019,MOSQUERA,CUNDINAMARCA,25,25473,277,141171,-74.2193416046,4.70701024824
2017,MOSQUERA,CUNDINAMARCA,25,25473,214,121719,-74.2193416046,4.70701024824
2018,MOSQUERA,CUNDINAMARCA,25,25473,204,130221,-74.2193416046,4.70701024824
2022,MOSQUERA,CUNDINAMARCA,25,25473,177,161610,-74.2193416046,4.70701024824
2016,MOSQUERA,CUNDINAMARCA,25,25473,158,114348,-74.2193416046,4.70701024824
2020,ARMENIA,QUINDIO,63,63001,494,304764,-75.6807545438,4.535987208
2021,ARMENIA,QUINDIO,63,63001,454,308463,-75.6807545438,4.535987208
2019,ARMENIA,QUINDIO,63,63001,384,300194,-75.6807545438,4.535987208
2018,ARMENIA,QUINDIO,63,63001,349,295208,-75.6807545438,4.535987208
2016,ARMENIA,QUINDIO,63,63001,332,289151,-75.6807545438,4.535987208
2017,ARMENIA,QUINDIO,63,63001,322,291698,-75.6807545438,4.535987208
2022,ARMENIA,QUINDIO,63,63001,158,312551,-75.6807545438,4.535987208
2016,ZIPAQUIRA,CUNDINAMARCA,25,25899,491,118023,-73.9944757558,5.02547142431
2020,ZIPAQUIRA,CUNDINAMARCA,25,25899,403,146352,-73.9944757558,5.02547142431
2019,ZIPAQUIRA,CUNDINAMARCA,25,25899,397,138654,-73.9944757558,5.02547142431
2021,ZIPAQUIRA,CUNDINAMARCA,25,25899,388,152195,-73.9944757558,5.02547142431
2018,ZIPAQUIRA,CUNDINAMARCA,25,25899,359,130537,-73.9944757558,5.02547142431
2017,ZIPAQUIRA,CUNDINAMARCA,25,25899,306,123742,-73.9944757558,5.02547142431
2022,ZIPAQUIRA,CUNDINAMARCA,25,25899,110,156983,-73.9944757558,5.02547142431
2021,GIRARDOT,CUNDINAMARCA,25,25307,465,114152,-74.7977961492,4.31307939531
2019,GIRARDOT,CUNDINAMARCA,25,25307,373,105379,-74.7977961492,4.31307939531
2020,GIRARDOT,CUNDINAMARCA,25,25307,317,109792,-74.7977961492,4.31307939531
2018,GIRARDOT,CUNDINAMARCA,25,25307,305,101018,-74.7977961492,4.31307939531
2016,GIRARDOT,CUNDINAMARCA,25,25307,244,93072,-74.7977961492,4.31307939531
2017,GIRARDOT,CUNDINAMARCA,25,25307,242,96694,-74.7977961492,4.31307939531
2022,GIRARDOT,CUNDINAMARCA,25,25307,182,117744,-74.7977961492,4.31307939531
2016,ARAUCA,ARAUCA,81,81001,465,79833,-70.748009803,7.07390170095
2017,ARAUCA,ARAUCA,81,81001,347,81824,-70.748009803,7.07390170095
2019,ARAUCA,ARAUCA,81,81001,224,91875,-70.748009803,7.07390170095
2020,ARAUCA,ARAUCA,81,81001,192,96814,-70.748009803,7.07390170095
2018,ARAUCA,ARAUCA,81,81001,188,85585,-70.748009803,7.07390170095
2021,ARAUCA,ARAUCA,81,81001,159,99143,-70.748009803,7.07390170095
2022,ARAUCA,ARAUCA,81,81001,62,100365,-70.748009803,7.07390170095
2019,ENVIGADO,ANTIOQUIA,5,5266,461,236114,-75.5830089369,6.16700589298
2017,ENVIGADO,ANTIOQUIA,5,5266,458,223456,-75.5830089369,6.16700589298
2021,ENVIGADO,ANTIOQUIA,5,5266,455,246003,-75.5830089369,6.16700589298
2016,ENVIGADO,ANTIOQUIA,5,5266,454,218805,-75.5830089369,6.16700589298
2018,ENVIGADO,ANTIOQUIA,5,5266,423,228848,-75.5830089369,6.16700589298
2020,ENVIGADO,ANTIOQUIA,5,5266,410,242197,-75.5830089369,6.16700589298
2022,ENVIGADO,ANTIOQUIA,5,5266,145,249800,-75.5830089369,6.16700589298
2017,YOPAL,CASANARE,85,85001,458,164295,-72.3969155417,5.32761201728
2016,YOPAL,CASANARE,85,85001,425,160747,-72.3969155417,5.32761201728
2021,YOPAL,CASANARE,85,85001,399,179355,-72.3969155417,5.32761201728
2018,YOPAL,CASANARE,85,85001,353,168433,-72.3969155417,5.32761201728
2020,YOPAL,CASANARE,85,85001,338,177688,-72.3969155417,5.32761201728
2019,YOPAL,CASANARE,85,85001,319,173610,-72.3969155417,5.32761201728
2022,YOPAL,CASANARE,85,85001,110,180513,-72.3969155417,5.32761201728
2016,FLORENCIA,CAQUETA,18,18001,442,167157,-75.6085597398,1.61792408755
2021,FLORENCIA,CAQUETA,18,18001,373,174839,-75.6085597398,1.61792408755
2018,FLORENCIA,CAQUETA,18,18001,344,168346,-75.6085597398,1.61792408755
2020,FLORENCIA,CAQUETA,18,18001,332,173011,-75.6085597398,1.61792408755
2017,FLORENCIA,CAQUETA,18,18001,311,167802,-75.6085597398,1.61792408755
2019,FLORENCIA,CAQUETA,18,18001,284,170764,-75.6085597398,1.61792408755
2022,FLORENCIA,CAQUETA,18,18001,122,176706,-75.6085597398,1.61792408755
2021,MADRID,CUNDINAMARCA,25,25430,404,132214,-74.2637266314,4.73273240481
2020,MADRID,CUNDINAMARCA,25,25430,384,127138,-74.2637266314,4.73273240481
2019,MADRID,CUNDINAMARCA,25,25430,219,120067,-74.2637266314,4.73273240481
2018,MADRID,CUNDINAMARCA,25,25430,154,112254,-74.2637266314,4.73273240481
2022,MADRID,CUNDINAMARCA,25,25430,141,136374,-74.2637266314,4.73273240481
2017,MADRID,CUNDINAMARCA,25,25430,116,105545,-74.2637266314,4.73273240481
2016,MADRID,CUNDINAMARCA,25,25430,89,99781,-74.2637266314,4.73273240481
2016,SANTANDER DE QUILICHAO,CAUCA,19,19698,403,107906,-76.4853693048,3.0160508863
2019,SANTANDER DE QUILICHAO,CAUCA,19,19698,306,111789,-76.4853693048,3.0160508863
2017,SANTANDER DE QUILICHAO,CAUCA,19,19698,263,109215,-76.4853693048,3.0160508863
2020,SANTANDER DE QUILICHAO,CAUCA,19,19698,202,113001,-76.4853693048,3.0160508863
2018,SANTANDER DE QUILICHAO,CAUCA,19,19698,192,110445,-76.4853693048,3.0160508863
2021,SANTANDER DE QUILICHAO,CAUCA,19,19698,174,113925,-76.4853693048,3.0160508863
2022,SANTANDER DE QUILICHAO,CAUCA,19,19698,73,114832,-76.4853693048,3.0160508863
2021,SOGAMOSO,BOYACA,15,15759,400,132059,-72.9230476498,5.72568884872
2016,SOGAMOSO,BOYACA,15,15759,346,124070,-72.9230476498,5.72568884872
2020,SOGAMOSO,BOYACA,15,15759,322,131105,-72.9230476498,5.72568884872
2019,SOGAMOSO,BOYACA,15,15759,296,129346,-72.9230476498,5.72568884872
2017,SOGAMOSO,BOYACA,15,15759,244,125566,-72.9230476498,5.72568884872
2018,SOGAMOSO,BOYACA,15,15759,195,127235,-72.9230476498,5.72568884872
2022,SOGAMOSO,BOYACA,15,15759,137,132895,-72.9230476498,5.72568884872
2017,AGUACHICA,CESAR,20,20011,396,106119,-73.6129927186,8.30735417168
2016,AGUACHICA,CESAR,20,20011,315,103714,-73.6129927186,8.30735417168
2019,AGUACHICA,CESAR,20,20011,295,114569,-73.6129927186,8.30735417168
2021,AGUACHICA,CESAR,20,20011,281,121140,-73.6129927186,8.30735417168
2018,AGUACHICA,CESAR,20,20011,215,109621,-73.6129927186,8.30735417168
2020,AGUACHICA,CESAR,20,20011,167,118652,-73.6129927186,8.30735417168
2022,AGUACHICA,CESAR,20,20011,75,122902,-73.6129927186,8.30735417168
2020,PITALITO,HUILA,41,41551,362,128630,-76.0490044984,1.85297434352
2021,PITALITO,HUILA,41,41551,350,129710,-76.0490044984,1.85297434352
2019,PITALITO,HUILA,41,41551,321,126682,-76.0490044984,1.85297434352
2016,PITALITO,HUILA,41,41551,293,120010,-76.0490044984,1.85297434352
2018,PITALITO,HUILA,41,41551,247,124359,-76.0490044984,1.85297434352
2017,PITALITO,HUILA,41,41551,229,122182,-76.0490044984,1.85297434352
2022,PITALITO,HUILA,41,41551,130,130742,-76.0490044984,1.85297434352
2021,ACACIAS,META,50,50006,333,92607,-73.7659360698,3.99012009704
2020,ACACIAS,META,50,50006,284,91829,-73.7659360698,3.99012009704
2017,ACACIAS,META,50,50006,261,86156,-73.7659360698,3.99012009704
2019,ACACIAS,META,50,50006,228,90124,-73.7659360698,3.99012009704
2018,ACACIAS,META,50,50006,227,88023,-73.7659360698,3.99012009704
2016,ACACIAS,META,50,50006,184,84461,-73.7659360698,3.99012009704
2022,ACACIAS,META,50,50006,131,93323,-73.7659360698,3.99012009704
2019,APARTADO,ANTIOQUIA,5,5045,319,124647,-76.6258909217,7.88325108195
2016,APARTADO,ANTIOQUIA,5,5045,304,115555,-76.6258909217,7.88325108195
2021,APARTADO,ANTIOQUIA,5,5045,284,129751,-76.6258909217,7.88325108195
2020,APARTADO,ANTIOQUIA,5,5045,244,127744,-76.6258909217,7.88325108195
2017,APARTADO,ANTIOQUIA,5,5045,234,118064,-76.6258909217,7.88325108195
2018,APARTADO,ANTIOQUIA,5,5045,148,121003,-76.6258909217,7.88325108195
2022,APARTADO,ANTIOQUIA,5,5045,87,131754,-76.6258909217,7.88325108195
2021,LA DORADA,CALDAS,17,17380,319,74655,-74.6684167053,5.46047440177
2016,LA DORADA,CALDAS,17,17380,211,70745,-74.6684167053,5.46047440177
2020,LA DORADA,CALDAS,17,17380,183,74006,-74.6684167053,5.46047440177
2017,LA DORADA,CALDAS,17,17380,135,71169,-74.6684167053,5.46047440177
2019,LA DORADA,CALDAS,17,17380,104,72972,-74.6684167053,5.46047440177
2022,LA DORADA,CALDAS,17,17380,100,75319,-74.6684167053,5.46047440177
2018,LA DORADA,CALDAS,17,17380,85,71905,-74.6684167053,5.46047440177
2021,CALDAS,ANTIOQUIA,5,5129,317,84734,-75.6336168248,6.09129760323
2019,CALDAS,ANTIOQUIA,5,5129,266,81658,-75.6336168248,6.09129760323
2016,CALDAS,ANTIOQUIA,5,5129,187,76766,-75.6336168248,6.09129760323
2020,CALDAS,ANTIOQUIA,5,5129,180,83423,-75.6336168248,6.09129760323
2017,CALDAS,ANTIOQUIA,5,5129,165,78000,-75.6336168248,6.09129760323
2018,CALDAS,ANTIOQUIA,5,5129,162,79638,-75.6336168248,6.09129760323
2022,CALDAS,ANTIOQUIA,5,5129,66,86042,-75.6336168248,6.09129760323
2016,OCANA,NORTE DE SANTANDER,54,54498,306,113120,-73.355814925,8.24746216282
2017,OCANA,NORTE DE SANTANDER,54,54498,265,114809,-73.355814925,8.24746216282
2019,OCANA,NORTE DE SANTANDER,54,54498,244,124603,-73.355814925,8.24746216282
