DP;DPNOM;COD_MUNICIPIO;MPNOM;AÑO;ÁREA GEOGRÁFICA;Total
15;Boyacá;15507;Otanche;2017;Total;8025
15;Boyacá;15511;Pachavita;2017;Total;2451
15;Boyacá;15514;Páez;2017;Total;3283
15;Boyacá;15516;Paipa;2017;Total;32940
15;Boyacá;15518;Pajarito;2017;Total;2360
15;Boyacá;15522;Panqueba;2017;Total;1709
15;Boyacá;15531;Pauna;2017;Total;7267
15;Boyacá;15533;Paya;2017;Total;2569
15;Boyacá;15537;Paz de Río;2017;Total;4255
15;Boyacá;15542;Pesca;2017;Total;6996
15;Boyacá;15550;Pisba;2017;Total;1743
15;Boyacá;15572;Puerto Boyacá;2017;Total;46073
15;Boyacá;15580;Quípama;2017;Total;4928
15;Boyacá;15599;Ramiriquí;2017;Total;9820
15;Boyacá;15600;Ráquira;2017;Total;7899
15;Boyacá;15621;Rondón;2017;Total;2410
15;Boyacá;15632;Saboyá;2017;Total;13383
15;Boyacá;15638;Sáchica;2017;Total;5375
15;Boyacá;15646;Samacá;2017;Total;18051
15;Boyacá;15660;San Eduardo;2017;Total;1696
15;Boyacá;15664;San José de Pare;2017;Total;4978
15;Boyacá;15667;San Luis de Gaceno;2017;Total;5476
15;Boyacá;15673;San Mateo;2017;Total;3497
15;Boyacá;15676;San Miguel de Sema;2017;Total;3026
15;Boyacá;15681;San Pablo de Borbur;2017;Total;6632
15;Boyacá;15686;Santana;2017;Total;7530
15;Boyacá;15690;Santa María;2017;Total;3564
15;Boyacá;15693;Santa Rosa de Viterbo;2017;Total;12960
15;Boyacá;15696;Santa Sofía;2017;Total;3167
15;Boyacá;15720;Sativanorte;2017;Total;2221
15;Boyacá;15723;Sativasur;2017;Total;1074
15;Boyacá;15740;Siachoque;2017;Total;6712
15;Boyacá;15753;Soatá;2017;Total;9307
15;Boyacá;15755;Socotá;2017;Total;7441
15;Boyacá;15757;Socha;2017;Total;7911
15;Boyacá;15759;Sogamoso;2017;Total;125566
15;Boyacá;15761;Somondoco;2017;Total;2902
15;Boyacá;15762;Sora;2017;Total;3006
15;Boyacá;15763;Sotaquirá;2017;Total;8103
15;Boyacá;15764;Soracá;2017;Total;5928
15;Boyacá;15774;Susacón;2017;Total;2712
15;Boyacá;15776;Sutamarchán;2017;Total;6047
15;Boyacá;15778;Sutatenza;2017;Total;4209
15;Boyacá;15790;Tasco;2017;Total;5981
15;Boyacá;15798;Tenza;2017;Total;3853
15;Boyacá;15804;Tibaná;2017;Total;8991
15;Boyacá;15806;Tibasosa;2017;Total;12680
15;Boyacá;15808;Tinjacá;2017;Total;3238
15;Boyacá;15810;Tipacoque;2017;Total;3320
15;Boyacá;15814;Toca;2017;Total;8720
15;Boyacá;15816;Togüí;2017;Total;4335
15;Boyacá;15820;Tópaga;2017;Total;3601
15;Boyacá;15822;Tota;2017;Total;5169
15;Boyacá;15832;Tununguá;2017;Total;1540
15;Boyacá;15835;Turmequé;2017;Total;6097
15;Boyacá;15837;Tuta;2017;Total;8240
15;Boyacá;15839;Tutazá;2017;Total;2030
15;Boyacá;15842;Úmbita;2017;Total;7534
15;Boyacá;15861;Ventaquemada;2017;Total;15482
15;Boyacá;15879;Viracachá;2017;Total;2830
15;Boyacá;15897;Zetaquira;2017;Total;4623
17;Caldas;17001;Manizales;2017;Total;429333
17;Caldas;17013;Aguadas;2017;Total;22989
17;Caldas;17042;Anserma;2017;Total;35943
17;Caldas;17050;Aranzazu;2017;Total;10596
17;Caldas;17088;Belalcázar;2017;Total;10724
17;Caldas;17174;Chinchiná;2017;Total;50947
17;Caldas;17272;Filadelfia;2017;Total;11500
17;Caldas;17380;La Dorada;2017;Total;71169
17;Caldas;17388;La Merced;2017;Total;6149
17;Caldas;17433;Manzanares;2017;Total;18244
17;Caldas;17442;Marmato;2017;Total;8806
17;Caldas;17444;Marquetalia;2017;Total;13274
17;Caldas;17446;Marulanda;2017;Total;2613
17;Caldas;17486;Neira;2017;Total;21140
17;Caldas;17495;Norcasia;2017;Total;6125
17;Caldas;17513;Pácora;2017;Total;15437
17;Caldas;17524;Palestina;2017;Total;15616
17;Caldas;17541;Pensilvania;2017;Total;20130
17;Caldas;17614;Riosucio;2017;Total;49685
17;Caldas;17616;Risaralda;2017;Total;10943
17;Caldas;17653;Salamina;2017;Total;19644
17;Caldas;17662;Samaná;2017;Total;20750
17;Caldas;17665;San José;2017;Total;5037
17;Caldas;17777;Supía;2017;Total;28245
17;Caldas;17867;Victoria;2017;Total;10140
17;Caldas;17873;Villamaría;2017;Total;63415
17;Caldas;17877;Viterbo;2017;Total;12769
18;Caquetá;18001;Florencia;2017;Total;167802
18;Caquetá;18029;Albania;2017;Total;4821
18;Caquetá;18094;Belén de Los Andaquíes;2017;Total;11184
18;Caquetá;18150;Cartagena del Chairá;2017;Total;29892
18;Caquetá;18205;Curillo;2017;Total;7595
18;Caquetá;18247;El Doncello;2017;Total;19430
18;Caquetá;18256;El Paujíl;2017;Total;17959
18;Caquetá;18410;La Montañita;2017;Total;14730
18;Caquetá;18460;Milán;2017;Total;9680
18;Caquetá;18479;Morelia;2017;Total;3694
18;Caquetá;18592;Puerto Rico;2017;Total;26841
18;Caquetá;18610;San José del Fragua;2017;Total;12603
18;Caquetá;18753;San Vicente del Caguán;2017;Total;50280
18;Caquetá;18756;Solano;2017;Total;11085
18;Caquetá;18785;Solita;2017;Total;6340
18;Caquetá;18860;Valparaíso;2017;Total;7163
19;Cauca;19001;Popayán;2017;Total;314054
19;Cauca;19022;Almaguer;2017;Total;18430
19;Cauca;19050;Argelia;2017;Total;25905
19;Cauca;19075;Balboa;2017;Total;21010
19;Cauca;19100;Bolívar;2017;Total;38657
19;Cauca;19110;Buenos Aires;2017;Total;30992
19;Cauca;19130;Cajibío;2017;Total;41879
19;Cauca;19137;Caldono;2017;Total;39247
19;Cauca;19142;Caloto;2017;Total;29337
19;Cauca;19212;Corinto;2017;Total;25065
19;Cauca;19256;El Tambo;2017;Total;53625
19;Cauca;19290;Florencia;2017;Total;5176
19;Cauca;19300;Guachené;2017;Total;19934
19;Cauca;19318;Guapi;2017;Total;27525
19;Cauca;19355;Inzá;2017;Total;28509
19;Cauca;19364;Jambaló;2017;Total;17524
19;Cauca;19392;La Sierra;2017;Total;10807
19;Cauca;19397;La Vega;2017;Total;24365
19;Cauca;19418;López de Micay;2017;Total;18431
19;Cauca;19450;Mercaderes;2017;Total;22408
19;Cauca;19455;Miranda;2017;Total;30995
19;Cauca;19473;Morales;2017;Total;38181
19;Cauca;19513;Padilla;2017;Total;9877
19;Cauca;19517;Páez;2017;Total;44784
19;Cauca;19532;Patía;2017;Total;36716
19;Cauca;19533;Piamonte;2017;Total;8519
19;Cauca;19548;Piendamó - Tunía;2017;Total;40406
19;Cauca;19573;Puerto Tejada;2017;Total;41357
19;Cauca;19585;Puracé;2017;Total;17027
19;Cauca;19622;Rosas;2017;Total;11409
19;Cauca;19693;San Sebastián;2017;Total;10868
19;Cauca;19698;Santander de Quilichao;2017;Total;109215
19;Cauca;19701;Santa Rosa;2017;Total;5390
19;Cauca;19743;Silvia;2017;Total;36670
19;Cauca;19760;Sotará Paispamba;2017;Total;13736
19;Cauca;19780;Suárez;2017;Total;31587
19;Cauca;19785;Sucre;2017;Total;9487
19;Cauca;19807;Timbío;2017;Total;35164
19;Cauca;19809;Timbiquí;2017;Total;25797
19;Cauca;19821;Toribío;2017;Total;34322
19;Cauca;19824;Totoró;2017;Total;24094
19;Cauca;19845;Villa Rica;2017;Total;20356
20;Cesar;20001;Valledupar;2017;Total;474596
20;Cesar;20011;Aguachica;2017;Total;106119
20;Cesar;20013;Agustín Codazzi;2017;Total;59134
20;Cesar;20032;Astrea;2017;Total;19580
20;Cesar;20045;Becerril;2017;Total;20925
20;Cesar;20060;Bosconia;2017;Total;38855
20;Cesar;20175;Chimichagua;2017;Total;33025
20;Cesar;20178;Chiriguaná;2017;Total;26787
20;Cesar;20228;Curumaní;2017;Total;36317
20;Cesar;20238;El Copey;2017;Total;29429
20;Cesar;20250;El Paso;2017;Total;35831
20;Cesar;20295;Gamarra;2017;Total;14556
20;Cesar;20310;González;2017;Total;4421
20;Cesar;20383;La Gloria;2017;Total;16509
20;Cesar;20400;La Jagua de Ibirico;2017;Total;44961
20;Cesar;20443;Manaure Balcón del Cesar;2017;Total;9716
20;Cesar;20517;Pailitas;2017;Total;18050
20;Cesar;20550;Pelaya;2017;Total;20007
20;Cesar;20570;Pueblo Bello;2017;Total;25940
20;Cesar;20614;Río de Oro;2017;Total;16303
20;Cesar;20621;La Paz;2017;Total;26917
20;Cesar;20710;San Alberto;2017;Total;25410
20;Cesar;20750;San Diego;2017;Total;18489
20;Cesar;20770;San Martín;2017;Total;25687
20;Cesar;20787;Tamalameque;2017;Total;14851
23;Córdoba;23001;Montería;2017;Total;484400
23;Córdoba;23068;Ayapel;2017;Total;47036
23;Córdoba;23079;Buenavista;2017;Total;20857
23;Córdoba;23090;Canalete;2017;Total;15225
23;Córdoba;23162;Cereté;2017;Total;104390
23;Córdoba;23168;Chimá;2017;Total;17353
23;Córdoba;23182;Chinú;2017;Total;47454
23;Córdoba;23189;Ciénaga de Oro;2017;Total;58490
23;Córdoba;23300;Cotorra;2017;Total;19092
23;Córdoba;23350;La Apartada;2017;Total;14921
23;Córdoba;23417;Lorica;2017;Total;114292
23;Córdoba;23419;Los Córdobas;2017;Total;18494
23;Córdoba;23464;Momil;2017;Total;19318
23;Córdoba;23466;Montelíbano;2017;Total;80113
23;Córdoba;23500;Moñitos;2017;Total;29258
23;Córdoba;23555;Planeta Rica;2017;Total;63802
23;Córdoba;23570;Pueblo Nuevo;2017;Total;35041
23;Córdoba;23574;Puerto Escondido;2017;Total;23270
23;Córdoba;23580;Puerto Libertador;2017;Total;40979
23;Córdoba;23586;Purísima de La Concepción;2017;Total;16996
23;Córdoba;23660;Sahagún;2017;Total;106377
23;Córdoba;23670;San Andrés Sotavento;2017;Total;47511
23;Córdoba;23672;San Antero;2017;Total;33391
23;Córdoba;23675;San Bernardo del Viento;2017;Total;36479
23;Córdoba;23678;San Carlos;2017;Total;26586
23;Córdoba;23682;San José de Uré;2017;Total;12955
23;Córdoba;23686;San Pelayo;2017;Total;51486
23;Córdoba;23807;Tierralta;2017;Total;91273
23;Córdoba;23815;Tuchín;2017;Total;50931
23;Córdoba;23855;Valencia;2017;Total;35283
25;Cundinamarca;25001;Agua de Dios;2017;Total;11325
25;Cundinamarca;25019;Albán;2017;Total;6221
25;Cundinamarca;25035;Anapoima;2017;Total;13817
25;Cundinamarca;25040;Anolaima;2017;Total;13424
25;Cundinamarca;25053;Arbeláez;2017;Total;10866
25;Cundinamarca;25086;Beltrán;2017;Total;1744
25;Cundinamarca;25095;Bituima;2017;Total;2439
25;Cundinamarca;25099;Bojacá;2017;Total;9393
25;Cundinamarca;25120;Cabrera;2017;Total;4591
25;Cundinamarca;25123;Cachipay;2017;Total;9576
25;Cundinamarca;25126;Cajicá;2017;Total;77498
25;Cundinamarca;25148;Caparrapí;2017;Total;12358
25;Cundinamarca;25151;Cáqueza;2017;Total;16566
25;Cundinamarca;25154;Carmen de Carupa;2017;Total;7430
25;Cundinamarca;25168;Chaguaní;2017;Total;4061
25;Cundinamarca;25175;Chía;2017;Total;124575
25;Cundinamarca;25178;Chipaque;2017;Total;9170
25;Cundinamarca;25181;Choachí;2017;Total;10671
25;Cundinamarca;25183;Chocontá;2017;Total;19755
25;Cundinamarca;25200;Cogua;2017;Total;21038
25;Cundinamarca;25214;Cota;2017;Total;30816
25;Cundinamarca;25224;Cucunubá;2017;Total;7349
25;Cundinamarca;25245;El Colegio;2017;Total;22832
25;Cundinamarca;25258;El Peñón;2017;Total;4592
25;Cundinamarca;25260;El Rosal;2017;Total;20874
25;Cundinamarca;25269;Facatativá;2017;Total;131825
25;Cundinamarca;25279;Fómeque;2017;Total;11633
25;Cundinamarca;25281;Fosca;2017;Total;5651
25;Cundinamarca;25286;Funza;2017;Total;87727
25;Cundinamarca;25288;Fúquene;2017;Total;4770
25;Cundinamarca;25290;Fusagasugá;2017;Total;131214
25;Cundinamarca;25293;Gachalá;2017;Total;4432
25;Cundinamarca;25295;Gachancipá;2017;Total;16012
25;Cundinamarca;25297;Gachetá;2017;Total;8334
25;Cundinamarca;25299;Gama;2017;Total;3108
25;Cundinamarca;25307;Girardot;2017;Total;96694
25;Cundinamarca;25312;Granada;2017;Total;6846
25;Cundinamarca;25317;Guachetá;2017;Total;12819
25;Cundinamarca;25320;Guaduas;2017;Total;29273
25;Cundinamarca;25322;Guasca;2017;Total;14799
25;Cundinamarca;25324;Guataquí;2017;Total;2762
25;Cundinamarca;25326;Guatavita;2017;Total;6074
25;Cundinamarca;25328;Guayabal de Síquima;2017;Total;4287
25;Cundinamarca;25335;Guayabetal;2017;Total;5969
25;Cundinamarca;25339;Gutiérrez;2017;Total;3356
25;Cundinamarca;25368;Jerusalén;2017;Total;2294
25;Cundinamarca;25372;Junín;2017;Total;5751
25;Cundinamarca;25377;La Calera;2017;Total;28462
25;Cundinamarca;25386;La Mesa;2017;Total;31113
25;Cundinamarca;25394;La Palma;2017;Total;9343
25;Cundinamarca;25398;La Peña;2017;Total;5799
25;Cundinamarca;25402;La Vega;2017;Total;16198
25;Cundinamarca;25407;Lenguazaque;2017;Total;9724
25;Cundinamarca;25426;Machetá;2017;Total;6061
25;Cundinamarca;25430;Madrid;2017;Total;105545
25;Cundinamarca;25436;Manta;2017;Total;3709
25;Cundinamarca;25438;Medina;2017;Total;7928
25;Cundinamarca;25473;Mosquera;2017;Total;121719
25;Cundinamarca;25483;Nariño;2017;Total;2280
25;Cundinamarca;25486;Nemocón;2017;Total;12557
25;Cundinamarca;25488;Nilo;2017;Total;10248
25;Cundinamarca;25489;Nimaima;2017;Total;3556
25;Cundinamarca;25491;Nocaima;2017;Total;5905
25;Cundinamarca;25506;Venecia;2017;Total;4126
25;Cundinamarca;25513;Pacho;2017;Total;23660
25;Cundinamarca;25518;Paime;2017;Total;4120
25;Cundinamarca;25524;Pandi;2017;Total;4826
25;Cundinamarca;25530;Paratebueno;2017;Total;7939
25;Cundinamarca;25535;Pasca;2017;Total;8841
25;Cundinamarca;25572;Puerto Salgar;2017;Total;14827
25;Cundinamarca;25580;Pulí;2017;Total;3283
25;Cundinamarca;25592;Quebradanegra;2017;Total;4597
25;Cundinamarca;25594;Quetame;2017;Total;4940
25;Cundinamarca;25596;Quipile;2017;Total;6220
25;Cundinamarca;25599;Apulo;2017;Total;7890
25;Cundinamarca;25612;Ricaurte;2017;Total;12204
25;Cundinamarca;25645;San Antonio del Tequendama;2017;Total;11428
25;Cundinamarca;25649;San Bernardo;2017;Total;8364
25;Cundinamarca;25653;San Cayetano;2017;Total;4752
25;Cundinamarca;25658;San Francisco;2017;Total;10260
25;Cundinamarca;25662;San Juan de Rioseco;2017;Total;7988
25;Cundinamarca;25718;Sasaima;2017;Total;10326
25;Cundinamarca;25736;Sesquilé;2017;Total;10876
25;Cundinamarca;25740;Sibaté;2017;Total;31838
25;Cundinamarca;25743;Silvania;2017;Total;20787
25;Cundinamarca;25745;Simijaca;2017;Total;12260
25;Cundinamarca;25754;Soacha;2017;Total;618820
25;Cundinamarca;25758;Sopó;2017;Total;24360
25;Cundinamarca;25769;Subachoque;2017;Total;15231
25;Cundinamarca;25772;Suesca;2017;Total;16250
25;Cundinamarca;25777;Supatá;2017;Total;5061
25;Cundinamarca;25779;Susa;2017;Total;6200
25;Cundinamarca;25781;Sutatausa;2017;Total;5638
25;Cundinamarca;25785;Tabio;2017;Total;20541
25;Cundinamarca;25793;Tausa;2017;Total;7776
25;Cundinamarca;25797;Tena;2017;Total;9135
25;Cundinamarca;25799;Tenjo;2017;Total;20825
25;Cundinamarca;25805;Tibacuy;2017;Total;4213
25;Cundinamarca;25807;Tibirita;2017;Total;3110
25;Cundinamarca;25815;Tocaima;2017;Total;15291
25;Cundinamarca;25817;Tocancipá;2017;Total;37633
25;Cundinamarca;25823;Topaipí;2017;Total;4077
25;Cundinamarca;25839;Ubalá;2017;Total;7722
25;Cundinamarca;25841;Ubaque;2017;Total;6594
25;Cundinamarca;25843;Villa de San Diego de Ubaté;2017;Total;40431
25;Cundinamarca;25845;Une;2017;Total;6700
25;Cundinamarca;25851;Útica;2017;Total;4155
25;Cundinamarca;25862;Vergara;2017;Total;6737
25;Cundinamarca;25867;Vianí;2017;Total;4198
25;Cundinamarca;25871;Villagómez;2017;Total;1721
25;Cundinamarca;25873;Villapinzón;2017;Total;16589
25;Cundinamarca;25875;Villeta;2017;Total;25770
25;Cundinamarca;25878;Viotá;2017;Total;12935
25;Cundinamarca;25885;Yacopí;2017;Total;12219
25;Cundinamarca;25898;Zipacón;2017;Total;4501
25;Cundinamarca;25899;Zipaquirá;2017;Total;123742
27;Chocó;27001;Quibdó;2017;Total;128214
27;Chocó;27006;Acandí;2017;Total;13840
27;Chocó;27025;Alto Baudó;2017;Total;26942
27;Chocó;27050;Atrato;2017;Total;6008
27;Chocó;27073;Bagadó;2017;Total;10850
27;Chocó;27075;Bahía Solano;2017;Total;10077
27;Chocó;27077;Bajo Baudó;2017;Total;29297
27;Chocó;27099;Bojayá;2017;Total;11849
27;Chocó;27135;El Cantón del San Pablo;2017;Total;6089
27;Chocó;27150;Carmen del Darién;2017;Total;17524
27;Chocó;27160;Cértegui;2017;Total;5729
27;Chocó;27205;Condoto;2017;Total;12582
27;Chocó;27245;El Carmen de Atrato;2017;Total;8106
27;Chocó;27250;El Litoral del San Juan;2017;Total;20899
27;Chocó;27361;Istmina;2017;Total;31215
27;Chocó;27372;Juradó;2017;Total;6536
27;Chocó;27413;Lloró;2017;Total;9782
27;Chocó;27425;Medio Atrato;2017;Total;10214
27;Chocó;27430;Medio Baudó;2017;Total;14916
27;Chocó;27450;Medio San Juan;2017;Total;10500
27;Chocó;27491;Nóvita;2017;Total;9053
27;Chocó;27495;Nuquí;2017;Total;15816
27;Chocó;27580;Río Iró;2017;Total;5708
27;Chocó;27600;Río Quito;2017;Total;7869
27;Chocó;27615;Riosucio;2017;Total;51564
27;Chocó;27660;San José del Palmar;2017;Total;5109
27;Chocó;27745;Sipí;2017;Total;3158
27;Chocó;27787;Tadó;2017;Total;17836
27;Chocó;27800;Unguía;2017;Total;12737
27;Chocó;27810;Unión Panamericana;2017;Total;6869
41;Huila;41001;Neiva;2017;Total;352999
41;Huila;41006;Acevedo;2017;Total;24430
41;Huila;41013;Agrado;2017;Total;8701
41;Huila;41016;Aipe;2017;Total;15953
41;Huila;41020;Algeciras;2017;Total;22353
41;Huila;41026;Altamira;2017;Total;4212
41;Huila;41078;Baraya;2017;Total;8303
41;Huila;41132;Campoalegre;2017;Total;30926
41;Huila;41206;Colombia;2017;Total;7362
41;Huila;41244;Elías;2017;Total;4150
41;Huila;41298;Garzón;2017;Total;71433
41;Huila;41306;Gigante;2017;Total;24383
41;Huila;41319;Guadalupe;2017;Total;17620
41;Huila;41349;Hobo;2017;Total;7201
41;Huila;41357;Íquira;2017;Total;9175
41;Huila;41359;Isnos;2017;Total;24811
41;Huila;41378;La Argentina;2017;Total;12707
41;Huila;41396;La Plata;2017;Total;60232
41;Huila;41483;Nátaga;2017;Total;6393
41;Huila;41503;Oporapa;2017;Total;11467
41;Huila;41518;Paicol;2017;Total;6480
41;Huila;41524;Palermo;2017;Total;25946
41;Huila;41530;Palestina;2017;Total;11027
41;Huila;41548;Pital;2017;Total;13647
41;Huila;41551;Pitalito;2017;Total;122182
41;Huila;41615;Rivera;2017;Total;23932
41;Huila;41660;Saladoblanco;2017;Total;10353
41;Huila;41668;San Agustín;2017;Total;32585
41;Huila;41676;Santa María;2017;Total;10344
41;Huila;41770;Suaza;2017;Total;21386
41;Huila;41791;Tarqui;2017;Total;17243
41;Huila;41797;Tesalia;2017;Total;10534
41;Huila;41799;Tello;2017;Total;11805
41;Huila;41801;Teruel;2017;Total;7968
41;Huila;41807;Timaná;2017;Total;21563
41;Huila;41872;Villavieja;2017;Total;7211
41;Huila;41885;Yaguará;2017;Total;7637
44;La Guajira;44001;Riohacha;2017;Total;180175
44;La Guajira;44035;Albania;2017;Total;27799
44;La Guajira;44078;Barrancas;2017;Total;34255
44;La Guajira;44090;Dibulla;2017;Total;36037
44;La Guajira;44098;Distracción;2017;Total;12643
44;La Guajira;44110;El Molino;2017;Total;6990
44;La Guajira;44279;Fonseca;2017;Total;41100
44;La Guajira;44378;Hatonuevo;2017;Total;19259
44;La Guajira;44420;La Jagua del Pilar;2017;Total;3355
44;La Guajira;44430;Maicao;2017;Total;163731
44;La Guajira;44560;Manaure;2017;Total;79819
44;La Guajira;44650;San Juan del Cesar;2017;Total;45483
44;La Guajira;44847;Uribia;2017;Total;157199
44;La Guajira;44855;Urumita;2017;Total;10736
44;La Guajira;44874;Villanueva;2017;Total;27431
47;Magdalena;47001;Santa Marta;2017;Total;486246
47;Magdalena;47030;Algarrobo;2017;Total;15049
47;Magdalena;47053;Aracataca;2017;Total;38877
47;Magdalena;47058;Ariguaní;2017;Total;29712
47;Magdalena;47161;Cerro de San Antonio;2017;Total;9710
47;Magdalena;47170;Chibolo;2017;Total;21151
47;Magdalena;47189;Ciénaga;2017;Total;118322
47;Magdalena;47205;Concordia;2017;Total;10276
47;Magdalena;47245;El Banco;2017;Total;63918
47;Magdalena;47258;El Piñón;2017;Total;21823
47;Magdalena;47268;El Retén;2017;Total;19264
47;Magdalena;47288;Fundación;2017;Total;64852
47;Magdalena;47318;Guamal;2017;Total;26054
47;Magdalena;47460;Nueva Granada;2017;Total;18932
47;Magdalena;47541;Pedraza;2017;Total;8946
47;Magdalena;47545;Pijiño del Carmen;2017;Total;11917
47;Magdalena;47551;Pivijay;2017;Total;36437
47;Magdalena;47555;Plato;2017;Total;60142
47;Magdalena;47570;Puebloviejo;2017;Total;28816
47;Magdalena;47605;Remolino;2017;Total;11237
47;Magdalena;47660;Sabanas de San Ángel;2017;Total;15231
47;Magdalena;47675;Salamina;2017;Total;10511
47;Magdalena;47692;San Sebastián de Buenavista;2017;Total;19003
47;Magdalena;47703;San Zenón;2017;Total;11306
47;Magdalena;47707;Santa Ana;2017;Total;25857
47;Magdalena;47720;Santa Bárbara de Pinto;2017;Total;10509
47;Magdalena;47745;Sitionuevo;2017;Total;26423
47;Magdalena;47798;Tenerife;2017;Total;13032
47;Magdalena;47960;Zapayán;2017;Total;9663
47;Magdalena;47980;Zona Bananera;2017;Total;66043
50;Meta;50001;Villavicencio;2017;Total;521700
50;Meta;50006;Acacías;2017;Total;86156
50;Meta;50110;Barranca de Upía;2017;Total;6264
50;Meta;50124;Cabuyaro;2017;Total;5949
50;Meta;50150;Castilla la Nueva;2017;Total;13928
50;Meta;50223;Cubarral;2017;Total;6859
50;Meta;50226;Cumaral;2017;Total;22501
50;Meta;50245;El Calvario;2017;Total;1768
50;Meta;50251;El Castillo;2017;Total;7994
50;Meta;50270;El Dorado;2017;Total;3829
50;Meta;50287;Fuente de Oro;2017;Total;11916
50;Meta;50313;Granada;2017;Total;67735
50;Meta;50318;Guamal;2017;Total;13853
50;Meta;50325;Mapiripán;2017;Total;6986
50;Meta;50330;Mesetas;2017;Total;11113
50;Meta;50350;La Macarena;2017;Total;26129
50;Meta;50370;Uribe;2017;Total;9176
50;Meta;50400;Lejanías;2017;Total;11389
50;Meta;50450;Puerto Concordia;2017;Total;8362
50;Meta;50568;Puerto Gaitán;2017;Total;40428
50;Meta;50573;Puerto López;2017;Total;30016
50;Meta;50577;Puerto Lleras;2017;Total;10360
50;Meta;50590;Puerto Rico;2017;Total;13033
50;Meta;50606;Restrepo;2017;Total;17895
50;Meta;50680;San Carlos de Guaroa;2017;Total;12064
50;Meta;50683;San Juan de Arama;2017;Total;9111
50;Meta;50686;San Juanito;2017;Total;1310
50;Meta;50689;San Martín;2017;Total;26431
50;Meta;50711;Vistahermosa;2017;Total;17688
52;Nariño;52001;Pasto;2017;Total;390727
52;Nariño;52019;Albán;2017;Total;9807
52;Nariño;52022;Aldana;2017;Total;7355
52;Nariño;52036;Ancuya;2017;Total;8753
52;Nariño;52051;Arboleda;2017;Total;8399
52;Nariño;52079;Barbacoas;2017;Total;54839
52;Nariño;52083;Belén;2017;Total;6276
52;Nariño;52110;Buesaco;2017;Total;23904
52;Nariño;52203;Colón;2017;Total;8530
52;Nariño;52207;Consacá;2017;Total;13675
52;Nariño;52210;Contadero;2017;Total;7238
52;Nariño;52215;Córdoba;2017;Total;15435
52;Nariño;52224;Cuaspud Carlosama;2017;Total;9142
52;Nariño;52227;Cumbal;2017;Total;36260
52;Nariño;52233;Cumbitara;2017;Total;5935
52;Nariño;52240;Chachagüí;2017;Total;15206
52;Nariño;52250;El Charco;2017;Total;22569
52;Nariño;52254;El Peñol;2017;Total;7548
52;Nariño;52256;El Rosario;2017;Total;12209
52;Nariño;52258;El Tablón de Gómez;2017;Total;14256
52;Nariño;52260;El Tambo;2017;Total;14488
52;Nariño;52287;Funes;2017;Total;7179
52;Nariño;52317;Guachucal;2017;Total;19297
52;Nariño;52320;Guaitarilla;2017;Total;11573
52;Nariño;52323;Gualmatán;2017;Total;6992
52;Nariño;52352;Iles;2017;Total;7631
52;Nariño;52354;Imués;2017;Total;7631
52;Nariño;52356;Ipiales;2017;Total;115348
52;Nariño;52378;La Cruz;2017;Total;18781
52;Nariño;52381;La Florida;2017;Total;10087
52;Nariño;52385;La Llanada;2017;Total;6517
52;Nariño;52390;La Tola;2017;Total;7408
52;Nariño;52399;La Unión;2017;Total;31785
52;Nariño;52405;Leiva;2017;Total;9776
52;Nariño;52411;Linares;2017;Total;10305
52;Nariño;52418;Los Andes;2017;Total;9612
52;Nariño;52427;Magüí;2017;Total;24238
52;Nariño;52435;Mallama;2017;Total;8938
52;Nariño;52473;Mosquera;2017;Total;11832
52;Nariño;52480;Nariño;2017;Total;4339
52;Nariño;52490;Olaya Herrera;2017;Total;25556
52;Nariño;52506;Ospina;2017;Total;7099
52;Nariño;52520;Francisco Pizarro;2017;Total;14060
52;Nariño;52540;Policarpa;2017;Total;9875
52;Nariño;52560;Potosí;2017;Total;10450
52;Nariño;52565;Providencia;2017;Total;5762
52;Nariño;52573;Puerres;2017;Total;8554
52;Nariño;52585;Pupiales;2017;Total;17463
52;Nariño;52612;Ricaurte;2017;Total;19316
52;Nariño;52621;Roberto Payán;2017;Total;12624
52;Nariño;52678;Samaniego;2017;Total;30141
52;Nariño;52683;Sandoná;2017;Total;21146
52;Nariño;52685;San Bernardo;2017;Total;9229
52;Nariño;52687;San Lorenzo;2017;Total;18460
52;Nariño;52693;San Pablo;2017;Total;15461
52;Nariño;52694;San Pedro de Cartago;2017;Total;6815
52;Nariño;52696;Santa Bárbara;2017;Total;13318
52;Nariño;52699;Santacruz;2017;Total;10742
52;Nariño;52720;Sapuyes;2017;Total;7317
52;Nariño;52786;Taminango;2017;Total;17857
52;Nariño;52788;Tangua;2017;Total;13400
52;Nariño;52835;San Andrés de Tumaco;2017;Total;249983
52;Nariño;52838;Túquerres;2017;Total;44649
52;Nariño;52885;Yacuanquer;2017;Total;10887
54;Norte de Santander;54001;San José de Cúcuta;2017;Total;690699
54;Norte de Santander;54003;Ábrego;2017;Total;30923
54;Norte de Santander;54051;Arboledas;2017;Total;9385
54;Norte de Santander;54099;Bochalema;2017;Total;7830
54;Norte de Santander;54109;Bucarasica;2017;Total;6045
54;Norte de Santander;54125;Cácota;2017;Total;2795
54;Norte de Santander;54128;Cáchira;2017;Total;10756
54;Norte de Santander;54172;Chinácota;2017;Total;16709
54;Norte de Santander;54174;Chitagá;2017;Total;11218
54;Norte de Santander;54206;Convención;2017;Total;17999
54;Norte de Santander;54223;Cucutilla;2017;Total;7923
