DP;DPNOM;COD_MUNICIPIO;MPNOM;AÑO;ÁREA GEOGRÁFICA;Total
88;Archipiélago de San Andrés;88564;Providencia;2018;Total;5989
91;Amazonas;91001;Leticia;2018;Total;48144
91;Amazonas;91263;El Encanto (CD);2018;Total;2100
91;Amazonas;91405;La Chorrera (CD);2018;Total;2967
91;Amazonas;91407;La Pedrera (CD);2018;Total;3820
91;Amazonas;91430;La Victoria (CD);2018;Total;644
91;Amazonas;91460;Miriti - Paraná (CD);2018;Total;1850
91;Amazonas;91530;Puerto Alegría (CD);2018;Total;748
91;Amazonas;91536;Puerto Arica (CD);2018;Total;1013
91;Amazonas;91540;Puerto Nariño;2018;Total;9744
91;Amazonas;91669;Puerto Santander (CD);2018;Total;1758
91;Amazonas;91798;Tarapacá (CD);2018;Total;3801
94;Guainía;94001;Inírida;2018;Total;31514
94;Guainía;94343;Barrancominas (CD);2018;Total;8088
94;Guainía;94663;Mapiripana (CD);2018;Total;1022
94;Guainía;94883;San Felipe (CD);2018;Total;1667
94;Guainía;94884;Puerto Colombia (CD);2018;Total;1874
94;Guainía;94885;La Guadalupe (CD);2018;Total;279
94;Guainía;94886;Cacahual (CD);2018;Total;863
94;Guainía;94887;Pana Pana (CD);2018;Total;1899
94;Guainía;94888;Morichal (CD);2018;Total;908
95;Guaviare;95001;San José del Guaviare;2018;Total;52815
95;Guaviare;95015;Calamar;2018;Total;9528
95;Guaviare;95025;El Retorno;2018;Total;13653
95;Guaviare;95200;Miraflores;2018;Total;6771
97;Vaupés;97001;Mitú;2018;Total;29850
97;Vaupés;97161;Carurú;2018;Total;2915
97;Vaupés;97511;Pacoa (CD);2018;Total;4042
97;Vaupés;97666;Taraira;2018;Total;2215
97;Vaupés;97777;Papunahua (CD);2018;Total;727
97;Vaupés;97889;Yavaraté (CD);2018;Total;1048
99;Vichada;99001;Puerto Carreño;2018;Total;20936
99;Vichada;99524;La Primavera;2018;Total;10122
99;Vichada;99624;Santa Rosalía;2018;Total;4059
99;Vichada;99773;Cumaribo;2018;Total;72691
5;Antioquia;5001;Medellín;2019;Total;2483545
5;Antioquia;5002;Abejorral;2019;Total;20258
5;Antioquia;5004;Abriaquí;2019;Total;2710
5;Antioquia;5021;Alejandría;2019;Total;4669
5;Antioquia;5030;Amagá;2019;Total;30777
5;Antioquia;5031;Amalfi;2019;Total;26552
5;Antioquia;5034;Andes;2019;Total;43713
5;Antioquia;5036;Angelópolis;2019;Total;5790
5;Antioquia;5038;Angostura;2019;Total;11462
5;Antioquia;5040;Anorí;2019;Total;18737
5;Antioquia;5042;Santafé de Antioquia;2019;Total;26598
5;Antioquia;5044;Anzá;2019;Total;7085
5;Antioquia;5045;Apartadó;2019;Total;124647
5;Antioquia;5051;Arboletes;2019;Total;29942
5;Antioquia;5055;Argelia;2019;Total;7577
5;Antioquia;5059;Armenia;2019;Total;5085
5;Antioquia;5079;Barbosa;2019;Total;53242
5;Antioquia;5086;Belmira;2019;Total;6054
5;Antioquia;5088;Bello;2019;Total;538527
5;Antioquia;5091;Betania;2019;Total;10274
5;Antioquia;5093;Betulia;2019;Total;15736
5;Antioquia;5101;Ciudad Bolívar;2019;Total;26160
5;Antioquia;5107;Briceño;2019;Total;8065
5;Antioquia;5113;Buriticá;2019;Total;9502
5;Antioquia;5120;Cáceres;2019;Total;29716
5;Antioquia;5125;Caicedo;2019;Total;8420
5;Antioquia;5129;Caldas;2019;Total;81658
5;Antioquia;5134;Campamento;2019;Total;9202
5;Antioquia;5138;Cañasgordas;2019;Total;15490
5;Antioquia;5142;Caracolí;2019;Total;4537
5;Antioquia;5145;Caramanta;2019;Total;4670
5;Antioquia;5147;Carepa;2019;Total;49659
5;Antioquia;5148;El Carmen de Viboral;2019;Total;61122
5;Antioquia;5150;Carolina;2019;Total;3954
5;Antioquia;5154;Caucasia;2019;Total;93044
5;Antioquia;5172;Chigorodó;2019;Total;58684
5;Antioquia;5190;Cisneros;2019;Total;9844
5;Antioquia;5197;Cocorná;2019;Total;15042
5;Antioquia;5206;Concepción;2019;Total;4760
5;Antioquia;5209;Concordia;2019;Total;21504
5;Antioquia;5212;Copacabana;2019;Total;80000
5;Antioquia;5234;Dabeiba;2019;Total;23255
5;Antioquia;5237;Donmatías;2019;Total;19332
5;Antioquia;5240;Ebéjico;2019;Total;12108
5;Antioquia;5250;El Bagre;2019;Total;52925
5;Antioquia;5264;Entrerríos;2019;Total;11465
5;Antioquia;5266;Envigado;2019;Total;236114
5;Antioquia;5282;Fredonia;2019;Total;24553
5;Antioquia;5284;Frontino;2019;Total;20657
5;Antioquia;5306;Giraldo;2019;Total;5652
5;Antioquia;5308;Girardota;2019;Total;53162
5;Antioquia;5310;Gómez Plata;2019;Total;9828
5;Antioquia;5313;Granada;2019;Total;9870
5;Antioquia;5315;Guadalupe;2019;Total;6607
5;Antioquia;5318;Guarne;2019;Total;56774
5;Antioquia;5321;Guatapé;2019;Total;8548
5;Antioquia;5347;Heliconia;2019;Total;5400
5;Antioquia;5353;Hispania;2019;Total;5530
5;Antioquia;5360;Itagüí;2019;Total;283794
5;Antioquia;5361;Ituango;2019;Total;27419
5;Antioquia;5364;Jardín;2019;Total;14662
5;Antioquia;5368;Jericó;2019;Total;13637
5;Antioquia;5376;La Ceja;2019;Total;66746
5;Antioquia;5380;La Estrella;2019;Total;73696
5;Antioquia;5390;La Pintada;2019;Total;8298
5;Antioquia;5400;La Unión;2019;Total;21963
5;Antioquia;5411;Liborina;2019;Total;10040
5;Antioquia;5425;Maceo;2019;Total;8218
5;Antioquia;5440;Marinilla;2019;Total;66399
5;Antioquia;5467;Montebello;2019;Total;6635
5;Antioquia;5475;Murindó;2019;Total;5088
5;Antioquia;5480;Mutatá;2019;Total;14196
5;Antioquia;5483;Nariño;2019;Total;9997
5;Antioquia;5490;Necoclí;2019;Total;43257
5;Antioquia;5495;Nechí;2019;Total;26652
5;Antioquia;5501;Olaya;2019;Total;3150
5;Antioquia;5541;Peñol;2019;Total;21427
5;Antioquia;5543;Peque;2019;Total;8186
5;Antioquia;5576;Pueblorrico;2019;Total;8681
5;Antioquia;5579;Puerto Berrío;2019;Total;40048
5;Antioquia;5585;Puerto Nare;2019;Total;14384
5;Antioquia;5591;Puerto Triunfo;2019;Total;18550
5;Antioquia;5604;Remedios;2019;Total;29061
5;Antioquia;5607;Retiro;2019;Total;24185
5;Antioquia;5615;Rionegro;2019;Total;139553
5;Antioquia;5628;Sabanalarga;2019;Total;9155
5;Antioquia;5631;Sabaneta;2019;Total;85484
5;Antioquia;5642;Salgar;2019;Total;18218
5;Antioquia;5647;San Andrés de Cuerquía;2019;Total;7240
5;Antioquia;5649;San Carlos;2019;Total;15940
5;Antioquia;5652;San Francisco;2019;Total;5776
5;Antioquia;5656;San Jerónimo;2019;Total;15710
5;Antioquia;5658;San José de La Montaña;2019;Total;3706
5;Antioquia;5659;San Juan de Urabá;2019;Total;20549
5;Antioquia;5660;San Luis;2019;Total;13035
5;Antioquia;5664;San Pedro de Los Milagros;2019;Total;22447
5;Antioquia;5665;San Pedro de Urabá;2019;Total;31571
5;Antioquia;5667;San Rafael;2019;Total;15632
5;Antioquia;5670;San Roque;2019;Total;21533
5;Antioquia;5674;San Vicente;2019;Total;22258
5;Antioquia;5679;Santa Bárbara;2019;Total;26944
5;Antioquia;5686;Santa Rosa de Osos;2019;Total;37143
5;Antioquia;5690;Santo Domingo;2019;Total;12326
5;Antioquia;5697;El Santuario;2019;Total;36043
5;Antioquia;5736;Segovia;2019;Total;38692
5;Antioquia;5756;Sonsón;2019;Total;36394
5;Antioquia;5761;Sopetrán;2019;Total;15293
5;Antioquia;5789;Támesis;2019;Total;16193
5;Antioquia;5790;Tarazá;2019;Total;27517
5;Antioquia;5792;Tarso;2019;Total;6194
5;Antioquia;5809;Titiribí;2019;Total;10716
5;Antioquia;5819;Toledo;2019;Total;5005
5;Antioquia;5837;Turbo;2019;Total;127565
5;Antioquia;5842;Uramita;2019;Total;6875
5;Antioquia;5847;Urrao;2019;Total;30484
5;Antioquia;5854;Valdivia;2019;Total;13950
5;Antioquia;5856;Valparaíso;2019;Total;6462
5;Antioquia;5858;Vegachí;2019;Total;11910
5;Antioquia;5861;Venecia;2019;Total;11636
5;Antioquia;5873;Vigía del Fuerte;2019;Total;9265
5;Antioquia;5885;Yalí;2019;Total;7630
5;Antioquia;5887;Yarumal;2019;Total;42116
5;Antioquia;5890;Yolombó;2019;Total;23050
5;Antioquia;5893;Yondó;2019;Total;19624
5;Antioquia;5895;Zaragoza;2019;Total;25210
8;Atlántico;8001;Barranquilla;2019;Total;1243056
8;Atlántico;8078;Baranoa;2019;Total;64949
8;Atlántico;8137;Campo de La Cruz;2019;Total;23230
8;Atlántico;8141;Candelaria;2019;Total;16648
8;Atlántico;8296;Galapa;2019;Total;64260
8;Atlántico;8372;Juan de Acosta;2019;Total;21971
8;Atlántico;8421;Luruaco;2019;Total;29348
8;Atlántico;8433;Malambo;2019;Total;134468
8;Atlántico;8436;Manatí;2019;Total;20698
8;Atlántico;8520;Palmar de Varela;2019;Total;30094
8;Atlántico;8549;Piojó;2019;Total;6873
8;Atlántico;8558;Polonuevo;2019;Total;18941
8;Atlántico;8560;Ponedera;2019;Total;24877
8;Atlántico;8573;Puerto Colombia;2019;Total;51695
8;Atlántico;8606;Repelón;2019;Total;27249
8;Atlántico;8634;Sabanagrande;2019;Total;33858
8;Atlántico;8638;Sabanalarga;2019;Total;97005
8;Atlántico;8675;Santa Lucía;2019;Total;16624
8;Atlántico;8685;Santo Tomás;2019;Total;31027
8;Atlántico;8758;Soledad;2019;Total;638065
8;Atlántico;8770;Suan;2019;Total;12282
8;Atlántico;8832;Tubará;2019;Total;18190
8;Atlántico;8849;Usiacurí;2019;Total;12743
11;Bogotá, D.C.;11001;Bogotá, D.C.;2019;Total;7592871
13;Bolívar;13001;Cartagena de Indias;2019;Total;1003685
13;Bolívar;13006;Achí;2019;Total;24610
13;Bolívar;13030;Altos del Rosario;2019;Total;11309
13;Bolívar;13042;Arenal;2019;Total;7590
13;Bolívar;13052;Arjona;2019;Total;71837
13;Bolívar;13062;Arroyohondo;2019;Total;8504
13;Bolívar;13074;Barranco de Loba;2019;Total;14996
13;Bolívar;13140;Calamar;2019;Total;22794
13;Bolívar;13160;Cantagallo;2019;Total;8488
13;Bolívar;13188;Cicuco;2019;Total;13903
13;Bolívar;13212;Córdoba;2019;Total;16225
13;Bolívar;13222;Clemencia;2019;Total;15014
13;Bolívar;13244;El Carmen de Bolívar;2019;Total;71428
13;Bolívar;13248;El Guamo;2019;Total;8825
13;Bolívar;13268;El Peñón;2019;Total;7884
13;Bolívar;13300;Hatillo de Loba;2019;Total;12699
13;Bolívar;13430;Magangué;2019;Total;137030
13;Bolívar;13433;Mahates;2019;Total;28602
13;Bolívar;13440;Margarita;2019;Total;10913
13;Bolívar;13442;María La Baja;2019;Total;47389
13;Bolívar;13458;Montecristo;2019;Total;17017
13;Bolívar;13468;Mompós;2019;Total;45498
13;Bolívar;13473;Morales;2019;Total;22846
13;Bolívar;13490;Norosí;2019;Total;9587
13;Bolívar;13549;Pinillos;2019;Total;24433
13;Bolívar;13580;Regidor;2019;Total;6983
13;Bolívar;13600;Río Viejo;2019;Total;10638
13;Bolívar;13620;San Cristóbal;2019;Total;8330
13;Bolívar;13647;San Estanislao;2019;Total;18729
13;Bolívar;13650;San Fernando;2019;Total;12813
13;Bolívar;13654;San Jacinto;2019;Total;24232
13;Bolívar;13655;San Jacinto del Cauca;2019;Total;10305
13;Bolívar;13657;San Juan Nepomuceno;2019;Total;37765
13;Bolívar;13667;San Martín de Loba;2019;Total;14792
13;Bolívar;13670;San Pablo;2019;Total;28043
13;Bolívar;13673;Santa Catalina;2019;Total;14747
13;Bolívar;13683;Santa Rosa;2019;Total;21766
13;Bolívar;13688;Santa Rosa del Sur;2019;Total;33701
13;Bolívar;13744;Simití;2019;Total;18678
13;Bolívar;13760;Soplaviento;2019;Total;10733
13;Bolívar;13780;Talaigua Nuevo;2019;Total;13106
13;Bolívar;13810;Tiquisio;2019;Total;18584
13;Bolívar;13836;Turbaco;2019;Total;109813
13;Bolívar;13838;Turbaná;2019;Total;16954
13;Bolívar;13873;Villanueva;2019;Total;24581
13;Bolívar;13894;Zambrano;2019;Total;12113
15;Boyacá;15001;Tunja;2019;Total;176347
15;Boyacá;15022;Almeida;2019;Total;1845
15;Boyacá;15047;Aquitania;2019;Total;15460
15;Boyacá;15051;Arcabuco;2019;Total;5911
15;Boyacá;15087;Belén;2019;Total;7500
15;Boyacá;15090;Berbeo;2019;Total;1587
15;Boyacá;15092;Betéitiva;2019;Total;1943
15;Boyacá;15097;Boavita;2019;Total;4888
15;Boyacá;15104;Boyacá;2019;Total;5103
15;Boyacá;15106;Briceño;2019;Total;2175
15;Boyacá;15109;Buenavista;2019;Total;4396
15;Boyacá;15114;Busbanzá;2019;Total;1138
15;Boyacá;15131;Caldas;2019;Total;3127
15;Boyacá;15135;Campohermoso;2019;Total;3082
15;Boyacá;15162;Cerinza;2019;Total;3703
15;Boyacá;15172;Chinavita;2019;Total;3198
15;Boyacá;15176;Chiquinquirá;2019;Total;57101
15;Boyacá;15180;Chiscas;2019;Total;3924
15;Boyacá;15183;Chita;2019;Total;7881
15;Boyacá;15185;Chitaraque;2019;Total;5843
15;Boyacá;15187;Chivatá;2019;Total;2812
15;Boyacá;15189;Ciénega;2019;Total;4642
15;Boyacá;15204;Cómbita;2019;Total;13140
15;Boyacá;15212;Coper;2019;Total;3585
15;Boyacá;15215;Corrales;2019;Total;2523
15;Boyacá;15218;Covarachía;2019;Total;2742
15;Boyacá;15223;Cubará;2019;Total;10563
15;Boyacá;15224;Cucaita;2019;Total;3759
15;Boyacá;15226;Cuítiva;2019;Total;1804
15;Boyacá;15232;Chíquiza;2019;Total;4713
15;Boyacá;15236;Chivor;2019;Total;2504
15;Boyacá;15238;Duitama;2019;Total;124780
15;Boyacá;15244;El Cocuy;2019;Total;4150
15;Boyacá;15248;El Espino;2019;Total;3054
15;Boyacá;15272;Firavitoba;2019;Total;6737
15;Boyacá;15276;Floresta;2019;Total;3240
15;Boyacá;15293;Gachantivá;2019;Total;2779
15;Boyacá;15296;Gámeza;2019;Total;4845
15;Boyacá;15299;Garagoa;2019;Total;18144
15;Boyacá;15317;Guacamayas;2019;Total;1843
15;Boyacá;15322;Guateque;2019;Total;10809
15;Boyacá;15325;Guayatá;2019;Total;3387
15;Boyacá;15332;Güicán de La Sierra;2019;Total;4285
15;Boyacá;15362;Iza;2019;Total;1972
15;Boyacá;15367;Jenesano;2019;Total;7274
15;Boyacá;15368;Jericó;2019;Total;3900
15;Boyacá;15377;Labranzagrande;2019;Total;3501
15;Boyacá;15380;La Capilla;2019;Total;2686
15;Boyacá;15401;La Victoria;2019;Total;1118
15;Boyacá;15403;La Uvita;2019;Total;2831
15;Boyacá;15407;Villa de Leyva;2019;Total;16617
15;Boyacá;15425;Macanal;2019;Total;5027
15;Boyacá;15442;Maripí;2019;Total;5697
15;Boyacá;15455;Miraflores;2019;Total;8937
15;Boyacá;15464;Mongua;2019;Total;4620
15;Boyacá;15466;Monguí;2019;Total;4266
15;Boyacá;15469;Moniquirá;2019;Total;22821
15;Boyacá;15476;Motavita;2019;Total;5641
15;Boyacá;15480;Muzo;2019;Total;8466
15;Boyacá;15491;Nobsa;2019;Total;16238
15;Boyacá;15494;Nuevo Colón;2019;Total;5172
15;Boyacá;15500;Oicatá;2019;Total;2858
15;Boyacá;15507;Otanche;2019;Total;8002
15;Boyacá;15511;Pachavita;2019;Total;2447
15;Boyacá;15514;Páez;2019;Total;3256
15;Boyacá;15516;Paipa;2019;Total;34177
15;Boyacá;15518;Pajarito;2019;Total;2400
15;Boyacá;15522;Panqueba;2019;Total;1702
15;Boyacá;15531;Pauna;2019;Total;7198
15;Boyacá;15533;Paya;2019;Total;2616
15;Boyacá;15537;Paz de Río;2019;Total;4228
15;Boyacá;15542;Pesca;2019;Total;6765
15;Boyacá;15550;Pisba;2019;Total;1779
15;Boyacá;15572;Puerto Boyacá;2019;Total;47600
15;Boyacá;15580;Quípama;2019;Total;4939
15;Boyacá;15599;Ramiriquí;2019;Total;9988
15;Boyacá;15600;Ráquira;2019;Total;7958
15;Boyacá;15621;Rondón;2019;Total;2384
15;Boyacá;15632;Saboyá;2019;Total;13728
15;Boyacá;15638;Sáchica;2019;Total;5578
15;Boyacá;15646;Samacá;2019;Total;18588
15;Boyacá;15660;San Eduardo;2019;Total;1676
15;Boyacá;15664;San José de Pare;2019;Total;4989
15;Boyacá;15667;San Luis de Gaceno;2019;Total;5476
15;Boyacá;15673;San Mateo;2019;Total;3204
15;Boyacá;15676;San Miguel de Sema;2019;Total;3006
15;Boyacá;15681;San Pablo de Borbur;2019;Total;6664
15;Boyacá;15686;Santana;2019;Total;7643
15;Boyacá;15690;Santa María;2019;Total;3518
15;Boyacá;15693;Santa Rosa de Viterbo;2019;Total;13205
15;Boyacá;15696;Santa Sofía;2019;Total;3195
15;Boyacá;15720;Sativanorte;2019;Total;2177
15;Boyacá;15723;Sativasur;2019;Total;1100
15;Boyacá;15740;Siachoque;2019;Total;6747
15;Boyacá;15753;Soatá;2019;Total;8908
15;Boyacá;15755;Socotá;2019;Total;7231
15;Boyacá;15757;Socha;2019;Total;8018
15;Boyacá;15759;Sogamoso;2019;Total;129346
15;Boyacá;15761;Somondoco;2019;Total;2887
15;Boyacá;15762;Sora;2019;Total;3050
15;Boyacá;15763;Sotaquirá;2019;Total;8237
15;Boyacá;15764;Soracá;2019;Total;6015
15;Boyacá;15774;Susacón;2019;Total;2704
15;Boyacá;15776;Sutamarchán;2019;Total;6164
15;Boyacá;15778;Sutatenza;2019;Total;4224
15;Boyacá;15790;Tasco;2019;Total;5823
15;Boyacá;15798;Tenza;2019;Total;3828
15;Boyacá;15804;Tibaná;2019;Total;9085
15;Boyacá;15806;Tibasosa;2019;Total;13196
15;Boyacá;15808;Tinjacá;2019;Total;3313
15;Boyacá;15810;Tipacoque;2019;Total;3299
15;Boyacá;15814;Toca;2019;Total;8831
15;Boyacá;15816;Togüí;2019;Total;4330
15;Boyacá;15820;Tópaga;2019;Total;3660
15;Boyacá;15822;Tota;2019;Total;5206
15;Boyacá;15832;Tununguá;2019;Total;1559
15;Boyacá;15835;Turmequé;2019;Total;6131
15;Boyacá;15837;Tuta;2019;Total;8369
15;Boyacá;15839;Tutazá;2019;Total;2037
15;Boyacá;15842;Úmbita;2019;Total;7534
15;Boyacá;15861;Ventaquemada;2019;Total;15920
15;Boyacá;15879;Viracachá;2019;Total;2817
15;Boyacá;15897;Zetaquira;2019;Total;4621
17;Caldas;17001;Manizales;2019;Total;440608
17;Caldas;17013;Aguadas;2019;Total;22907
17;Caldas;17042;Anserma;2019;Total;36405
17;Caldas;17050;Aranzazu;2019;Total;10533
17;Caldas;17088;Belalcázar;2019;Total;10634
17;Caldas;17174;Chinchiná;2019;Total;51773
17;Caldas;17272;Filadelfia;2019;Total;11399
17;Caldas;17380;La Dorada;2019;Total;72972
17;Caldas;17388;La Merced;2019;Total;5916
17;Caldas;17433;Manzanares;2019;Total;17805
17;Caldas;17442;Marmato;2019;Total;9035
17;Caldas;17444;Marquetalia;2019;Total;13368
17;Caldas;17446;Marulanda;2019;Total;2565
17;Caldas;17486;Neira;2019;Total;21040
17;Caldas;17495;Norcasia;2019;Total;6075
17;Caldas;17513;Pácora;2019;Total;15296
17;Caldas;17524;Palestina;2019;Total;15598
17;Caldas;17541;Pensilvania;2019;Total;19781
17;Caldas;17614;Riosucio;2019;Total;51371
17;Caldas;17616;Risaralda;2019;Total;10640
17;Caldas;17653;Salamina;2019;Total;19387
17;Caldas;17662;Samaná;2019;Total;20116
17;Caldas;17665;San José;2019;Total;4875
17;Caldas;17777;Supía;2019;Total;29021
17;Caldas;17867;Victoria;2019;Total;10255
17;Caldas;17873;Villamaría;2019;Total;66189
17;Caldas;17877;Viterbo;2019;Total;12780
18;Caquetá;18001;Florencia;2019;Total;170764
18;Caquetá;18029;Albania;2019;Total;4491
18;Caquetá;18094;Belén de Los Andaquíes;2019;Total;11102
18;Caquetá;18150;Cartagena del Chairá;2019;Total;30778
18;Caquetá;18205;Curillo;2019;Total;7683
18;Caquetá;18247;El Doncello;2019;Total;19256
18;Caquetá;18256;El Paujíl;2019;Total;18251
18;Caquetá;18410;La Montañita;2019;Total;14662
18;Caquetá;18460;Milán;2019;Total;9838
18;Caquetá;18479;Morelia;2019;Total;3718
18;Caquetá;18592;Puerto Rico;2019;Total;26329
18;Caquetá;18610;San José del Fragua;2019;Total;12949
18;Caquetá;18753;San Vicente del Caguán;2019;Total;51714
18;Caquetá;18756;Solano;2019;Total;11359
18;Caquetá;18785;Solita;2019;Total;6280
18;Caquetá;18860;Valparaíso;2019;Total;6968
19;Cauca;19001;Popayán;2019;Total;321991
19;Cauca;19022;Almaguer;2019;Total;18263
19;Cauca;19050;Argelia;2019;Total;26376
19;Cauca;19075;Balboa;2019;Total;21270
19;Cauca;19100;Bolívar;2019;Total;37327
19;Cauca;19110;Buenos Aires;2019;Total;31754
19;Cauca;19130;Cajibío;2019;Total;42439
19;Cauca;19137;Caldono;2019;Total;40898
19;Cauca;19142;Caloto;2019;Total;30143
19;Cauca;19212;Corinto;2019;Total;25342
19;Cauca;19256;El Tambo;2019;Total;53840
19;Cauca;19290;Florencia;2019;Total;5254
19;Cauca;19300;Guachené;2019;Total;19850
19;Cauca;19318;Guapi;2019;Total;27619
19;Cauca;19355;Inzá;2019;Total;29170
19;Cauca;19364;Jambaló;2019;Total;18240
19;Cauca;19392;La Sierra;2019;Total;10674
19;Cauca;19397;La Vega;2019;Total;24542
19;Cauca;19418;López de Micay;2019;Total;18761
19;Cauca;19450;Mercaderes;2019;Total;22901
19;Cauca;19455;Miranda;2019;Total;31733
19;Cauca;19473;Morales;2019;Total;39516
19;Cauca;19513;Padilla;2019;Total;9953
19;Cauca;19517;Páez;2019;Total;46278
19;Cauca;19532;Patía;2019;Total;37183
19;Cauca;19533;Piamonte;2019;Total;9004
19;Cauca;19548;Piendamó - Tunía;2019;Total;41362
19;Cauca;19573;Puerto Tejada;2019;Total;41648
19;Cauca;19585;Puracé;2019;Total;17423
19;Cauca;19622;Rosas;2019;Total;11495
19;Cauca;19693;San Sebastián;2019;Total;11004
19;Cauca;19698;Santander de Quilichao;2019;Total;111789
19;Cauca;19701;Santa Rosa;2019;Total;5354
19;Cauca;19743;Silvia;2019;Total;37713
19;Cauca;19760;Sotará Paispamba;2019;Total;14079
19;Cauca;19780;Suárez;2019;Total;32226
19;Cauca;19785;Sucre;2019;Total;9582
19;Cauca;19807;Timbío;2019;Total;35895
19;Cauca;19809;Timbiquí;2019;Total;26363
19;Cauca;19821;Toribío;2019;Total;36016
19;Cauca;19824;Totoró;2019;Total;25137
19;Cauca;19845;Villa Rica;2019;Total;21000
20;Cesar;20001;Valledupar;2019;Total;513685
20;Cesar;20011;Aguachica;2019;Total;114569
20;Cesar;20013;Agustín Codazzi;2019;Total;62864
20;Cesar;20032;Astrea;2019;Total;20617
20;Cesar;20045;Becerril;2019;Total;22542
20;Cesar;20060;Bosconia;2019;Total;41825
20;Cesar;20175;Chimichagua;2019;Total;35269
20;Cesar;20178;Chiriguaná;2019;Total;28743
20;Cesar;20228;Curumaní;2019;Total;38617
20;Cesar;20238;El Copey;2019;Total;30957
20;Cesar;20250;El Paso;2019;Total;39365
20;Cesar;20295;Gamarra;2019;Total;15458
20;Cesar;20310;González;2019;Total;4469
20;Cesar;20383;La Gloria;2019;Total;17858
20;Cesar;20400;La Jagua de Ibirico;2019;Total;49052
20;Cesar;20443;Manaure Balcón del Cesar;2019;Total;10479
20;Cesar;20517;Pailitas;2019;Total;19183
20;Cesar;20550;Pelaya;2019;Total;21564
20;Cesar;20570;Pueblo Bello;2019;Total;28298
20;Cesar;20614;Río de Oro;2019;Total;17346
20;Cesar;20621;La Paz;2019;Total;28758
20;Cesar;20710;San Alberto;2019;Total;27449
20;Cesar;20750;San Diego;2019;Total;19818
20;Cesar;20770;San Martín;2019;Total;27823
20;Cesar;20787;Tamalameque;2019;Total;15790
23;Córdoba;23001;Montería;2019;Total;498858
23;Córdoba;23068;Ayapel;2019;Total;47057
23;Córdoba;23079;Buenavista;2019;Total;21274
23;Córdoba;23090;Canalete;2019;Total;15385
23;Córdoba;23162;Cereté;2019;Total;107234
23;Córdoba;23168;Chimá;2019;Total;17738
23;Córdoba;23182;Chinú;2019;Total;48323
23;Córdoba;23189;Ciénaga de Oro;2019;Total;59871
23;Córdoba;23300;Cotorra;2019;Total;19315
23;Córdoba;23350;La Apartada;2019;Total;15058
23;Córdoba;23417;Lorica;2019;Total;114666
23;Córdoba;23419;Los Córdobas;2019;Total;19038
23;Córdoba;23464;Momil;2019;Total;19876
23;Córdoba;23466;Montelíbano;2019;Total;83908
23;Córdoba;23500;Moñitos;2019;Total;30242
23;Córdoba;23555;Planeta Rica;2019;Total;64465
23;Córdoba;23570;Pueblo Nuevo;2019;Total;36112
23;Córdoba;23574;Puerto Escondido;2019;Total;24036
23;Córdoba;23580;Puerto Libertador;2019;Total;42835
23;Córdoba;23586;Purísima de La Concepción;2019;Total;17411
23;Córdoba;23660;Sahagún;2019;Total;109052
23;Córdoba;23670;San Andrés Sotavento;2019;Total;48215
23;Córdoba;23672;San Antero;2019;Total;34520
23;Córdoba;23675;San Bernardo del Viento;2019;Total;37052
23;Córdoba;23678;San Carlos;2019;Total;27174
23;Córdoba;23682;San José de Uré;2019;Total;13584
23;Córdoba;23686;San Pelayo;2019;Total;52481
23;Córdoba;23807;Tierralta;2019;Total;93873
23;Córdoba;23815;Tuchín;2019;Total;53744
23;Córdoba;23855;Valencia;2019;Total;36042
25;Cundinamarca;25001;Agua de Dios;2019;Total;11966
25;Cundinamarca;25019;Albán;2019;Total;6650
25;Cundinamarca;25035;Anapoima;2019;Total;15315
25;Cundinamarca;25040;Anolaima;2019;Total;14161
25;Cundinamarca;25053;Arbeláez;2019;Total;10825
25;Cundinamarca;25086;Beltrán;2019;Total;1832
25;Cundinamarca;25095;Bituima;2019;Total;2507
25;Cundinamarca;25099;Bojacá;2019;Total;10524
25;Cundinamarca;25120;Cabrera;2019;Total;4885
25;Cundinamarca;25123;Cachipay;2019;Total;10324
25;Cundinamarca;25126;Cajicá;2019;Total;87866
25;Cundinamarca;25148;Caparrapí;2019;Total;12714
25;Cundinamarca;25151;Cáqueza;2019;Total;17480
25;Cundinamarca;25154;Carmen de Carupa;2019;Total;7733
25;Cundinamarca;25168;Chaguaní;2019;Total;4255
25;Cundinamarca;25175;Chía;2019;Total;141308
25;Cundinamarca;25178;Chipaque;2019;Total;9748
25;Cundinamarca;25181;Choachí;2019;Total;11213
25;Cundinamarca;25183;Chocontá;2019;Total;21425
25;Cundinamarca;25200;Cogua;2019;Total;23286
25;Cundinamarca;25214;Cota;2019;Total;34948
25;Cundinamarca;25224;Cucunubá;2019;Total;7935
25;Cundinamarca;25245;El Colegio;2019;Total;25047
25;Cundinamarca;25258;El Peñón;2019;Total;4710
25;Cundinamarca;25260;El Rosal;2019;Total;23417
25;Cundinamarca;25269;Facatativá;2019;Total;148001
25;Cundinamarca;25279;Fómeque;2019;Total;12367
25;Cundinamarca;25281;Fosca;2019;Total;5892
25;Cundinamarca;25286;Funza;2019;Total;99387
25;Cundinamarca;25288;Fúquene;2019;Total;5047
25;Cundinamarca;25290;Fusagasugá;2019;Total;146556
25;Cundinamarca;25293;Gachalá;2019;Total;4386
25;Cundinamarca;25295;Gachancipá;2019;Total;18264
25;Cundinamarca;25297;Gachetá;2019;Total;8439
25;Cundinamarca;25299;Gama;2019;Total;3152
