,YEAR,DPTO,CODE_DPTO,MUNICIPIO,CODE_MUNICIPIO,LONGITUD,LATITUD,SUI_COUNTER,POPULATION
0,2016,AMAZONAS,91,LETICIA,91001,-69.9415818923,-4.19844539201,3,46301
1,2016,ANTIOQUIA,5,ABEJORRAL,5002,-75.4287403904,5.78930111433,2,20534
2,2016,ANTIOQUIA,5,AMAGA,5030,-75.7019483389,6.03880842381,4,29394
3,2016,ANTIOQUIA,5,AMALFI,5031,-75.0774749239,6.90967360478,1,25194
4,2016,ANTIOQUIA,5,ANDES,5034,-75.878794075,5.65676971311,5,42683
5,2016,ANTIOQUIA,5,ANGOSTURA,5038,-75.3351091186,6.88518441484,1,11486
6,2016,ANTIOQUIA,5,ANORI,5040,-75.1483449609,7.07471004137,1,17723
7,2016,ANTIOQUIA,5,APARTADO,5045,-76.6258909217,7.88325108195,8,115555
8,2016,ANTIOQUIA,5,ARBOLETES,5051,-76.4266581639,8.84991827334,1,28981
9,2016,ANTIOQUIA,5,BARBOSA,5079,-75.3316403017,6.4392260115,4,50281
10,2016,ANTIOQUIA,5,BELLO,5088,-75.5546673053,6.33406558292,28,499621
11,2016,ANTIOQUIA,5,BETANIA,5091,-75.9767139414,5.74619656152,1,10484
12,2016,ANTIOQUIA,5,BETULIA,5093,-75.9845155699,6.11525553285,1,15445
13,2016,ANTIOQUIA,5,CALDAS,5129,-75.6336168248,6.09129760323,10,76766
14,2016,ANTIOQUIA,5,CAREPA,5147,-76.653210744,7.75511548219,1,45489
15,2016,ANTIOQUIA,5,CAUCASIA,5154,-75.1982784645,7.97734097812,1,86492
16,2016,ANTIOQUIA,5,CHIGORODO,5172,-76.6812146131,7.66630069082,4,54908
17,2016,ANTIOQUIA,5,CISNEROS,5190,-75.0872051341,6.53776304826,1,9617
18,2016,ANTIOQUIA,5,CONCORDIA,5209,-75.9084535194,6.04608659615,2,21153
19,2016,ANTIOQUIA,5,COPACABANA,5212,-75.5093435119,6.34863947056,5,74957
20,2016,ANTIOQUIA,5,DONMATIAS,5237,-75.3926751288,6.48560723899,1,18332
21,2016,ANTIOQUIA,5,EBEJICO,5240,-75.7662136607,6.32605663471,1,12227
22,2016,ANTIOQUIA,5,EL BAGRE,5250,-74.7990970119,7.5975218855,3,49488
23,2016,ANTIOQUIA,5,EL CARMEN DE VIBORAL,5148,-75.3342620232,6.08347326731,3,57208
24,2016,ANTIOQUIA,5,EL SANTUARIO,5697,-75.2654679804,6.13685720436,3,34347
25,2016,ANTIOQUIA,5,ENVIGADO,5266,-75.5830089369,6.16700589298,18,218805
26,2016,ANTIOQUIA,5,FREDONIA,5282,-75.6750932516,5.9280855467,2,24143
27,2016,ANTIOQUIA,5,FRONTINO,5284,-76.1307652118,6.77606285319,1,20813
28,2016,ANTIOQUIA,5,GIRARDOTA,5308,-75.4444597681,6.37961535607,3,49613
29,2016,ANTIOQUIA,5,GOMEZ PLATA,5310,-75.2200360918,6.68327964232,1,9662
30,2016,ANTIOQUIA,5,GUARNE,5318,-75.4416535712,6.27802696108,4,52793
31,2016,ANTIOQUIA,5,GUATAPE,5321,-75.1600208818,6.23240969843,1,8068
32,2016,ANTIOQUIA,5,ITAGUI,5360,-75.6120815283,6.174929734,21,266257
33,2016,ANTIOQUIA,5,ITUANGO,5361,-75.7646752276,7.17163748398,3,26625
34,2016,ANTIOQUIA,5,LA CEJA,5376,-75.4294329272,6.02805465836,4,62185
35,2016,ANTIOQUIA,5,LA ESTRELLA,5380,-75.645190382,6.15841993,7,68483
36,2016,ANTIOQUIA,5,LA UNION,5400,-75.3608622911,5.97387113417,2,20784
37,2016,ANTIOQUIA,5,LIBORINA,5411,-75.8128326075,6.67732537607,1,10094
38,2016,ANTIOQUIA,5,MARINILLA,5440,-75.3394598367,6.17404951538,4,62194
39,2016,ANTIOQUIA,5,MEDELLIN,5001,-75.5760017134,6.24858636743,161,2351077
40,2016,ANTIOQUIA,5,MUTATA,5480,-76.4358758959,7.24287193339,2,13625
41,2016,ANTIOQUIA,5,NECOCLI,5490,-76.784574497,8.426136098,1,41016
42,2016,ANTIOQUIA,5,OLAYA,5501,-75.8118744168,6.62660499706,1,3092
43,2016,ANTIOQUIA,5,PENOL,5541,-75.2428178132,6.21945021233,2,20351
44,2016,ANTIOQUIA,5,PUERTO BERRIO,5579,-74.4099459786,6.48703921007,1,38302
45,2016,ANTIOQUIA,5,REMEDIOS,5604,-74.6980471636,7.02939076621,1,27530
46,2016,ANTIOQUIA,5,RETIRO,5607,-75.5013756659,6.06338107129,5,22486
47,2016,ANTIOQUIA,5,RIONEGRO,5615,-75.3767667557,6.1472245313,5,129753
48,2016,ANTIOQUIA,5,SABANALARGA,5628,-75.8166459364,6.85002081371,1,8881
49,2016,ANTIOQUIA,5,SABANETA,5631,-75.6155845416,6.15096981767,4,77966
50,2016,ANTIOQUIA,5,SALGAR,5642,-75.982048544,5.965640311,1,18341
51,2016,ANTIOQUIA,5,SAN JERONIMO,5656,-75.7270000843,6.44806585636,1,14912
52,2016,ANTIOQUIA,5,SAN LUIS,5660,-74.9936401255,6.04298332565,2,12993
53,2016,ANTIOQUIA,5,SAN PEDRO DE LOS MILAGROS,5664,-75.5567189241,6.46013808244,2,21226
54,2016,ANTIOQUIA,5,SAN RAFAEL,5667,-75.0279828807,6.29375698332,3,15721
55,2016,ANTIOQUIA,5,SAN ROQUE,5670,-75.0191661484,6.48594047044,2,21217
56,2016,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,-75.460740037,6.64332643406,4,35308
57,2016,ANTIOQUIA,5,SANTO DOMINGO,5690,-75.1649580592,6.47283350377,1,12535
58,2016,ANTIOQUIA,5,SEGOVIA,5736,-74.701588722,7.07963898594,1,36605
59,2016,ANTIOQUIA,5,SOPETRAN,5761,-75.7472528656,6.50099259435,1,14882
60,2016,ANTIOQUIA,5,TAMESIS,5789,-75.7143199749,5.66446916892,2,16441
61,2016,ANTIOQUIA,5,TURBO,5837,-76.7291596582,8.08911317497,9,120238
62,2016,ANTIOQUIA,5,URRAO,5847,-76.1339511488,6.31731976564,1,29631
63,2016,ANTIOQUIA,5,YARUMAL,5887,-75.4188327746,6.96387109143,3,40691
64,2016,ANTIOQUIA,5,ZARAGOZA,5895,-74.8670728872,7.48858244262,2,24233
65,2016,ARAUCA,81,ARAUCA,81001,-70.748009803,7.07390170095,9,79833
66,2016,ARAUCA,81,ARAUQUITA,81065,-71.4267498586,7.02698088637,5,46085
67,2016,ARAUCA,81,FORTUL,81300,-71.7685562393,6.79707707295,2,17303
68,2016,ARAUCA,81,SARAVENA,81736,-71.8723328706,6.95386030424,7,52248
69,2016,ARAUCA,81,TAME,81794,-71.7537617572,6.45344199261,1,40793
70,2016,ATLANTICO,8,BARANOA,8078,-74.916106093,10.7948815688,2,59622
71,2016,ATLANTICO,8,BARRANQUILLA,8001,-74.8132169683,10.9783195607,50,1167555
72,2016,ATLANTICO,8,GALAPA,8296,-74.8703439389,10.9191614915,2,56946
73,2016,ATLANTICO,8,JUAN DE ACOSTA,8372,-75.0406070886,10.8323387608,1,19923
74,2016,ATLANTICO,8,LURUACO,8421,-75.1422887632,10.6111248118,1,27047
75,2016,ATLANTICO,8,MALAMBO,8433,-74.7748637454,10.856822692,13,121589
76,2016,ATLANTICO,8,PUERTO COLOMBIA,8573,-74.851963055,11.022939949,3,46638
77,2016,ATLANTICO,8,REPELON,8606,-75.1254822303,10.4933403213,1,25143
78,2016,ATLANTICO,8,SABANAGRANDE,8634,-74.7585063109,10.7910757719,1,30705
79,2016,ATLANTICO,8,SABANALARGA,8638,-74.9210950072,10.6328326108,5,89188
80,2016,ATLANTICO,8,SANTO TOMAS,8685,-74.7577207286,10.7587230349,1,28502
81,2016,ATLANTICO,8,SOLEDAD,8758,-74.7848339582,10.9101742784,18,568201
82,2016,ATLANTICO,8,USIACURI,8849,-74.9769840969,10.742979811,1,11713
83,2016,BOGOTA,11,BOGOTA,11001,-74.106715324,4.64993705899,356,7300918
84,2016,BOLIVAR,13,ALTOS DEL ROSARIO,13030,-74.1650526808,8.79160326038,1,10572
85,2016,BOLIVAR,13,ARJONA,13052,-75.3444876588,10.256630539,4,67351
86,2016,BOLIVAR,13,CARTAGENA DE INDIAS,13001,-75.4964264795,10.3849883546,33,945316
87,2016,BOLIVAR,13,EL CARMEN DE BOLIVAR,13244,-75.1212066427,9.71861199322,2,69403
88,2016,BOLIVAR,13,MAGANGUE,13430,-74.7667304396,9.26381346247,4,129878
89,2016,BOLIVAR,13,MARIA LA BAJA,13442,-75.3007611748,9.98264680271,2,44730
90,2016,BOLIVAR,13,MONTECRISTO,13458,-74.4714158637,8.29724472765,1,15415
91,2016,BOLIVAR,13,MORALES,13473,-73.8681407138,8.27630560493,1,21179
92,2016,BOLIVAR,13,SAN JACINTO,13654,-75.1210906283,9.8302177331,2,23888
93,2016,BOLIVAR,13,TURBACO,13836,-75.424409165,10.332772802,4,100929
94,2016,BOLIVAR,13,TURBANA,13838,-75.4425018865,10.2744001934,2,15883
95,2016,BOYACA,15,BELEN,15087,-72.9116162763,5.98928041246,2,7568
96,2016,BOYACA,15,BERBEO,15090,-73.1270304656,5.22728677682,1,1616
97,2016,BOYACA,15,BOYACA,15104,-73.3623009748,5.45423551545,1,5013
98,2016,BOYACA,15,CHINAVITA,15172,-73.3684756833,5.16748347348,1,3202
99,2016,BOYACA,15,CHIQUINQUIRA,15176,-73.8183869915,5.61412836353,3,54562
100,2016,BOYACA,15,CHITARAQUE,15185,-73.4471010235,6.02742601824,1,5736
101,2016,BOYACA,15,DUITAMA,15238,-73.030610836,5.82298464605,6,118852
102,2016,BOYACA,15,GAMEZA,15296,-72.8055270159,5.80233579091,1,4841
103,2016,BOYACA,15,GARAGOA,15299,-73.3644267841,5.08324283869,3,17504
104,2016,BOYACA,15,GUAYATA,15325,-73.4896957862,4.9671242815,1,3639
105,2016,BOYACA,15,JENESANO,15367,-73.3638083915,5.3857721813,1,7013
106,2016,BOYACA,15,JERICO,15368,-72.5711238428,6.14575069674,1,4058
107,2016,BOYACA,15,LA CAPILLA,15380,-73.4443470863,5.09568803762,1,2674
108,2016,BOYACA,15,MIRAFLORES,15455,-73.1456279863,5.19651615513,2,8816
109,2016,BOYACA,15,MONGUA,15464,-72.7981001021,5.75423927382,1,4678
110,2016,BOYACA,15,MONIQUIRA,15469,-73.5733706158,5.87633305531,4,22302
111,2016,BOYACA,15,OTANCHE,15507,-74.1809678964,5.65753554395,1,7937
112,2016,BOYACA,15,PACHAVITA,15511,-73.3969550834,5.14006205365,1,2535
113,2016,BOYACA,15,PAIPA,15516,-73.1179179167,5.77994168888,3,32500
114,2016,BOYACA,15,PESCA,15542,-73.0508685115,5.55881131008,1,7088
115,2016,BOYACA,15,PUERTO BOYACA,15572,-74.5877827354,5.97664715502,1,45509
116,2016,BOYACA,15,RAQUIRA,15600,-73.6325018712,5.53906792025,1,7684
117,2016,BOYACA,15,SABOYA,15632,-73.7646637544,5.69773271604,1,13345
118,2016,BOYACA,15,SAN LUIS DE GACENO,15667,-73.168359454,4.81969008637,1,5577
119,2016,BOYACA,15,SOGAMOSO,15759,-72.9230476498,5.72568884872,8,124070
120,2016,BOYACA,15,SOTAQUIRA,15763,-73.2465867116,5.76498918403,1,7988
121,2016,BOYACA,15,TOTA,15822,-72.9858969227,5.56050183137,1,5121
122,2016,BOYACA,15,TUNJA,15001,-73.3554896602,5.5399515492,14,167207
123,2016,BOYACA,15,UMBITA,15842,-73.4569158202,5.2211724175,1,7442
124,2016,BOYACA,15,VENTAQUEMADA,15861,-73.5224525403,5.36885763606,1,15270
125,2016,BOYACA,15,VIRACACHA,15879,-73.2969005657,5.43678857653,1,2858
126,2016,CALDAS,17,AGUADAS,17013,-75.454871642,5.61024846724,2,22984
127,2016,CALDAS,17,ANSERMA,17042,-75.784340784,5.23647611674,6,36028
128,2016,CALDAS,17,ARANZAZU,17050,-75.4912889044,5.27119632374,3,10831
129,2016,CALDAS,17,CHINCHINA,17174,-75.6074818919,4.98581250175,3,50745
130,2016,CALDAS,17,FILADELFIA,17272,-75.5624695597,5.29709791696,4,11779
131,2016,CALDAS,17,LA DORADA,17380,-74.6684167053,5.46047440177,8,70745
132,2016,CALDAS,17,LA MERCED,17388,-75.5465723441,5.3963721836,1,6277
133,2016,CALDAS,17,MANIZALES,17001,-75.4910467146,5.05768733557,24,425208
134,2016,CALDAS,17,MARMATO,17442,-75.6002457911,5.47400212843,1,8727
135,2016,CALDAS,17,PACORA,17513,-75.4596225837,5.52717452159,2,15583
136,2016,CALDAS,17,PALESTINA,17524,-75.6244642214,5.01783945198,3,15642
137,2016,CALDAS,17,PENSILVANIA,17541,-75.1603002765,5.38327868783,1,20459
138,2016,CALDAS,17,RIOSUCIO,17614,-75.7020653762,5.42367236012,1,48898
139,2016,CALDAS,17,SALAMINA,17653,-75.4872184576,5.40301872766,2,19703
140,2016,CALDAS,17,SAMANA,17662,-74.9922442639,5.41308071675,1,21144
141,2016,CALDAS,17,SAN JOSE,17665,-75.7920593314,5.08231096392,1,5262
142,2016,CALDAS,17,VICTORIA,17867,-74.9111571246,5.31741797231,1,10163
143,2016,CALDAS,17,VILLAMARIA,17873,-75.513760602,5.043806686,4,62261
144,2016,CAQUETA,18,EL DONCELLO,18247,-75.2835647468,1.67986937815,1,19605
145,2016,CAQUETA,18,FLORENCIA,18001,-75.6085597398,1.61792408755,5,167157
146,2016,CAQUETA,18,LA MONTANITA,18410,-75.4364058573,1.4791703207,1,14720
147,2016,CAQUETA,18,SAN VICENTE DEL CAGUAN,18753,-74.768675935,2.119492544,5,49782
148,2016,CASANARE,85,AGUAZUL,85010,-72.5463004198,5.17269004261,1,35532
149,2016,CASANARE,85,MONTERREY,85162,-72.8950348515,4.87684630992,1,16867
150,2016,CASANARE,85,NUNCHIA,85225,-72.1950710689,5.63666390187,1,8556
151,2016,CASANARE,85,OROCUE,85230,-71.3385186268,4.79026959264,1,11714
152,2016,CASANARE,85,PAZ DE ARIPORO,85250,-71.8909234158,5.88003712521,1,34790
153,2016,CASANARE,85,PORE,85263,-71.9928594902,5.72773022764,1,11563
154,2016,CASANARE,85,TAURAMENA,85410,-72.7472511701,5.01920691152,1,22402
155,2016,CASANARE,85,VILLANUEVA,85440,-72.9280536201,4.61007185165,1,33711
156,2016,CASANARE,85,YOPAL,85001,-72.3969155417,5.32761201728,6,160747
157,2016,CAUCA,19,ARGELIA,19050,-77.2494517909,2.2567543324,1,25582
158,2016,CAUCA,19,BOLIVAR,19100,-76.966314876,1.83741330862,1,39164
159,2016,CAUCA,19,BUENOS AIRES,19110,-76.64227784,3.01543022433,1,30550
160,2016,CAUCA,19,CALDONO,19137,-76.4844459642,2.79812829791,2,38483
161,2016,CAUCA,19,CALOTO,19142,-76.4084869367,3.03407175083,3,28515
162,2016,CAUCA,19,EL TAMBO,19256,-76.8107676072,2.45137293838,2,53446
163,2016,CAUCA,19,INZA,19355,-76.0634951224,2.54918501375,1,28150
164,2016,CAUCA,19,JAMBALO,19364,-76.3238756382,2.7778396408,1,17154
165,2016,CAUCA,19,POPAYAN,19001,-76.5988923721,2.45994897276,28,310409
166,2016,CAUCA,19,SANTANDER DE QUILICHAO,19698,-76.4853693048,3.0160508863,5,107906
167,2016,CAUCA,19,TIMBIO,19807,-76.6842365775,2.34997651977,2,35004
168,2016,CAUCA,19,TORIBIO,19821,-76.2703068212,2.95299012669,1,33386
169,2016,CAUCA,19,VILLA RICA,19845,-76.4578733961,3.17757710044,1,20139
170,2016,CESAR,20,AGUACHICA,20011,-73.6129927186,8.30735417168,7,103714
171,2016,CESAR,20,AGUSTIN CODAZZI,20013,-73.2383965158,10.040457318,4,58086
172,2016,CESAR,20,BOSCONIA,20060,-73.888765758,9.975094669,3,38121
173,2016,CESAR,20,CHIMICHAGUA,20175,-73.8133298841,9.2582722175,1,32280
174,2016,CESAR,20,CHIRIGUANA,20178,-73.600147529,9.36118941734,1,26190
175,2016,CESAR,20,EL COPEY,20238,-73.9627178522,10.1495254704,1,29026
176,2016,CESAR,20,EL PASO,20250,-73.741788511,9.66847095606,3,34570
177,2016,CESAR,20,GONZALEZ,20310,-73.380042178,8.38960324723,1,4499
178,2016,CESAR,20,LA GLORIA,20383,-73.8032098836,8.61929805971,1,16010
179,2016,CESAR,20,LA JAGUA DE IBIRICO,20400,-73.3342269159,9.56388783532,1,43661
180,2016,CESAR,20,RIO DE ORO,20614,-73.3863920498,8.29228968373,1,15924
181,2016,CESAR,20,SAN MARTIN,20770,-73.5109750558,7.99989421258,1,24965
182,2016,CESAR,20,VALLEDUPAR,20001,-73.2593904181,10.4604806696,23,463923
183,2016,CHOCO,27,RIOSUCIO,27615,-77.1131097247,7.43663369807,1,49710
184,2016,CHOCO,27,UNGUIA,27800,-77.0925373837,8.04406133438,1,12605
185,2016,CORDOBA,23,CERETE,23162,-75.7961971634,8.88859098259,4,103241
186,2016,CORDOBA,23,MONTELIBANO,23466,-75.4168167918,7.97377871713,3,78682
187,2016,CORDOBA,23,MONTERIA,23001,-75.8732573059,8.75981523965,17,478806
188,2016,CORDOBA,23,PLANETA RICA,23555,-75.5832417103,8.40820221055,2,63538
189,2016,CORDOBA,23,PUEBLO NUEVO,23570,-75.5079697769,8.50400390305,1,34608
190,2016,CORDOBA,23,PUERTO LIBERTADOR,23580,-75.6718011007,7.88883325281,1,40285
191,2016,CORDOBA,23,SAN ANTERO,23672,-75.7607741431,9.37621656532,3,32818
192,2016,CORDOBA,23,SAN PELAYO,23686,-75.8351254915,8.95800878711,1,51190
193,2016,CUNDINAMARCA,25,APULO,25599,-74.5938056203,4.52034489324,1,7677
194,2016,CUNDINAMARCA,25,BOJACA,25099,-74.3445936942,4.73720453576,1,8915
195,2016,CUNDINAMARCA,25,CACHIPAY,25123,-74.4357007521,4.73095518422,3,9334
196,2016,CUNDINAMARCA,25,CAJICA,25126,-74.0234537112,4.92081005268,4,73490
197,2016,CUNDINAMARCA,25,CAQUEZA,25151,-73.9464770211,4.4040950188,1,16219
198,2016,CUNDINAMARCA,25,CHIA,25175,-74.0503469604,4.86606490054,8,118119
199,2016,CUNDINAMARCA,25,CHIPAQUE,25178,-74.0448735948,4.44267057023,1,8964
200,2016,CUNDINAMARCA,25,COGUA,25200,-73.9784922543,5.06184103042,2,20225
201,2016,CUNDINAMARCA,25,EL ROSAL,25260,-74.2630068618,4.85053609442,1,19963
202,2016,CUNDINAMARCA,25,FACATATIVA,25269,-74.3502169563,4.81303164667,4,125326
203,2016,CUNDINAMARCA,25,FOMEQUE,25279,-73.8925231,4.48547472611,5,11325
204,2016,CUNDINAMARCA,25,FUNZA,25286,-74.2014894559,4.71038172914,3,83139
205,2016,CUNDINAMARCA,25,FUSAGASUGA,25290,-74.3754601635,4.33667468248,4,125010
206,2016,CUNDINAMARCA,25,GIRARDOT,25307,-74.7977961492,4.31307939531,6,93072
207,2016,CUNDINAMARCA,25,GRANADA,25312,-74.3507638172,4.51976536572,1,6535
208,2016,CUNDINAMARCA,25,GUADUAS,25320,-74.6029553866,5.07187008998,4,28274
209,2016,CUNDINAMARCA,25,GUATAVITA,25326,-73.8329037894,4.93513630968,2,5925
210,2016,CUNDINAMARCA,25,GUAYABETAL,25335,-73.8150933246,4.21529724505,2,5793
211,2016,CUNDINAMARCA,25,GUTIERREZ,25339,-74.0030457779,4.25467590551,2,3286
212,2016,CUNDINAMARCA,25,LA CALERA,25377,-73.967966495,4.72138578652,3,27322
213,2016,CUNDINAMARCA,25,LA MESA,25386,-74.4615492187,4.63104312817,3,29823
214,2016,CUNDINAMARCA,25,LA PALMA,25394,-74.3910209321,5.35881843551,2,9251
215,2016,CUNDINAMARCA,25,LA VEGA,25402,-74.331153833,4.993079959,1,15561
216,2016,CUNDINAMARCA,25,MADRID,25430,-74.2637266314,4.73273240481,4,99781
217,2016,CUNDINAMARCA,25,MOSQUERA,25473,-74.2193416046,4.70701024824,5,114348
218,2016,CUNDINAMARCA,25,NEMOCON,25486,-73.8778894768,5.0687018248,1,12043
219,2016,CUNDINAMARCA,25,NOCAIMA,25491,-74.3791125286,5.06946324832,1,5770
220,2016,CUNDINAMARCA,25,PACHO,25513,-74.156116064,5.13694532224,1,23140
221,2016,CUNDINAMARCA,25,PAIME,25518,-74.1522155939,5.37048460317,1,4187
222,2016,CUNDINAMARCA,25,PARATEBUENO,25530,-73.2128246502,4.37483210325,2,7586
223,2016,CUNDINAMARCA,25,PUERTO SALGAR,25572,-74.6537031753,5.46542650967,2,14320
224,2016,CUNDINAMARCA,25,QUETAME,25594,-73.863113968,4.32982614634,1,4892
225,2016,CUNDINAMARCA,25,SAN JUAN DE RIOSECO,25662,-74.6219134166,4.84757915971,1,7942
226,2016,CUNDINAMARCA,25,SIBATE,25740,-74.2578772349,4.49261081381,1,30477
227,2016,CUNDINAMARCA,25,SILVANIA,25743,-74.4055246172,4.3819448056,1,20110
228,2016,CUNDINAMARCA,25,SIMIJACA,25745,-73.8503228188,5.5054287938,2,11814
229,2016,CUNDINAMARCA,25,SOACHA,25754,-74.2154309452,4.57939176705,41,583007
230,2016,CUNDINAMARCA,25,SOPO,25758,-73.9433295095,4.91539965901,2,23146
231,2016,CUNDINAMARCA,25,SUBACHOQUE,25769,-74.1727096099,4.92907887681,1,14889
232,2016,CUNDINAMARCA,25,SUTATAUSA,25781,-73.853153077,5.24748742315,1,5422
233,2016,CUNDINAMARCA,25,TABIO,25785,-74.0961796864,4.91720363832,2,19672
234,2016,CUNDINAMARCA,25,TENJO,25799,-74.1439551406,4.87195981007,1,19931
235,2016,CUNDINAMARCA,25,TIBACUY,25805,-74.4526612198,4.34859760533,1,4126
236,2016,CUNDINAMARCA,25,TOCANCIPA,25817,-73.9120940816,4.96478385194,3,35666
237,2016,CUNDINAMARCA,25,UBALA,25839,-73.5315000926,4.74752288166,2,7717
238,2016,CUNDINAMARCA,25,VERGARA,25862,-74.3463679542,5.11730960751,1,6670
239,2016,CUNDINAMARCA,25,VILLA DE SAN DIEGO DE UBATE,25843,-73.814345661,5.30754135963,1,38638
240,2016,CUNDINAMARCA,25,VILLAPINZON,25873,-73.5953530971,5.2164390104,1,16115
241,2016,CUNDINAMARCA,25,VILLETA,25875,-74.4697042298,5.01279238093,2,24903
242,2016,CUNDINAMARCA,25,ZIPACON,25898,-74.3795933564,4.75992897105,1,4364
243,2016,CUNDINAMARCA,25,ZIPAQUIRA,25899,-73.9944757558,5.02547142431,9,118023
244,2016,GUAINIA,94,INIRIDA,94001,-67.9186012392,3.86662347201,3,29287
245,2016,GUAVIARE,95,CALAMAR,95015,-72.6551728661,1.96010887255,1,8976
246,2016,GUAVIARE,95,SAN JOSE DEL GUAVIARE,95001,-72.6390287201,2.56608342423,5,50608
247,2016,HUILA,41,ACEVEDO,41006,-75.8885349597,1.80526386823,2,24076
248,2016,HUILA,41,AIPE,41016,-75.2390312259,3.22359766887,2,15872
249,2016,HUILA,41,ALGECIRAS,41020,-75.3153713579,2.52244696827,3,22205
250,2016,HUILA,41,BARAYA,41078,-75.0544887925,3.15255100755,1,8267
251,2016,HUILA,41,CAMPOALEGRE,41132,-75.325759412,2.6868370205,1,30772
252,2016,HUILA,41,ELIAS,41244,-75.9380188082,2.01270035981,1,4086
253,2016,HUILA,41,GARZON,41298,-75.6270510273,2.1964533881,6,70487
254,2016,HUILA,41,GIGANTE,41306,-75.5476811212,2.38403102318,2,24276
255,2016,HUILA,41,GUADALUPE,41319,-75.7570381788,2.0241600111,1,17381
256,2016,HUILA,41,LA ARGENTINA,41378,-75.9797673085,2.19824600615,1,12443
257,2016,HUILA,41,LA PLATA,41396,-75.8914521307,2.3896474978,9,59377
258,2016,HUILA,41,NEIVA,41001,-75.2777314808,2.93555887476,21,349048
259,2016,HUILA,41,PITAL,41548,-75.8040001118,2.26668106868,3,13511
260,2016,HUILA,41,PITALITO,41551,-76.0490044984,1.85297434352,5,120010
261,2016,HUILA,41,RIVERA,41615,-75.258550208,2.77757018071,4,23537
262,2016,HUILA,41,SAN AGUSTIN,41668,-76.2703587983,1.8810855128,5,32333
263,2016,HUILA,41,SANTA MARIA,41676,-75.5861244534,2.93974915231,3,10283
264,2016,HUILA,41,SUAZA,41770,-75.7950572711,1.97584502137,1,20950
265,2016,HUILA,41,TARQUI,41791,-75.8235763181,2.11132341997,1,17015
266,2016,HUILA,41,TELLO,41799,-75.1387731609,3.06753684585,1,11780
267,2016,HUILA,41,TESALIA,41797,-75.7298384859,2.48605278998,4,10457
268,2016,HUILA,41,TIMANA,41807,-75.9320853384,1.97422503882,1,21307
269,2016,HUILA,41,YAGUARA,41885,-75.5180231181,2.66469363692,1,7572
270,2016,MAGDALENA,47,CIENAGA,47189,-74.2412855651,11.0066586077,7,117496
271,2016,MAGDALENA,47,EL BANCO,47245,-73.9742847149,9.0087359751,3,62912
272,2016,MAGDALENA,47,FUNDACION,47288,-74.1913417387,10.5140917977,1,63819
273,2016,MAGDALENA,47,GUAMAL,47318,-74.2236997384,9.14438638111,2,25689
274,2016,MAGDALENA,47,PLATO,47555,-74.784684214,9.79677054749,2,59051
275,2016,MAGDALENA,47,PUEBLOVIEJO,47570,-74.2824768666,10.9948385981,1,28064
276,2016,MAGDALENA,47,SANTA MARTA,47001,-74.2002109893,11.2047725963,15,477190
277,2016,MAGDALENA,47,SITIONUEVO,47745,-74.7201694573,10.775407167,1,25891
278,2016,META,50,ACACIAS,50006,-73.7659360698,3.99012009704,8,84461
279,2016,META,50,CUMARAL,50226,-73.4861069057,4.26953744789,2,22111
280,2016,META,50,GRANADA,50313,-73.7057158517,3.5466952856,2,66715
281,2016,META,50,GUAMAL,50318,-73.7699625676,3.88014002777,1,13815
282,2016,META,50,LA MACARENA,50350,-73.7870674795,2.17821444079,1,25335
283,2016,META,50,LEJANIAS,50400,-74.0231951223,3.52474093193,1,11235
284,2016,META,50,PUERTO GAITAN,50568,-72.083078729,4.314485152,1,39240
285,2016,META,50,PUERTO LOPEZ,50573,-72.9574366102,4.09340699377,1,29617
286,2016,META,50,PUERTO RICO,50590,-73.2065146907,2.93974329234,2,13020
287,2016,META,50,RESTREPO,50606,-73.5646064827,4.26072972714,2,17648
288,2016,META,50,SAN CARLOS DE GUAROA,50680,-73.2414110088,3.71053695717,2,11802
289,2016,META,50,SAN MARTIN,50689,-73.6956173593,3.70188012803,3,26051
290,2016,META,50,VILLAVICENCIO,50001,-73.624562528,4.1238593011,23,512462
291,2016,META,50,VISTAHERMOSA,50711,-73.7510280336,3.1256671671,2,17762
292,2016,NARINO,52,BARBACOAS,52079,-78.1375768702,1.67144343524,4,53984
293,2016,NARINO,52,CONSACA,52207,-77.4657291646,1.20762916553,1,13676
294,2016,NARINO,52,CORDOBA,52215,-77.5178993163,0.854572506919,1,15349
295,2016,NARINO,52,CUMBAL,52227,-77.7922761776,0.906185196967,1,35762
296,2016,NARINO,52,IPIALES,52356,-77.6463999012,0.827735060636,10,114694
297,2016,NARINO,52,LA UNION,52399,-77.1311540017,1.60025484037,1,31456
298,2016,NARINO,52,NARINO,52480,-77.3579742048,1.28897586144,1,4321
299,2016,NARINO,52,OSPINA,52506,-77.5660692089,1.05849067089,2,7120
300,2016,NARINO,52,PUPIALES,52585,-77.63350443,0.867138527,1,17693
301,2016,NARINO,52,RICAURTE,52612,-77.9954468866,1.21293165479,1,19003
302,2016,NARINO,52,SAMANIEGO,52678,-77.5944553745,1.33535141458,1,30725
303,2016,NARINO,52,SANDONA,52683,-77.4730451357,1.28314414356,1,21500
304,2016,NARINO,52,SAPUYES,52720,-77.6202980414,1.03752383941,1,7310
305,2016,NARINO,52,TUQUERRES,52838,-77.6168833378,1.08519299564,5,44460
